transcript_id	gene_id	transcript_biotype	gene_name
ENSRNOT00000118245	ENSRNOG00000008586	protein_coding	Aldh1l2
ENSRNOT00000099798	ENSRNOG00000008586	protein_coding	Aldh1l2
ENSRNOT00000059639	ENSRNOG00000008586	protein_coding	Aldh1l2
ENSRNOT00000083830	ENSRNOG00000013764	protein_coding	Fam118a
ENSRNOT00000044274	ENSRNOG00000013764	protein_coding	Fam118a
ENSRNOT00000018155	ENSRNOG00000013423	protein_coding	Nup50
ENSRNOT00000080933	ENSRNOG00000013423	protein_coding	Nup50
ENSRNOT00000108298	ENSRNOG00000025053	protein_coding	Lrp1
ENSRNOT00000031005	ENSRNOG00000025053	protein_coding	Lrp1
ENSRNOT00000008317	ENSRNOG00000005823	protein_coding	Utp20
ENSRNOT00000007610	ENSRNOG00000005790	protein_coding	RGD1306474
ENSRNOT00000095205	ENSRNOG00000018316	protein_coding	Grap2
ENSRNOT00000024673	ENSRNOG00000018316	protein_coding	Grap2
ENSRNOT00000099654	ENSRNOG00000018316	protein_coding	Grap2
ENSRNOT00000016520	ENSRNOG00000011952	protein_coding	Samm50
ENSRNOT00000095544	ENSRNOG00000011952	protein_coding	Samm50
ENSRNOT00000098420	ENSRNOG00000011952	protein_coding	Samm50
ENSRNOT00000064594	ENSRNOG00000034139	protein_coding	Lyc2
ENSRNOT00000086821	ENSRNOG00000034139	protein_coding	Lyc2
ENSRNOT00000106493	ENSRNOG00000006367	protein_coding	Slc5a8
ENSRNOT00000008613	ENSRNOG00000006367	protein_coding	Slc5a8
ENSRNOT00000007747	ENSRNOG00000005825	protein_coding	Lyz2
ENSRNOT00000097754	ENSRNOG00000005825	protein_coding	Lyz2
ENSRNOT00000014089	ENSRNOG00000010549	protein_coding	Tspo
ENSRNOT00000112238	ENSRNOG00000008415	protein_coding	Nab2
ENSRNOT00000057745	ENSRNOG00000008415	protein_coding	Nab2
ENSRNOT00000010601	ENSRNOG00000008016	protein_coding	Ckap4
ENSRNOT00000005829	ENSRNOG00000004400	protein_coding	Avpr1a
ENSRNOT00000087045	ENSRNOG00000004400	protein_coding	Avpr1a
ENSRNOT00000010639	ENSRNOG00000008050	protein_coding	Stac3
ENSRNOT00000104767	ENSRNOG00000052981	protein_coding	LOC108351606
ENSRNOT00000094291	ENSRNOG00000052981	protein_coding	LOC108351606
ENSRNOT00000118110	ENSRNOG00000052981	protein_coding	LOC108351606
ENSRNOT00000089076	ENSRNOG00000052981	protein_coding	LOC108351606
ENSRNOT00000045083	ENSRNOG00000031851	protein_coding	Ndufa4l2
ENSRNOT00000038147	ENSRNOG00000004189	protein_coding	Helb
ENSRNOT00000010869	ENSRNOG00000008022	protein_coding	Apaf1
ENSRNOT00000115920	ENSRNOG00000008022	protein_coding	Apaf1
ENSRNOT00000109273	ENSRNOG00000064573	protein_coding	LOC120093869
ENSRNOT00000031951	ENSRNOG00000023410	protein_coding	Apol9a
ENSRNOT00000011082	ENSRNOG00000008106	protein_coding	Shmt2
ENSRNOT00000118611	ENSRNOG00000008106	protein_coding	Shmt2
ENSRNOT00000106467	ENSRNOG00000064852	protein_coding	Tafa2
ENSRNOT00000103382	ENSRNOG00000064852	protein_coding	Tafa2
ENSRNOT00000006946	ENSRNOG00000005228	protein_coding	Gnptab
ENSRNOT00000096640	ENSRNOG00000009736	protein_coding	A4galt
ENSRNOT00000012914	ENSRNOG00000009736	protein_coding	A4galt
ENSRNOT00000108253	ENSRNOG00000009736	protein_coding	A4galt
ENSRNOT00000104849	ENSRNOG00000009736	protein_coding	A4galt
ENSRNOT00000067395	ENSRNOG00000023824	protein_coding	C7h12orf56
ENSRNOT00000038946	ENSRNOG00000014844	protein_coding	Kif21a
ENSRNOT00000119582	ENSRNOG00000014844	protein_coding	Kif21a
ENSRNOT00000110094	ENSRNOG00000014844	protein_coding	Kif21a
ENSRNOT00000110235	ENSRNOG00000014844	protein_coding	Kif21a
ENSRNOT00000066528	ENSRNOG00000014844	protein_coding	Kif21a
ENSRNOT00000046744	ENSRNOG00000014844	protein_coding	Kif21a
ENSRNOT00000045553	ENSRNOG00000014844	protein_coding	Kif21a
ENSRNOT00000044092	ENSRNOG00000014844	protein_coding	Kif21a
ENSRNOT00000055742	ENSRNOG00000014844	protein_coding	Kif21a
ENSRNOT00000117245	ENSRNOG00000069507	protein_coding	Prr5
ENSRNOT00000097031	ENSRNOG00000058271	protein_coding	Chpt1
ENSRNOT00000094926	ENSRNOG00000058271	protein_coding	Chpt1
ENSRNOT00000080939	ENSRNOG00000058271	protein_coding	Chpt1
ENSRNOT00000007255	ENSRNOG00000004936	protein_coding	Sdc2
ENSRNOT00000109204	ENSRNOG00000004936	protein_coding	Sdc2
ENSRNOT00000115838	ENSRNOG00000004936	protein_coding	Sdc2
ENSRNOT00000109956	ENSRNOG00000023951	protein_coding	Tbc1d30
ENSRNOT00000024679	ENSRNOG00000023951	protein_coding	Tbc1d30
ENSRNOT00000017420	ENSRNOG00000033570	protein_coding	Arhgap8
ENSRNOT00000043581	ENSRNOG00000028782	protein_coding	Kics2
ENSRNOT00000007816	ENSRNOG00000005956	protein_coding	Erich5
ENSRNOT00000017906	ENSRNOG00000013067	protein_coding	Phf21b
ENSRNOT00000007088	ENSRNOG00000005270	protein_coding	Sycp3
ENSRNOT00000110230	ENSRNOG00000005270	protein_coding	Sycp3
ENSRNOT00000119996	ENSRNOG00000005270	protein_coding	Sycp3
ENSRNOT00000067774	ENSRNOG00000005138	protein_coding	Pip4k2c
ENSRNOT00000079327	ENSRNOG00000005138	protein_coding	Pip4k2c
ENSRNOT00000031191	ENSRNOG00000023202	protein_coding	Usp15
ENSRNOT00000079410	ENSRNOG00000023202	protein_coding	Usp15
ENSRNOT00000039378	ENSRNOG00000025551	protein_coding	Rgs22
ENSRNOT00000112997	ENSRNOG00000025551	protein_coding	Rgs22
ENSRNOT00000106829	ENSRNOG00000031789	protein_coding	Rangap1
ENSRNOT00000107227	ENSRNOG00000031789	protein_coding	Rangap1
ENSRNOT00000052098	ENSRNOG00000031789	protein_coding	Rangap1
ENSRNOT00000090208	ENSRNOG00000031789	protein_coding	Rangap1
ENSRNOT00000064349	ENSRNOG00000046159	protein_coding	Gns
ENSRNOT00000006566	ENSRNOG00000046159	protein_coding	Gns
ENSRNOT00000065722	ENSRNOG00000011278	protein_coding	Stk3
ENSRNOT00000115086	ENSRNOG00000011278	protein_coding	Stk3
ENSRNOT00000014879	ENSRNOG00000011136	protein_coding	Osr2
ENSRNOT00000037134	ENSRNOG00000016852	protein_coding	Apobec3
ENSRNOT00000115637	ENSRNOG00000016852	protein_coding	Apobec3
ENSRNOT00000111377	ENSRNOG00000016852	protein_coding	Apobec3
ENSRNOT00000101240	ENSRNOG00000016852	protein_coding	Apobec3
ENSRNOT00000105852	ENSRNOG00000016852	protein_coding	Apobec3
ENSRNOT00000040010	ENSRNOG00000032335	protein_coding	RGD1564306
ENSRNOT00000040687	ENSRNOG00000031383	protein_coding	LOC362901
ENSRNOT00000010240	ENSRNOG00000007700	protein_coding	Inhbc
ENSRNOT00000016077	ENSRNOG00000011507	protein_coding	Pick1
ENSRNOT00000074743	ENSRNOG00000045629	protein_coding	Atp23
ENSRNOT00000005919	ENSRNOG00000004459	protein_coding	Sdr9c7
ENSRNOT00000055879	ENSRNOG00000032871	protein_coding	Mlc1
ENSRNOT00000006180	ENSRNOG00000004603	protein_coding	Srgap1
ENSRNOT00000107733	ENSRNOG00000004603	protein_coding	Srgap1
ENSRNOT00000103838	ENSRNOG00000004603	protein_coding	Srgap1
ENSRNOT00000096827	ENSRNOG00000006870	protein_coding	Mtdh
ENSRNOT00000108860	ENSRNOG00000006870	protein_coding	Mtdh
ENSRNOT00000105848	ENSRNOG00000006870	protein_coding	Mtdh
ENSRNOT00000009989	ENSRNOG00000006870	protein_coding	Mtdh
ENSRNOT00000102244	ENSRNOG00000004659	protein_coding	Creld2
ENSRNOT00000006357	ENSRNOG00000004659	protein_coding	Creld2
ENSRNOT00000006051	ENSRNOG00000004421	protein_coding	Rxylt1
ENSRNOT00000009428	ENSRNOG00000007003	protein_coding	Mei1
ENSRNOT00000056048	ENSRNOG00000007262	protein_coding	Ccdc134
ENSRNOT00000013801	ENSRNOG00000010078	protein_coding	Spag1
ENSRNOT00000111237	ENSRNOG00000010078	protein_coding	Spag1
ENSRNOT00000095036	ENSRNOG00000052725	protein_coding	Shisal1
ENSRNOT00000084666	ENSRNOG00000052725	protein_coding	Shisal1
ENSRNOT00000005875	ENSRNOG00000004391	protein_coding	Rdh7
ENSRNOT00000079235	ENSRNOG00000056493	protein_coding	Mybpc1
ENSRNOT00000108545	ENSRNOG00000056493	protein_coding	Mybpc1
ENSRNOT00000113153	ENSRNOG00000056493	protein_coding	Mybpc1
ENSRNOT00000116177	ENSRNOG00000056493	protein_coding	Mybpc1
ENSRNOT00000096740	ENSRNOG00000056493	protein_coding	Mybpc1
ENSRNOT00000099906	ENSRNOG00000056493	protein_coding	Mybpc1
ENSRNOT00000079774	ENSRNOG00000056493	protein_coding	Mybpc1
ENSRNOT00000093952	ENSRNOG00000056493	protein_coding	Mybpc1
ENSRNOT00000084114	ENSRNOG00000060956	protein_coding	Zfp706
ENSRNOT00000102646	ENSRNOG00000015177	protein_coding	Sun2
ENSRNOT00000046399	ENSRNOG00000015177	protein_coding	Sun2
ENSRNOT00000110877	ENSRNOG00000015177	protein_coding	Sun2
ENSRNOT00000008969	ENSRNOG00000006766	protein_coding	Laptm4b
ENSRNOT00000096255	ENSRNOG00000006766	protein_coding	Laptm4b
ENSRNOT00000013344	ENSRNOG00000009658	protein_coding	Rnf19a
ENSRNOT00000108730	ENSRNOG00000009658	protein_coding	Rnf19a
ENSRNOT00000022882	ENSRNOG00000017022	protein_coding	Cerk
ENSRNOT00000008700	ENSRNOG00000006578	protein_coding	Odf1
ENSRNOT00000047234	ENSRNOG00000014137	protein_coding	Fbln1
ENSRNOT00000088042	ENSRNOG00000014137	protein_coding	Fbln1
ENSRNOT00000102556	ENSRNOG00000014137	protein_coding	Fbln1
ENSRNOT00000008361	ENSRNOG00000006060	protein_coding	Matn2
ENSRNOT00000100118	ENSRNOG00000006060	protein_coding	Matn2
ENSRNOT00000098862	ENSRNOG00000006060	protein_coding	Matn2
ENSRNOT00000106400	ENSRNOG00000006060	protein_coding	Matn2
ENSRNOT00000099363	ENSRNOG00000025504	protein_coding	Ankrd46
ENSRNOT00000036904	ENSRNOG00000025504	protein_coding	Ankrd46
ENSRNOT00000094564	ENSRNOG00000017057	protein_coding	Tbc1d22a
ENSRNOT00000115663	ENSRNOG00000017057	protein_coding	Tbc1d22a
ENSRNOT00000101601	ENSRNOG00000017057	protein_coding	Tbc1d22a
ENSRNOT00000022945	ENSRNOG00000017057	protein_coding	Tbc1d22a
ENSRNOT00000105415	ENSRNOG00000066252	protein_coding	Vps13b
ENSRNOT00000114232	ENSRNOG00000066252	protein_coding	Vps13b
ENSRNOT00000094539	ENSRNOG00000066252	protein_coding	Vps13b
ENSRNOT00000087338	ENSRNOG00000057264	protein_coding	Tex49
ENSRNOT00000014407	ENSRNOG00000010807	protein_coding	Cox6c
ENSRNOT00000014033	ENSRNOG00000010588	protein_coding	Tns2
ENSRNOT00000108446	ENSRNOG00000010588	protein_coding	Tns2
ENSRNOT00000105703	ENSRNOG00000010588	protein_coding	Tns2
ENSRNOT00000074212	ENSRNOG00000010588	protein_coding	Tns2
ENSRNOT00000118793	ENSRNOG00000010588	protein_coding	Tns2
ENSRNOT00000009337	ENSRNOG00000007000	protein_coding	Grhl2
ENSRNOT00000079692	ENSRNOG00000007000	protein_coding	Grhl2
ENSRNOT00000055320	ENSRNOG00000010793	protein_coding	Spryd3
ENSRNOT00000116510	ENSRNOG00000008639	protein_coding	Pabpc1
ENSRNOT00000012775	ENSRNOG00000008639	protein_coding	Pabpc1
ENSRNOT00000080218	ENSRNOG00000008639	protein_coding	Pabpc1
ENSRNOT00000104653	ENSRNOG00000008639	protein_coding	Pabpc1
ENSRNOT00000092527	ENSRNOG00000007581	protein_coding	Slc17a8
ENSRNOT00000102535	ENSRNOG00000030814	protein_coding	Krt83
ENSRNOT00000098914	ENSRNOG00000030814	protein_coding	Krt83
ENSRNOT00000077207	ENSRNOG00000030814	protein_coding	Krt83
ENSRNOT00000068505	ENSRNOG00000030814	protein_coding	Krt83
ENSRNOT00000093094	ENSRNOG00000030814	protein_coding	Krt83
ENSRNOT00000085626	ENSRNOG00000006118	protein_coding	Klf10
ENSRNOT00000094319	ENSRNOG00000006118	protein_coding	Klf10
ENSRNOT00000008350	ENSRNOG00000006118	protein_coding	Klf10
ENSRNOT00000036852	ENSRNOG00000025501	protein_coding	Snx31
ENSRNOT00000090156	ENSRNOG00000061818	protein_coding	Wnt1
ENSRNOT00000006142	ENSRNOG00000004578	protein_coding	Cthrc1
ENSRNOT00000102466	ENSRNOG00000004578	protein_coding	Cthrc1
ENSRNOT00000090760	ENSRNOG00000058916	protein_coding	Ccdc65
ENSRNOT00000059538	ENSRNOG00000038948	protein_coding	Stab2
ENSRNOT00000112055	ENSRNOG00000038948	protein_coding	Stab2
ENSRNOT00000099162	ENSRNOG00000038948	protein_coding	Stab2
ENSRNOT00000006029	ENSRNOG00000004403	protein_coding	Slc25a32
ENSRNOT00000117696	ENSRNOG00000004403	protein_coding	Slc25a32
ENSRNOT00000083955	ENSRNOG00000070637	protein_coding	Fkbp11
ENSRNOT00000080024	ENSRNOG00000042978	protein_coding	Ncald
ENSRNOT00000113005	ENSRNOG00000059857	protein_coding	Rnd1
ENSRNOT00000077856	ENSRNOG00000059857	protein_coding	Rnd1
ENSRNOT00000109910	ENSRNOG00000059857	protein_coding	Rnd1
ENSRNOT00000077884	ENSRNOG00000054775	protein_coding	Arf3
ENSRNOT00000021523	ENSRNOG00000015447	protein_coding	Calcoco1
ENSRNOT00000070855	ENSRNOG00000015447	protein_coding	Calcoco1
ENSRNOT00000089290	ENSRNOG00000015447	protein_coding	Calcoco1
ENSRNOT00000005803	ENSRNOG00000004301	protein_coding	Dcaf13
ENSRNOT00000097759	ENSRNOG00000007032	protein_coding	Amigo2
ENSRNOT00000077976	ENSRNOG00000053843	protein_coding	LOC102550284
ENSRNOT00000009187	ENSRNOG00000006653	protein_coding	Slc38a4
ENSRNOT00000014333	ENSRNOG00000010459	protein_coding	Fbxo43
ENSRNOT00000109436	ENSRNOG00000005263	protein_coding	Scaf11
ENSRNOT00000007003	ENSRNOG00000005263	protein_coding	Scaf11
ENSRNOT00000059487	ENSRNOG00000038916	protein_coding	Dram1
ENSRNOT00000006971	ENSRNOG00000004502	protein_coding	Hal
ENSRNOT00000109729	ENSRNOG00000063448	protein_coding	Aqp6
ENSRNOT00000098480	ENSRNOG00000063448	protein_coding	Aqp6
ENSRNOT00000118790	ENSRNOG00000007875	protein_coding	Actr6
ENSRNOT00000010414	ENSRNOG00000007875	protein_coding	Actr6
ENSRNOT00000055792	ENSRNOG00000032828	protein_coding	Mapk8ip2
ENSRNOT00000009199	ENSRNOG00000022807	protein_coding	Pced1b
ENSRNOT00000105071	ENSRNOG00000022807	protein_coding	Pced1b
ENSRNOT00000037874	ENSRNOG00000022807	protein_coding	Pced1b
ENSRNOT00000107243	ENSRNOG00000022807	protein_coding	Pced1b
ENSRNOT00000118269	ENSRNOG00000022807	protein_coding	Pced1b
ENSRNOT00000110065	ENSRNOG00000022807	protein_coding	Pced1b
ENSRNOT00000109503	ENSRNOG00000022807	protein_coding	Pced1b
ENSRNOT00000098442	ENSRNOG00000022807	protein_coding	Pced1b
ENSRNOT00000111212	ENSRNOG00000022807	protein_coding	Pced1b
ENSRNOT00000045495	ENSRNOG00000008367	protein_coding	Krt86
ENSRNOT00000067422	ENSRNOG00000008367	protein_coding	Krt86
ENSRNOT00000081386	ENSRNOG00000008367	protein_coding	Krt86
ENSRNOT00000118585	ENSRNOG00000008367	protein_coding	Krt86
ENSRNOT00000082542	ENSRNOG00000008367	protein_coding	Krt86
ENSRNOT00000115536	ENSRNOG00000006816	protein_coding	Ubr5
ENSRNOT00000009115	ENSRNOG00000006816	protein_coding	Ubr5
ENSRNOT00000106326	ENSRNOG00000053405	protein_coding	Rpap3
ENSRNOT00000083926	ENSRNOG00000053405	protein_coding	Rpap3
ENSRNOT00000111323	ENSRNOG00000053405	protein_coding	Rpap3
ENSRNOT00000008138	ENSRNOG00000005291	protein_coding	Slc38a1
ENSRNOT00000014258	ENSRNOG00000070612	protein_coding	Olr1877
ENSRNOT00000045473	ENSRNOG00000032447	protein_coding	Zfp641
ENSRNOT00000072693	ENSRNOG00000049733	protein_coding	Ankrd33
ENSRNOT00000107332	ENSRNOG00000067164	protein_coding	Or8s16
ENSRNOT00000094932	ENSRNOG00000067164	protein_coding	Or8s16
ENSRNOT00000110972	ENSRNOG00000067164	protein_coding	Or8s16
ENSRNOT00000099089	ENSRNOG00000067164	protein_coding	Or8s16
ENSRNOT00000047272	ENSRNOG00000067164	protein_coding	Or8s16
ENSRNOT00000104436	ENSRNOG00000024494	protein_coding	Cfap54
ENSRNOT00000118957	ENSRNOG00000024494	protein_coding	Cfap54
ENSRNOT00000114083	ENSRNOG00000024494	protein_coding	Cfap54
ENSRNOT00000065354	ENSRNOG00000024494	protein_coding	Cfap54
