A	Coef.Sample.1 - Sample.2	t.Sample.1 - Sample.2	p.value.Sample.1 - Sample.2	p.value.adj.Sample.1 - Sample.2	F	F.p.value
AZIN2	7.1588576	5.39188084	7.5734116	1e-10	2.55e-09	20.6238347	0
NFIA	8.9257666	2.30226171	7.5712512	1e-10	2.56e-09	31.9843689	0
TRIB3	6.8639644	-3.97192603	-7.569708	1e-10	2.57e-09	19.6351766	0
ANXA4	10.9549414	-1.53109693	-7.5658218	1e-10	2.61e-09	13.6380254	0
LAMB3	4.4778883	-5.05334814	-7.5645772	1e-10	2.62e-09	17.699162	0
TTC13	9.3711433	1.43032245	7.5634296	1e-10	2.63e-09	11.9899098	0
GBA	10.8327957	-1.34927322	-7.5561172	1e-10	2.71e-09	20.9155224	0
SGCB	8.145796	3.50872318	7.5505018	1e-10	2.77e-09	26.8835823	0
ETHE1	9.8807852	-1.69826232	-7.5459888	1e-10	2.81e-09	19.249649	0
CHRAC1	9.3538863	-1.30808859	-7.5388268	1e-10	2.9e-09	16.9114256	0
GARS	11.0066316	-1.21297832	-7.5354801	1e-10	2.93e-09	14.8997323	0
NHSL1	7.9105814	3.71281361	7.5344682	1e-10	2.94e-09	18.4302303	0
ASTN1	6.25421	6.67584937	7.5272888	1e-10	3.03e-09	20.2679132	0
MSC.AS1	3.0213114	-3.84333261	-7.5137476	1e-10	3.21e-09	20.4055401	0
NLRP12	5.3069953	-5.00012096	-7.5110802	1e-10	3.24e-09	35.4356451	0
ENC1	9.48231	3.73900477	7.5092106	1e-10	3.25e-09	9.3343254	2e-10
JAG1	8.576482	4.06757611	7.4987643	1e-10	3.4e-09	12.6536881	0
ARF1	13.7938899	-1.07310385	-7.4968708	1e-10	3.42e-09	17.5416599	0
MYL12A	12.913939	-1.66747817	-7.4849755	1e-10	3.6e-09	29.2293002	0
FAM166B	4.3946961	3.44390237	7.4780293	1e-10	3.7e-09	14.0196097	0
SOX4	9.4362759	3.15108483	7.4731499	1e-10	3.77e-09	24.9388699	0
ANXA11	12.1807428	-1.24136227	-7.4610819	1e-10	3.97e-09	26.7685189	0
MGLL	10.2269032	-2.12200549	-7.4510038	1e-10	4.14e-09	18.8731394	0
SEZ6	5.3949466	4.14746263	7.4505447	1e-10	4.14e-09	16.2823653	0
LGALS3	10.5958375	-3.97356206	-7.4458629	1e-10	4.21e-09	20.80301	0
IGSF10	5.5281319	4.15465318	7.4426581	1e-10	4.26e-09	23.9799975	0
ZNF622	10.1828241	-1.3520674	-7.4394875	1e-10	4.31e-09	9.2361634	2e-10
NLRP1	10.6139895	2.38782669	7.4373996	1e-10	4.34e-09	21.248046	0
ARPC1B	14.1008524	-1.46600613	-7.4221018	1e-10	4.64e-09	25.1223778	0
PLEKHB2	13.0091799	-1.13277505	-7.4106445	1e-10	4.87e-09	10.0870359	0
STBD1	5.5377955	-4.57017125	-7.4049316	1e-10	4.98e-09	15.8332854	0
TUBA1C	10.929017	-1.91932653	-7.3921076	1e-10	5.26e-09	16.7678184	0
SEC22B	9.5336532	-1.7140076	-7.3884824	1e-10	5.33e-09	9.4200193	1e-10
CD52	6.458911	-5.40361743	-7.386239	1e-10	5.37e-09	37.6928992	0
BACE1	9.6410002	1.51951151	7.3723131	1e-10	5.7e-09	8.0875972	2.8e-09
B3GNT5	10.7161161	3.33839967	7.3706155	1e-10	5.72e-09	20.8698988	0
NRXN2	3.7940348	3.99272267	7.3703226	1e-10	5.72e-09	17.6380606	0
ACSL1	12.3646444	-2.84059585	-7.3590657	1e-10	6e-09	9.5086954	1e-10
MT1F	5.2688073	-3.9681385	-7.3580188	2e-10	6.01e-09	17.383239	0
MTCH2	11.1180414	-1.13298471	-7.3528123	2e-10	6.14e-09	15.5817158	0
HLA.DOA	8.4405474	5.31045336	7.3520559	2e-10	6.14e-09	19.1649861	0
HCK	13.4102952	-1.46757308	-7.3505233	2e-10	6.17e-09	17.4325299	0
MRVI1	8.3800054	3.28560454	7.3461056	2e-10	6.27e-09	24.9826889	0
SLC22A4	4.4919018	-3.67695809	-7.3425671	2e-10	6.36e-09	42.5657626	0
SRP54	10.6192964	-1.00712048	-7.3272238	2e-10	6.79e-09	7.9389076	4e-09
PNMA2	4.756718	3.45941471	7.3219369	2e-10	6.93e-09	30.1093246	0
TNFRSF13C	5.0370934	4.50063062	7.3197618	2e-10	6.98e-09	18.6252397	0
ACAA2	10.6835026	-1.38629943	-7.3184975	2e-10	7.01e-09	11.3623154	0
MEF2C	12.677728	1.37968769	7.312279	2e-10	7.19e-09	25.8597525	0
NFIB	4.5233942	4.74568769	7.3106107	2e-10	7.22e-09	13.4828234	0
UBE2D1	10.2294686	-1.48567095	-7.289722	2e-10	7.9e-09	36.1752446	0
SMO	5.0393736	4.1425975	7.2859166	2e-10	8.02e-09	11.4014762	0
SRGAP3	8.772935	2.95480917	7.2852963	2e-10	8.02e-09	14.1322248	0
DCLK2	5.7475653	4.53585891	7.2761683	2e-10	8.33e-09	18.293281	0
NDUFA9	10.8351915	-1.05997067	-7.2653749	2e-10	8.72e-09	10.812834	0
TAGLN3	3.8971539	4.41601971	7.2645195	2e-10	8.73e-09	15.9538411	0
CEP70	5.7604	3.85464533	7.2610041	2e-10	8.85e-09	16.7016656	0
BEND5	4.4546522	4.12510322	7.2590498	2e-10	8.9e-09	11.8950474	0
MEX3A	4.9022651	3.49717293	7.2558545	2e-10	9.01e-09	21.2070454	0
USP6	4.9007854	2.98617793	7.2442848	2e-10	9.46e-09	18.6290167	0
PGK1	13.5808762	-1.46230203	-7.2412617	3e-10	9.57e-09	16.2618387	0
SYNGR1	8.4302451	2.74976757	7.240221	3e-10	9.58e-09	10.3837065	0
ANKRD11	10.0713288	2.07850534	7.2397518	3e-10	9.58e-09	9.5933954	1e-10
SDC3	9.5018266	2.61645356	7.2385952	3e-10	9.61e-09	16.8030768	0
DVL3	10.2398577	1.45441022	7.2350017	3e-10	9.74e-09	9.193449	2e-10
PRAG1	8.6633457	1.91978926	7.2345328	3e-10	9.74e-09	20.6172667	0
BCO2	5.5498048	3.59592438	7.2337103	3e-10	9.75e-09	16.3834972	0
CSF3R	11.8020193	2.60454275	7.2277355	3e-10	9.99e-09	46.2064721	0
PCYOX1L	9.7433945	1.80475185	7.2148103	3e-10	1.055e-08	16.4678961	0
FKBP10	4.402305	3.50701917	7.2093385	3e-10	1.079e-08	17.8557089	0
NECAP2	11.9879023	-1.29382547	-7.2080333	3e-10	1.082e-08	11.972202	0
ATN1	8.2198109	2.1888138	7.2071045	3e-10	1.084e-08	12.7019526	0
PAX6	5.9812396	2.89366587	7.2060658	3e-10	1.087e-08	19.5032831	0
CYP46A1	3.5905253	3.46784637	7.2018362	3e-10	1.105e-08	12.8438318	0
AKR1C1	3.5955079	3.35823204	7.1986683	3e-10	1.118e-08	17.5383154	0
IL10RB	11.9457277	-1.51579975	-7.1979635	3e-10	1.119e-08	19.4758938	0
RYR1	8.1075151	3.08419737	7.1959934	3e-10	1.126e-08	44.784289	0
SNAP25	4.5544429	5.94058245	7.1924588	3e-10	1.141e-08	11.9059953	0
LMO7	6.5796501	3.38581168	7.1842054	3e-10	1.18e-08	24.0927623	0
SETBP1	6.6464332	4.29388715	7.1838436	3e-10	1.18e-08	21.1284899	0
UBE2Q2P2	3.6663682	2.86867124	7.1824962	3e-10	1.184e-08	14.0598061	0
CARD16	9.1830959	-2.17071642	-7.1765388	3e-10	1.213e-08	37.5799819	0
KCNQ3	8.7190242	3.73834454	7.173339	3e-10	1.228e-08	54.0552797	0
GPR35	8.7997507	-1.982464	-7.1633762	4e-10	1.28e-08	26.9907153	0
WASL	8.6452134	1.43618248	7.1627162	4e-10	1.281e-08	15.7730535	0
ARL1	10.2388811	-1.14623622	-7.1584393	4e-10	1.303e-08	7.829101	5.1e-09
EPHB3	7.3128442	4.28737796	7.1508059	4e-10	1.344e-08	10.5851051	0
TREML2	4.7298196	-4.4858942	-7.1499228	4e-10	1.347e-08	29.6063105	0
LOXL2	5.6076556	3.27420934	7.1485945	4e-10	1.352e-08	21.2129687	0
ANPEP	7.4197486	-6.39282054	-7.1384536	4e-10	1.41e-08	23.1033166	0
HADHA	12.6653719	-0.98496798	-7.1371926	4e-10	1.415e-08	22.7546847	0
BAZ2B	11.144453	1.35058271	7.1357738	4e-10	1.421e-08	13.9421237	0
SLC25A24	10.3325011	-1.78000177	-7.1344068	4e-10	1.426e-08	20.5618497	0
ZSCAN18	8.2373947	2.01590829	7.1330475	4e-10	1.432e-08	36.4022001	0
MGAT1	13.3431698	-1.51305888	-7.1225891	4e-10	1.496e-08	13.1799362	0
SLCO4A1.AS1	2.5802791	-3.40017117	-7.1202179	4e-10	1.509e-08	11.7621203	0
ARHGAP32	7.4183986	3.55187552	7.1183933	4e-10	1.515e-08	10.9168176	0
SDHAP3	6.2895038	1.94515903	7.1182018	4e-10	1.515e-08	10.2339885	0
NEAT1	12.232153	3.17862248	7.1149116	4e-10	1.531e-08	15.7802047	0
PRDX3	12.2438454	-1.20042622	-7.1148563	4e-10	1.531e-08	17.9195426	0
TOM1	11.1896346	-1.61420087	-7.1144643	4e-10	1.531e-08	18.7604376	0
NT5DC1	9.0473586	-1.55934151	-7.1117969	4e-10	1.545e-08	15.3661669	0
STIM2	8.3972495	2.16023323	7.1092309	5e-10	1.56e-08	10.8618302	0
CRTC1	7.1937331	2.41383432	7.106335	5e-10	1.576e-08	8.9065153	4e-10
ATP6V0E2.AS1	7.2279432	1.60672682	7.105751	5e-10	1.577e-08	30.8671682	0
LIPG	4.9498664	5.5361375	7.1019956	5e-10	1.6e-08	13.2185337	0
SLC35C1	9.0572024	-1.14337217	-7.0998493	5e-10	1.612e-08	15.7090392	0
GSKIP	9.3684716	-1.18658925	-7.095473	5e-10	1.64e-08	9.5747435	1e-10
ANOS1	7.4470927	4.21711564	7.0919843	5e-10	1.661e-08	28.8158625	0
INTU	6.1471099	2.44265915	7.0897688	5e-10	1.674e-08	24.6766474	0
GAS1	4.0831971	3.90134054	7.0873231	5e-10	1.688e-08	9.5440847	1e-10
PDCD10	10.1166411	-1.21578129	-7.0869622	5e-10	1.688e-08	11.7685221	0
SDC4	5.4859405	-4.0653617	-7.0864804	5e-10	1.688e-08	24.3888628	0
TPM3	13.2494337	-1.20813116	-7.0840529	5e-10	1.699e-08	14.4886921	0
CNIH2	3.4503866	2.71577967	7.0839761	5e-10	1.699e-08	14.3868035	0
LPIN2	11.4517307	1.52919245	7.0791592	5e-10	1.732e-08	19.139732	0
TXNDC9	9.6198436	-1.17482938	-7.0770433	5e-10	1.745e-08	9.880473	1e-10
HSD11B1	2.0036476	-3.48646513	-7.0763217	5e-10	1.747e-08	7.3664261	1.56e-08
TRAF3IP2.AS1	6.0694532	2.08563987	7.0755298	5e-10	1.749e-08	11.7277036	0
ABLIM3	6.6213714	-4.07378141	-7.0724634	5e-10	1.769e-08	21.4899863	0
TBC1D12	9.5560541	1.85647567	7.0683593	5e-10	1.798e-08	32.2634297	0
A2M.AS1	10.2110974	1.90880623	7.0557285	6e-10	1.897e-08	54.8462148	0
METRN	5.9048966	3.14041061	7.0533437	6e-10	1.913e-08	13.3506791	0
MEI1	5.3808154	-4.07883613	-7.0423985	6e-10	1.998e-08	16.0117363	0
CAMSAP2	8.7178858	1.78305955	7.0422138	6e-10	1.998e-08	27.7998848	0
FAM47E.STBD1	5.6601663	-4.02745861	-7.0421437	6e-10	1.998e-08	13.8664263	0
CLDN11	2.980688	2.38501997	7.0406291	6e-10	2.007e-08	35.5155543	0
PGAM1	10.0010295	-1.66646579	-7.0366257	6e-10	2.038e-08	18.6649025	0
VDR	6.7879735	-4.39796592	-7.0261075	7e-10	2.131e-08	28.4183087	0
PIEZO2	3.965285	4.21805985	7.0195261	7e-10	2.189e-08	11.7441141	0
SLC39A8	8.0439512	-2.99117639	-7.0184067	7e-10	2.195e-08	22.7273994	0
TIMP1	11.2847905	-2.55111305	-7.0126507	7e-10	2.247e-08	27.9773116	0
SUPT4H1	10.7970815	-1.09188085	-7.0102723	7e-10	2.266e-08	25.2482643	0
CRMP1	4.969333	4.56664556	7.0078593	7e-10	2.284e-08	15.2805543	0
TSPAN5	5.9062941	4.45374223	7.0076213	7e-10	2.284e-08	9.4741636	1e-10
ATP6V0D2	6.2760265	-3.47843454	-6.9989138	7e-10	2.368e-08	11.3571358	0
EGR1	9.143971	3.86797015	6.9984338	7e-10	2.368e-08	17.5625618	0
LINC01480	6.9222977	4.04236979	6.9949137	8e-10	2.401e-08	18.2830605	0
MSC	3.1872446	-4.37316589	-6.9925171	8e-10	2.421e-08	16.2994015	0
MRPL15	10.1852086	-1.23143796	-6.9921218	8e-10	2.421e-08	8.8718768	5e-10
ZNF91	9.0384378	1.59156943	6.9866905	8e-10	2.474e-08	26.1755995	0
MRNIP	11.1596747	-1.43651531	-6.9860401	8e-10	2.476e-08	16.4945818	0
PLEKHA4	4.7051212	2.8230565	6.9819955	8e-10	2.516e-08	19.9345217	0
EIF3I	11.357405	-1.02529041	-6.9780123	8e-10	2.555e-08	16.0242443	0
RBFOX3	3.7558882	3.6828083	6.9755578	8e-10	2.578e-08	8.8310736	5e-10
C1QTNF6	6.2354602	4.08068436	6.9733351	8e-10	2.596e-08	6.9552653	4.3e-08
STMN4	3.7953032	4.1095278	6.973105	8e-10	2.596e-08	16.5433503	0
KCNIP1	4.0301741	4.27854122	6.970876	8e-10	2.613e-08	13.6620118	0
RGS2	10.7816643	2.19769887	6.9706563	8e-10	2.613e-08	21.1487842	0
A2M	15.0423655	2.53376228	6.9679176	8e-10	2.64e-08	97.6030204	0
PTGIR	5.4008545	-4.87684654	-6.9673083	8e-10	2.642e-08	16.3942629	0
PSMA5	10.7063219	-1.1446573	-6.9663721	9e-10	2.647e-08	16.5269014	0
CELSR2	7.9774688	2.79642883	6.9632547	9e-10	2.679e-08	21.3959844	0
TSPO	11.3032092	-2.0400154	-6.9612252	9e-10	2.697e-08	44.4444948	0
SDHB	11.1269338	-1.27070649	-6.9598251	9e-10	2.709e-08	17.7858191	0
ITGB1BP1	9.9154002	-1.00274692	-6.9578764	9e-10	2.727e-08	25.5191722	0
VNN3	3.415971	-3.35203191	-6.9495621	9e-10	2.823e-08	30.5627549	0
PABPC1L	5.9926212	2.547961	6.9466556	9e-10	2.854e-08	27.8510048	0
CRIP1	5.9173456	-3.88063658	-6.9452248	9e-10	2.866e-08	37.8548512	0
SERPINB1	11.9690477	-1.78614114	-6.9433333	9e-10	2.885e-08	22.685313	0
RFX3	8.2577668	1.92189682	6.9419981	9e-10	2.896e-08	15.11438	0
HERC2P9	5.805252	1.98837218	6.9406442	1e-09	2.908e-08	28.548837	0
APCDD1	5.242234	4.3685191	6.9401368	1e-09	2.908e-08	11.9884871	0
PCSK6	5.2851625	-3.67993107	-6.9364255	1e-09	2.947e-08	19.8360058	0
FBLN2	5.9990197	5.31636183	6.9360525	1e-09	2.947e-08	7.8456173	4.9e-09
IL6ST	12.3215591	1.85046593	6.9358186	1e-09	2.947e-08	29.3496357	0
PRPF40B	9.0562837	2.49394238	6.9330059	1e-09	2.973e-08	28.7339798	0
ROBO3	6.2320521	4.06386815	6.9329841	1e-09	2.973e-08	15.1211496	0
SEPT7P2	7.4298575	1.96333162	6.9255103	1e-09	3.065e-08	8.6636352	7e-10
GAPDH	14.9531772	-1.54827457	-6.9252051	1e-09	3.065e-08	19.4957393	0
CAP1	14.1033867	-1.05756038	-6.922536	1e-09	3.095e-08	11.7069033	0
PBX1	5.4220687	4.62970608	6.919043	1e-09	3.132e-08	13.7958318	0
RHOA	14.1571333	-1.08106534	-6.9189664	1e-09	3.132e-08	20.612319	0
ZNF714	8.7058753	1.7933577	6.9159059	1.1e-09	3.168e-08	12.1912176	0
YIPF5	10.3974409	-0.99169626	-6.8990832	1.1e-09	3.405e-08	7.3694966	1.55e-08
CD68	14.8745716	-1.55845649	-6.8955064	1.2e-09	3.453e-08	13.0797964	0
MYO15B	8.825479	2.60441332	6.892677	1.2e-09	3.49e-08	29.1899086	0
PTER	8.8459333	-1.48863491	-6.891572	1.2e-09	3.5e-08	12.1570056	0
DUSP3	11.6850643	-1.55936548	-6.8887765	1.2e-09	3.537e-08	13.9466415	0
RAB13	8.4914625	-2.06510102	-6.8814784	1.2e-09	3.639e-08	38.093366	0
MMRN1	6.1148631	6.11745845	6.8814595	1.2e-09	3.639e-08	10.9299515	0
WFDC21P	4.793535	-3.90705593	-6.8800726	1.2e-09	3.654e-08	11.7070452	0
NEFL	4.2847603	5.01761155	6.8784937	1.3e-09	3.673e-08	9.6555426	1e-10
ZXDA	4.7615311	2.62478583	6.8754202	1.3e-09	3.716e-08	19.8895905	0
CACNA1A	5.0859159	3.86610552	6.8736067	1.3e-09	3.738e-08	10.9501124	0
TPM4	12.12294	-1.45825179	-6.861063	1.4e-09	3.943e-08	14.7656806	0
VDAC3	11.137764	-1.08286055	-6.8584154	1.4e-09	3.982e-08	16.110187	0
ZNF385C	6.2463684	2.02181459	6.8579526	1.4e-09	3.982e-08	13.1535531	0
POLE4	8.803246	-1.74705975	-6.8390455	1.5e-09	4.319e-08	27.2607242	0
TRPV2	10.8716017	-2.17349038	-6.8352397	1.5e-09	4.373e-08	16.7595403	0
C11orf95	6.6211337	3.42971444	6.8349979	1.5e-09	4.373e-08	11.5172094	0
TTC28	8.0198352	2.56667335	6.8349674	1.5e-09	4.373e-08	25.6653563	0
TXNL1	10.3697411	-1.04335217	-6.83193	1.5e-09	4.424e-08	10.0249475	0
SRPX2	3.9892929	-3.55750905	-6.8268496	1.6e-09	4.514e-08	21.3993606	0
SIGLEC11	7.7912576	3.34470685	6.8264948	1.6e-09	4.514e-08	33.7250335	0
C1orf162	10.1875277	-2.79579881	-6.8229741	1.6e-09	4.568e-08	32.3347947	0
SRGAP2.AS1	3.5791187	2.86147599	6.8229399	1.6e-09	4.568e-08	19.3312715	0
CTSB	17.0678748	-1.26595014	-6.8168064	1.6e-09	4.684e-08	54.4459312	0
ADGRL1	7.3951725	2.22644738	6.8044174	1.7e-09	4.937e-08	19.8847231	0
ADTRP	4.1227645	-4.66076784	-6.8035146	1.7e-09	4.947e-08	19.477171	0
EML1	7.0233863	4.61776183	6.7971447	1.8e-09	5.078e-08	26.5557238	0
EP400	9.8939593	2.03070268	6.7959636	1.8e-09	5.096e-08	11.7751355	0
DCLK1	3.6925847	4.38873138	6.7909632	1.8e-09	5.199e-08	11.4352846	0
GNAI3	11.947757	-1.04915132	-6.7890066	1.9e-09	5.235e-08	7.9216882	4.1e-09
CCL1	2.5745046	-3.21530538	-6.7806746	1.9e-09	5.419e-08	26.0979822	0
MMP11	4.7201401	3.09341712	6.7802351	1.9e-09	5.42e-08	18.3481005	0
SEPHS2	11.3494468	-1.15739171	-6.7778807	1.9e-09	5.467e-08	14.4152251	0
NPIPB5	6.2326736	2.63502928	6.7764527	2e-09	5.491e-08	10.9631596	0
CASP5	6.9460556	-3.17092443	-6.7742034	2e-09	5.536e-08	11.3784511	0
KLHL23	5.6660647	2.63656549	6.7726782	2e-09	5.563e-08	20.1622213	0
PYHIN1	4.124078	-3.76083501	-6.7680119	2e-09	5.659e-08	20.7864357	0
EIF4EBP1	10.4596728	-1.52357458	-6.7679483	2e-09	5.659e-08	18.5661962	0
EXD3	8.1021084	2.51960404	6.7669154	2e-09	5.675e-08	8.4573998	1.2e-09
MRPS35	10.2205763	-0.9860914	-6.7663553	2.1e-09	5.679e-08	11.4224295	0
NARS	12.4774771	-0.95529421	-6.7643078	2.1e-09	5.72e-08	8.5807706	9e-10
SOX9	4.1151859	4.26308367	6.75973	2.1e-09	5.826e-08	12.9061545	0
MCOLN3	3.1479282	-3.68769453	-6.7549734	2.2e-09	5.938e-08	14.7062666	0
THY1	4.1793351	4.05375158	6.7483631	2.2e-09	6.101e-08	8.6261168	8e-10
MN1	4.9930741	3.37482299	6.7431256	2.3e-09	6.223e-08	13.2032279	0
LINC01857	3.0613104	-3.59706059	-6.7430463	2.3e-09	6.223e-08	12.927722	0
TTC3P1	6.492817	1.90243649	6.7422538	2.3e-09	6.234e-08	25.5665467	0
CIITA	10.4127254	2.96128766	6.7418047	2.3e-09	6.235e-08	11.133773	0
ATP6V1G2	6.0792437	2.29572863	6.740315	2.3e-09	6.265e-08	26.8504921	0
MMP19	9.0315127	-2.17858463	-6.7334504	2.4e-09	6.445e-08	17.1355579	0
CTSH	13.4676633	-1.34046166	-6.7279194	2.4e-09	6.592e-08	13.795446	0
RAB10	12.6033532	-1.07192374	-6.7239209	2.5e-09	6.696e-08	6.2385447	2.648e-07
EIF4A2	11.8656588	1.0025645	6.7217047	2.5e-09	6.75e-08	13.8322368	0
RBBP6	10.3257666	1.10596216	6.718537	2.5e-09	6.826e-08	12.0088734	0
MAP6	3.0675678	3.62460844	6.7183516	2.5e-09	6.826e-08	14.49174	0
OAT	10.9428407	-1.5246132	-6.7161159	2.6e-09	6.881e-08	9.0707567	3e-10
PILRA	11.6961114	-1.74006083	-6.7148537	2.6e-09	6.908e-08	17.4772809	0
MPDZ	6.2622257	4.64843941	6.70978	2.6e-09	7.05e-08	8.06493	2.9e-09
ZNF853	4.7746433	4.47059372	6.7066326	2.7e-09	7.136e-08	14.5204396	0
EHD1	10.3921541	-2.31167592	-6.7042179	2.7e-09	7.199e-08	30.6743766	0
FAM32A	11.3025841	-1.07261496	-6.6946368	2.8e-09	7.494e-08	26.7309545	0
NBN	10.3450169	-1.22545778	-6.6925814	2.8e-09	7.549e-08	10.9170278	0
EMILIN2	9.3916717	-2.79236874	-6.6836727	2.9e-09	7.832e-08	34.5350291	0
ADAMTSL2	5.9044036	5.3376793	6.6833799	2.9e-09	7.832e-08	20.6002533	0
NADK	11.1332862	-1.63023711	-6.680015	3e-09	7.935e-08	28.4301493	0
APLP1	4.7316498	4.35625293	6.6773858	3e-09	8.013e-08	15.5682657	0
NCK1	10.3763563	-1.17585988	-6.6708269	3.1e-09	8.224e-08	17.6319775	0
SPECC1	10.5984607	1.45732276	6.6706602	3.1e-09	8.224e-08	13.9709136	0
BID	11.6060461	-1.13860123	-6.6699287	3.1e-09	8.236e-08	14.8203379	0
VRK2	9.2460463	-1.56604484	-6.6661884	3.2e-09	8.358e-08	9.0952851	3e-10
RAB7A	13.1785167	-1.05466318	-6.6651608	3.2e-09	8.381e-08	15.7912303	0
MMEL1	6.1718338	-2.22911939	-6.6635392	3.2e-09	8.427e-08	17.9820697	0
WNT5B	6.5997526	4.49676108	6.6629	3.2e-09	8.436e-08	7.5577789	9.8e-09
PFN1	14.3588809	-1.4550354	-6.6575047	3.3e-09	8.623e-08	23.1230634	0
FRMD4A	10.681614	2.12668209	6.6562436	3.3e-09	8.656e-08	36.4663792	0
SPNS3	8.0649126	3.48167689	6.6557063	3.3e-09	8.662e-08	24.523502	0
PAPSS2	7.7580693	-3.52325769	-6.6548842	3.3e-09	8.679e-08	12.1000239	0
RAMP2.AS1	3.7172973	3.08648946	6.6535212	3.4e-09	8.715e-08	12.7549606	0
C3orf67	2.0836444	-2.2691734	-6.653054	3.4e-09	8.715e-08	12.3067174	0
SEMA6A.AS1	4.2806518	2.84320468	6.6527908	3.4e-09	8.715e-08	10.0397795	0
CAHM	5.3675797	2.85641496	6.6499172	3.4e-09	8.811e-08	6.7048959	8.05e-08
CTNNA2	3.6588335	4.48547639	6.6466082	3.5e-09	8.924e-08	12.0559495	0
PLXDC1	6.583584	4.5914043	6.6449444	3.5e-09	8.974e-08	20.6495807	0
DYSF	7.1642582	-4.95881692	-6.6432806	3.5e-09	9.025e-08	29.1813172	0
OLMALINC	6.2244545	2.99778668	6.6341386	3.7e-09	9.377e-08	14.8043603	0
CTTNBP2	9.2730585	2.90203135	6.6322877	3.7e-09	9.437e-08	36.7585852	0
PCMT1	11.1868825	-1.09626342	-6.6292205	3.7e-09	9.549e-08	25.1489469	0
CEACAM3	4.4354937	-3.74617132	-6.627096	3.8e-09	9.622e-08	35.5584043	0
VPS33A	10.3889141	-1.09144067	-6.6254308	3.8e-09	9.676e-08	8.522108	1e-09
RNF103.CHMP3	10.535542	-0.89131423	-6.6160346	4e-09	1.0064e-07	14.6545409	0
NEFM	3.7833714	4.23107125	6.6155428	4e-09	1.0069e-07	10.1722119	0
ZNF740	10.4850764	1.84427827	6.6104359	4.1e-09	1.0279e-07	17.8436271	0
EFR3B	4.9898622	3.98354971	6.6098692	4.1e-09	1.0288e-07	12.9980048	0
KCNE1	3.6686414	-3.24458593	-6.6059183	4.1e-09	1.045e-07	28.2847606	0
GPM6A	4.827068	4.63731256	6.6023261	4.2e-09	1.0597e-07	14.7502339	0
HCAR3	4.1998645	-4.47973988	-6.6015831	4.2e-09	1.0615e-07	14.1024404	0
IL32	3.9729751	-3.64235257	-6.5946614	4.3e-09	1.0922e-07	27.1377119	0
LPAR1	8.8700654	3.33094444	6.5888998	4.4e-09	1.1181e-07	14.7945868	0
CYTH3	9.4190116	1.96001878	6.5869537	4.5e-09	1.1255e-07	25.7291638	0
STEAP3	7.1561147	-3.95715761	-6.5866663	4.5e-09	1.1255e-07	25.0372722	0
GSTO1	11.5067467	-1.72729315	-6.5856262	4.5e-09	1.1288e-07	23.1594158	0
TMEM98	3.6446315	2.93208917	6.5829628	4.6e-09	1.1401e-07	14.86616	0
STON2	7.9977575	3.7984837	6.5703304	4.8e-09	1.2026e-07	9.1274208	3e-10
ELAVL4	6.7731994	2.42654812	6.5694527	4.8e-09	1.2053e-07	46.1678908	0
KCNE1B	2.1021124	-2.84100964	-6.5683611	4.9e-09	1.2091e-07	15.3202896	0
SLC35F1	2.9205637	3.48078118	6.5653052	4.9e-09	1.2227e-07	15.0527128	0
HS3ST2	4.9273207	-3.56344155	-6.564709	4.9e-09	1.2227e-07	20.4513247	0
CNTNAP2	5.6178609	4.49504686	6.5646969	4.9e-09	1.2227e-07	16.5025106	0
ARMT1	10.0736028	-1.85991792	-6.5643462	4.9e-09	1.2227e-07	14.3090867	0
FABP7	4.0335064	3.60396601	6.5619681	5e-09	1.2334e-07	19.2339415	0
LUC7L3	11.4214451	1.48825225	6.5610716	5e-09	1.2363e-07	9.0066482	3e-10
NCEH1	10.4175904	-2.23368824	-6.5594997	5.1e-09	1.2429e-07	18.4984754	0
LINC01736	5.4121309	3.26862601	6.5546434	5.2e-09	1.2674e-07	30.2852849	0
SVOP	3.824495	3.60523958	6.5538685	5.2e-09	1.2697e-07	11.6728313	0
BIN1	12.0254787	1.98901668	6.5465856	5.3e-09	1.3085e-07	45.8683145	0
CNIH4	9.8279324	-1.42881913	-6.5442844	5.4e-09	1.3195e-07	25.3824894	0
MVP	11.7876307	-1.54341703	-6.541471	5.5e-09	1.3337e-07	17.506151	0
SGK494	5.7867324	2.93902417	6.5339456	5.6e-09	1.3759e-07	10.6177248	0
CD38	6.2013303	-4.55290288	-6.5298037	5.8e-09	1.3987e-07	26.3113096	0
SNX17	12.2312202	-0.92732897	-6.5253811	5.9e-09	1.4236e-07	22.626052	0
LSAMP	3.5316198	3.95160044	6.5247417	5.9e-09	1.4253e-07	9.6589116	1e-10
TRDMT1	7.0674446	-1.85778139	-6.5195959	6e-09	1.4553e-07	20.3557034	0
ATP6V1B2	13.9444051	-1.2932391	-6.5178568	6.1e-09	1.4641e-07	8.8826548	5e-10
LINC00472	4.0124843	3.4153184	6.5084362	6.3e-09	1.5227e-07	13.3477227	0
MAGI1	6.0197269	2.83231671	6.508098	6.3e-09	1.5227e-07	22.4425847	0
ANXA7	11.7507965	-1.0754686	-6.5061591	6.4e-09	1.5332e-07	9.0340236	3e-10
COL18A1	8.1719904	3.43218865	6.5031863	6.5e-09	1.5507e-07	6.3114294	2.195e-07
PTN	4.1946219	4.60842218	6.5019768	6.5e-09	1.5565e-07	11.6333387	0
