pathway	pval	padj	ES	NES	nMoreExtreme	size	leadingEdge
GO_CIRCULATORY_SYSTEM_PROCESS	0.0220661985957874	0.187534030663419	0.369906889939079	1.257238124242	21	368	SEMA3A STK39 CAV1 CACNA2D1 HTR1B P2RY1 GJC1 PPARG ABR EPHX2 TMEM65 ASPH AOPEP DDAH1 THRB NCALD ARHGAP42 CXCL12 SLC8A1 ADRA1D COL4A3 HEG1 ITPR2 F2R CD38 ATP2B4 CACNB2 VEGFC FLNA ROCK2 KCNIP1 NEDD4L MAP2K6 ATP6AP2 DOCK4 F2RL1 NOX4 ADCY6 DLG1 C3AR1 TNNC1 NAV2 SGK1 SMAD5 ANK2 MECP2 HMGCR PDE5A WWTR1 NR2F2 ACE DNM1L ATP2B1 CCN2 CALM1 SGCD PDE4D APLN ZMPSTE24 GCH1 PTPRM NUP155 AHCYL1 GCLC CD34 AR RAP1GDS1 KCNE3 DMPK TGFB2 THRA TRPC1 SNTA1 ERAP1
GO_RESPONSE_TO_COCAINE	0.0186915887850467	0.171955609666372	0.578587085944082	1.53022780551818	13	31	PTK2B HTR1B ADGRL3 PPP1R1B UBE3A HNMT TIAM1 HDAC2 HOMER1 HSPA5 RGS4
GO_CELL_CHEMOTAXIS	0.00102669404517454	0.0574801489705572	0.535003638669282	1.76980332938228	0	182	ANXA1 CCL2 SMOC2 STK39 SYK THBS1 IL1RN RIPOR2 PADI2 PTK2B HOXB9 NOTCH1 WNT5A VCAM1 FLT1 LOX ACKR3 MMP28 CXCL12 SLC12A2 ADAM10 FGFR1 CSF1 CCN3 FGF2 C10orf99 MPP1 MET VEGFC LGALS3 FGF1 S100A14 PLA2G7 MOSPD2 ABCC1 DOCK4 F2RL1 S1PR1 LYST C3AR1 MAPK3 ANO6 LPAR1 TNFRSF11A TIAM1 ADAM8 PDE4D NCKAP1L GREM1
GO_DNA_TEMPLATED_TRANSCRIPTION_TERMINATION	0.00746268656716418	0.109825684172839	-0.444843449968772	-1.71443400598163	0	70	GTF2H4 POLR1C ZNRD1 SNRPF GTF2H3 ERCC3 SNRPG PRMT5 WDR33 CPSF4 PABPN1 GTF2H5 POLR2H SNRPD3 TBP CSTF1 SNRPB POLR1A MED18 CLP1 PAPOLA POLR1B NCBP1 ERCC2 POLR2L SYMPK ZNF473 POLR2E POLR2A TAF1C LSM10 SSU72 SCAF8 CPSF1 TTF1 POLR2F CPSF3 POLR1E CSTF2T POLR2K SLBP CPSF7 CSTF3 MNAT1 MAZ
GO_POSITIVE_REGULATION_OF_CATION_CHANNEL_ACTIVITY	0.0180505415162455	0.169588190408546	0.525855065099497	1.52425670203863	14	51	CCL2 CACNA2D1 ANK3 STAC PLCG2 CACNB2 STIM2 ANK2 CALM1 AKAP6 ATPSCKMT KCNE3 PKD2
GO_REGULATION_OF_PODOSOME_ASSEMBLY	0.014792899408284	0.152368416150804	0.703745233898867	1.60352867565901	9	14	MSN MAPK9 GSN ASAP1
GO_REGULATION_OF_ORGANIC_ACID_TRANSPORT	0.00757575757575758	0.110676143743686	0.563199936880488	1.56165977925154	5	39	CCK STK39 SYK THBS1 ERFE AKT2 P2RX7 MAP2K6
GO_HEART_TRABECULA_MORPHOGENESIS	0.00803212851405622	0.112956122484206	0.628924820797894	1.61413328781555	5	26	ADGRG6 NOTCH1 HEG1 NRG1 S1PR1 TGFBR1 RBPJ FHL2 TGFB2 MED1 NKX2-5 SOS1 ENG HEY1
GO_RESPIRATORY_CHAIN_COMPLEX_IV_ASSEMBLY	0.0338983050847458	0.229955606573507	-0.489613669319809	-1.48138166944257	9	21	PET100 OXA1L COA8 COA4 BCS1L COX14
GO_POSITIVE_REGULATION_OF_CELL_FATE_COMMITMENT	0.0387323943661972	0.247524207746479	0.845401735142564	1.49915966365129	21	5	FGF2 RBPJ IL23A
GO_PROSTATE_GLAND_MORPHOGENESIS	0.00280504908835905	0.0773437130655404	0.713635339294627	1.78143823561941	1	22	NOTCH1 WNT5A SULF1 ID4 SOX9 FGF10 TNC RXRA AR FEM1B FOXA1
GO_NEGATIVE_REGULATION_OF_AXON_EXTENSION	0.00883838383838384	0.120094590744719	0.560093888508791	1.55304722357308	6	39	SEMA3A WNT5A SEMA3C MAP2 NTN1 SEMA3B RTN4 RYK PLXNA3
GO_REGULATION_OF_STRESS_ACTIVATED_PROTEIN_KINASE_SIGNALING_CASCADE	0.00306748466257669	0.0776934685564127	0.45584981319705	1.51150553966712	2	189	WNT7B XDH MDFIC PTPN22 SEMA3A SYK IL1RN PTK2B WNT5A FZD4 SASH1 STK3 PLCB1 ROR2 CYLD RAP2A FLT4 PAK1 MAP2K1 MAP3K20 MINK1 MAGI3 ZMYND11 F2RL1 RIPK1 RNF13 RB1CC1 DLG1 MAPK3 HMGCR RIPK2 SPAG9 FKTN APP TPD52L1 TAOK1 CCN2 TNFRSF11A TIAM1 MAP3K21 MFHAS1 ZMPSTE24 PHLPP1 MAP2K4 FZD7 HIPK3 NCOR1 ZNF622 TGFB2 AIDA PAFAH1B1 MAP4K4 MID1 DUSP10 MAPK1 BMP2 MYC ERN1 ZEB2 PDCD4
GO_REGULATION_OF_HISTONE_DEACETYLATION	0.0072992700729927	0.109255131768968	-0.538972838554727	-1.67101738550571	1	23	ZNHIT1 TADA3 VEGFA TP53 AKAP8L BCL6 SPHK2 ZBTB7B PINK1 PRKD2 KDM5A AKAP8
GO_INTERMEDIATE_FILAMENT_ORGANIZATION	0.0466472303206997	0.269767292731133	0.623709075181495	1.49143088004482	31	18	PKP1 VIM KRT20 MTM1 NEFL AGFG1
GO_POSITIVE_REGULATION_OF_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	0.00122399020807834	0.0574801489705572	0.625267352225762	1.77976302557245	0	45	LOXL2 PDPN DAB2 NOTCH1 JAG1 OLFM1 COL1A1 CTNNB1 TGFBR1 ACVR1 WWTR1 TIAM1
GO_RESPONSE_TO_STEROID_HORMONE	0.0313765182186235	0.221896183597989	0.372891407031636	1.25878669879073	30	309	SPARC ANXA1 WNT7B THBS1 IL1RN DAB2 PADI2 CAV1 NOTCH1 ACSBG1 PMEPA1 HTR1B AREG CCND1 LOX PPARG THRB ALDH3A1 ANXA3 CD38 ABCA2 SRD5A1 NRIP1 PAK1 PAM RPS6KB1 NEDD4 CASP3 TSPO UBE3A COL1A1 CTNNB1 BCL2 PDX1 ABHD2 HNMT CBFB UFL1 NR2F2 TFPI RARB SDC1 CLDN1 ATP2B1 RBFOX2 CCN2 ZFP36L2 CLOCK AGL FHL2 NR3C2 GPAM FAM107A SIRT1 RXRA NCOR1 TRIP4 SPP1 AR RB1 CFLAR TGFB2 PLPP1 RBBP7 THRA LATS1 UBA5 NEFL FOXA1 DDX5 STRN3 KANK2 PAQR7
GO_CARDIAC_CHAMBER_MORPHOGENESIS	0.028169014084507	0.209316458935292	0.430660568312742	1.37751520612824	25	107	ADGRG6 NOTCH1 WNT5A SEMA3C JAG1 COL11A1 HEG1 CPE NRG1 TBX3 FZD2 SHOX2 GRHL2 HIF1A MEF2C TGFBR1 TNNC1 ACVR1 RARB RBPJ FHL2 FZD1 RXRA SOX11 TGFB2 NRP1 MKS1 MED1 TGFBR2 NKX2-5 SOS1 SMARCD3 ROBO1 NOTCH2 SAV1 NRP2 ENG
GO_RESPONSE_TO_PEPTIDE	0.0180541624874624	0.169588190408546	0.367821175137636	1.25309460010519	17	416	SPARC ANXA1 PTPN22 IGFBP5 CAV1 FBN1 NOTCH1 CACNA2D1 JAG1 VCAM1 EREG BACE1 PDE3B AREG ERFE PPARG APPL2 AKT2 SESN3 ENPP1 CXCL12 BAIAP2L1 GHR EEF2K MYO5A VIM ADCY7 UPRT ADCY3 MAP1B PTEN CAV2 PRKAR2B PTK2 CPEB2 SRD5A1 PAK1 BRIP1 IRS1 C1QTNF12 PNPT1 RPS6KB1 ADCY9 ROCK2 PIK3R1 ABCC1 ERBIN COL1A1 ADCY6 PRKDC SOGA1 CAT ATP6V0A1 ATP6V1H MYO1C RAB10 APOBEC1 PTPRN GKAP1 RIPK2 ATP6AP1 PRKCB INSIG2 APP ATP2B1 CCN2 LEPROT PRKAR2A PID1 PRKACB DNM1 IDE GRB14 FER QDPR PRNP PRKCI SIRT1 TNFAIP3 KLF10 AHCYL1 GCLC ATP6V1A PHEX MT-CYB CFLAR STXBP4 EPM2AIP1 LPIN1 SP1 GDF15 RHOQ NEFL GSK3B GCNT1 CRK DENND4C ATP6V1C1 SYAP1 RAP1B
GO_POSITIVE_REGULATION_OF_CELLULAR_PROTEIN_CATABOLIC_PROCESS	0.00317796610169492	0.0785766127310763	0.456032441962117	1.48719132671062	2	130	IL33 CTSC DAB2 PTK2B CAV1 RNF144B MSN MAPK9 FMR1 UBQLN2 ABCA2 PTEN PTK2 LRRK2 RNF139 AMER1 CEBPA RNFT1 NUPR1 RNF128 PTTG1IP TMTC3 ANKIB1 PLK2 COP1 ZYG11B TNFAIP3 ARIH1 GCLC HSP90AA1 PSMD10 VPS35 RNF217 UBQLN1 GSK3B
GO_REGULATION_OF_LEUKOCYTE_APOPTOTIC_PROCESS	0.0237529691211401	0.193711018441101	0.495387626048641	1.46639796164994	19	58	ANXA1 WNT5A KITLG CXCL12 RIPK3 PTEN P2RX7 LGALS3 HIF1A PIK3CB TSC22D3 MEF2C ADAM8 GPAM SIRT1 SLC7A11
GO_REGULATION_OF_COAGULATION	0.0058343057176196	0.100826663598863	0.523530265716688	1.56509269709217	4	62	PDPN SYK THBS1 PLAU CAV1 UBASH3B F2R PRKCA C1QTNF1 PROS1 F2RL1 PDGFA ANO6 TFPI ANXA2 FOXA2
GO_MEMBRANE_BIOGENESIS	0.0373831775700935	0.24285458042888	0.552204381539115	1.46045170984302	27	31	CAV1 ANK3 TLCD2 PTEN CAV2 PACSIN2 SPTBN1 STX2 SERINC1 ANXA2
GO_FORMATION_OF_PRIMARY_GERM_LAYER	0.00553097345132743	0.098792270531401	0.495838357996273	1.5527824598741	4	90	COL5A1 INHBA ITGB4 COL4A2 WNT5A SOX2 COL12A1 FGFR1 COL11A1 EYA2 MMP15 ITGB1 EYA1 CTNNB1 ITGAV ACVR1 ITGA5 WLS FZD7 COL6A1 SCX SETD2 CDC73 NF2
GO_ENERGY_RESERVE_METABOLIC_PROCESS	0.0196078431372549	0.176416671159756	0.487845184367902	1.48345256348245	16	68	LEPR PGM2L1 AKT2 ENPP1 PHKA2 PHKA1 GBE1 IRS1 GFPT2 RB1CC1 PGM1 UGP2 CALM1 AGL DYRK2 PID1 PHKB EPM2AIP1 PPP1CB GSK3B MYC PYGB
GO_REGULATION_OF_DENDRITIC_CELL_DIFFERENTIATION	0.0404929577464789	0.251409786995216	0.844817148894658	1.49812301079579	22	5	TMEM176B TMEM176A
GO_EPITHELIAL_CELL_DEVELOPMENT	0.0196280991735537	0.176437199164472	0.41459735212147	1.36960052516633	18	173	WNT7B RIPOR2 NOTCH1 WNT5A JAG1 ADAMTSL4 MSN TMEM79 VIM FGFR1 HEG1 VSIG1 C1GALT1 MET MYO1E GRHL2 HIF1A FLNA ROCK2 S1PR2 SOX9 ATRX YIPF6 PALLD COL18A1 CDK6 F2RL1 RAP2C CTNNB1 RAP1A ONECUT2 RARB SDC1 CLDN1 SLC4A7 CLOCK PDE4D SIPA1L3 IFT74 AR MYO7A ARID4B PAFAH1B1 PAX6 FEM1B GSK3B ST14 INSM1 FOXA1 RAP1B PROX2 EXPH5 FASN WHRN CLIC4 RAB25 FLNB B4GALT1 FRMD6 DACT2 NOTCH2 PTPRS ENG
GO_PHOTOPERIODISM	0.0135593220338983	0.146101322815308	-0.521532092012979	-1.57795447624527	3	21	ID2 NR2F6 PER1 TP53 CRY1 PPP1CC PPP1CA RBM4B
GO_REGULATION_OF_MONOOXYGENASE_ACTIVITY	0.025703794369645	0.201124644280023	0.515572310092168	1.46752670076992	20	45	PTK2B CAV1 DDAH1 ATP2B4 HIF1A CALM1 GCH1 NOSTRIN LYPLA1 HSP90AA1 NUS1 ZDHHC21
GO_SENSORY_PERCEPTION_OF_MECHANICAL_STIMULUS	0.0235546038543897	0.193228346456693	0.429832244694904	1.39018666899755	21	121	PIEZO2 RIPOR2 BACE1 FZD4 PGAP1 THRB CXCL12 COL4A3 FGFR1 COL11A1 SIX1 MYO6 GSDME EYA1 CASP3 COL1A1 ATP8B1 NAV2 PAX3 SNAI2 OTOF CEMIP
GO_TOLL_LIKE_RECEPTOR_9_SIGNALING_PATHWAY	0.0201729106628242	0.178290474787389	0.647923326654949	1.57335395651913	13	19	HAVCR2 RTN4 RAB7B IRAK1 EPG5 PIK3C3 RSAD2 UNC93B1 GRAMD4 PTPRS
GO_EMBRYONIC_DIGIT_MORPHOGENESIS	0.0276774969915764	0.208456819254365	0.508038545696219	1.47757605846197	22	52	NOTCH1 WNT5A FZD6 ROR2 TBX3 CPLANE1 GRHL2 MAP3K20 IMPAD1 LNPK CTNNB1 TBC1D32 CHST11 FLVCR1 LMBR1 MSX1 TRAF3IP1 HDAC2 MKS1
GO_REGULATION_OF_PHOSPHOLIPASE_C_ACTIVITY	0.00664010624169987	0.106155183824961	0.614618142194489	1.61039618528588	4	29	FLT1 FGFR1 FGF2 BDNF ARHGAP6 LPAR1
GO_REGULATION_OF_DEVELOPMENTAL_GROWTH	0.00915564598168871	0.12043285156921	0.402619875033972	1.34888273987186	8	267	PLXNA4 SEMA3A NGF NOTCH1 WNT5A SEMA3C MAP2 NTN1 ULK2 SEMA3B CXCL12 GHR PLS1 EPHA7 FGFR1 RTN4 CSF1 STK3 PLCB1 FGF2 MAP1B SIX1 PTEN PTK2 SH3PXD2B PAK1 BDNF RPS6KB1 OLFM1 NEDD4L WWC2 RYK PLXNA3 RIPK1 MACF1 MEF2C PRKDC BCL2 TGFBR1 PLAA MTM1 NRCAM SERP1 RBPJ ATRN APP WWC1 CDKL5 SEMA6D ZMPSTE24 ITSN2 GPAM AKAP6 RIMS2 L1CAM FLVCR1 SPP1 AR RAB21 LATS1 PAFAH1B1 GDF15 SEMA3E GOLGA4 NRP1 GSK3B DUSP10 MAPK1 GAMT JARID2 CREB1 TTL LRP1 TGFBR2 NRK NKX2-5
GO_REGULATION_OF_SYNAPTIC_TRANSMISSION_GLUTAMATERGIC	0.0250312891113892	0.197991244091375	0.517333085754609	1.45935237500176	19	44	CCL2 PTK2B HTR1B OPHN1 ROR2 LRRK2 MEF2C ATAD1 GLUL CDH2 HOMER1 SERPINE2 UNC13A SHANK2 ADCYAP1 ATP1A2
GO_DETECTION_OF_MECHANICAL_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION	0.00571428571428571	0.0998068124046772	0.699737354584207	1.71907786157985	3	20	PIEZO2 BACE1 CXCL12 COL11A1 CACNB3 WHRN SERPINE2 TRPA1 ADGRV1
GO_POSITIVE_REGULATION_OF_LIPID_KINASE_ACTIVITY	0.0147651006711409	0.152368416150804	0.585541572327195	1.51784598206877	10	28	PTK2B FLT1 FGF2 PTK2 IRS1
GO_RESPONSE_TO_CORTICOSTEROID	0.00107181136120043	0.0574801489705572	0.473195631930961	1.53304326113642	0	124	SPARC ANXA1 WNT7B IL1RN NOTCH1 ACSBG1 HTR1B AREG CCND1 ALDH3A1 ANXA3 SRD5A1 PAM RPS6KB1 CASP3 COL1A1 BCL2 PDX1 HNMT SDC1 CLDN1 ATP2B1 CCN2 ZFP36L2 AGL
GO_CELL_PROJECTION_ASSEMBLY	0.00701402805611223	0.109255131768968	0.376894481428292	1.28940718626093	6	486	DPYSL3 RIPOR2 CAV1 GAP43 NOTCH1 RAP1GAP MYO10 NTN1 MYLK CARMIL1 DOCK11 OPHN1 FGD3 KCTD17 OCRL CDC42EP5 PMP22 SEPTIN6 VCL PARVB CYLD FMR1 RAP2A ACTR2 CPLANE1 TUBA1A PRKAR2B GSN RHOU CDC14C HAUS7 VSTM5 P2RX7 CCDC88A RHOJ TUBA4A FLNA ASAP1 FAM92A ITGB1 FGD1 S1PR2 EMP1 TWF1 CEP164 F2RL1 S1PR1 CDC42EP1 RALA TGFBR1 GOLPH3 DYNC2H1 TBC1D32 NINL NCKAP1 PDGFA ATP8B1 SPATA6 ATP7A ANO6 LPAR1 TTC21B WWTR1 ONECUT2 EXOC5 CDKL5 PLD1 CEP78 DYNLL2 MAP4 MYH10 ITGA6 FNBP1L COBL SEPTIN9 HAUS3 CDC42EP2 NCKAP1L SNAP29 HAUS6 PCM1 SEPTIN7 FER PALM CEP250 TNPO1 IFT74 ANLN HSP90AA1 PKHD1 RO60 ATXN10 SSX2IP IFT88 CEP162 GAS8 PAFAH1B1 NUDCD3 ATG3 RHOQ PCNT CFAP410 NRP1 CEP63 KIF3C ARL13B ARHGAP44 HAUS2 CSNK1D ICK TRAF3IP1 TRIP11 FBF1 GORAB KIFAP3 ACTR3 EVL ATG5 MKS1 KIF3B OFD1 NEDD1 APC TXNDC15 FHDC1 TACSTD2 UBE2B WDR11 FAM98A BBS5 RPGRIP1L PLEK2 WDR34 WDR60 IFT20 IFT27 BBS7 CDC42 BBS9
GO_PROTEIN_MATURATION	0.0153217568947906	0.155689914414957	0.404846190277069	1.34146571539772	14	206	THBS1 PLAU NGF MYH9 ASPH AOPEP CCBE1 ADAM10 PRDX4 CPD PERP GAS1 CPE TYSND1 LRRK2 GSN RNF139 XIAP P2RX7 CTSH ATP6AP2 CAST LDLRAD3 CASP3 DYNC2H1 NAA50 ERO1A BIRC3 TSPAN17 NAA15 MMP16 SNX12 RIPK2 DISP1 TSPAN5 ACE SEC11C PGK1 ANXA2 GLG1 ADAM8 TASP1 ZMPSTE24 PRKACB SNAPIN XPNPEP3 PRNP NAA10 BIRC2
GO_ANAPHASE_PROMOTING_COMPLEX_DEPENDENT_CATABOLIC_PROCESS	0.00775193798449612	0.11124711002312	-0.434318384581414	-1.66387547349187	0	69	PSME1 PSMB10 PSMD8 UBE2C PSMB8 PSMB5 AURKA PSMA7 ANAPC7 CDK1 CDC20 PSMB1 BUB3 UBE2S UBB PSMB2 CDK2 FZR1 PSMB6 PSMC3 MAD2L1 ANAPC16 PSMD5 ANAPC5 PSMB4 PSMA6 PLK1 PSMB7 PSMD4
GO_LOOP_OF_HENLE_DEVELOPMENT	0.0188976377952756	0.172718075045089	0.804365529399238	1.60935191836298	11	8	WNT7B JAG1 IRX2 IRX1 PKD2 PKD1
GO_KERATINOCYTE_PROLIFERATION	0.0303030303030303	0.216173361522199	0.529232363665219	1.46747334666264	23	39	EREG CD109 AREG HAS2 FGF10 EFNB2 CASK FST SNAI2
GO_MACROPHAGE_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	0.0326594090202177	0.226489725688745	0.732888495498069	1.54305886965869	20	10	IL33 HAVCR2 SYK DYSF
GO_MALE_GENITALIA_DEVELOPMENT	0.0490620490620491	0.276401931659791	0.643365190365694	1.49005949057576	33	15	LGR4 ROR2 TBX3 SRD5A1 FGF10 CTNNB1 AR
GO_BRANCH_ELONGATION_OF_AN_EPITHELIUM	0.0332850940665702	0.227367072621749	0.663652866555613	1.55783423481696	22	16	WNT5A AREG SIX1 RDH10 FGF1 SOX9 FGF10 TNC
GO_EMBRYONIC_SKELETAL_SYSTEM_DEVELOPMENT	0.0109409190371991	0.131198055893074	0.471804723505336	1.50135200778085	9	102	HOXB9 WNT5A SULF1 PRRX1 COL11A1 SATB2 HOXB7 DLX2 SIX1 EXT1 DLX1 RDH10 SHOX2 GRHL2 EYA1 RUNX2 COL1A1 MEF2C CTNNB1 TGFBR1 DLG1 XYLT1 MMP16 CHST11 PBX1 HSD17B7 SOX11 FLVCR1 SCX MED12 MTHFD1L HOXB5 SETD2 HOXD9
GO_REGULATION_OF_CELL_MORPHOGENESIS_INVOLVED_IN_DIFFERENTIATION	0.00101936799184506	0.0574801489705572	0.444350000734099	1.48804701235161	0	264	PDPN PLXNA4 SEMA3A PAK3 SDC2 NGF WNT5A SEMA3C MAP2 NTN1 ULK2 MAP6 HAS2 CARMIL1 SEMA3B CXCL12 ADAM10 KALRN EPHA7 EEF2K RTN4 NIN RAP2A PLXNA2 ACTR2 VAMP7 MAP1B PTEN PTK2 LRRK2 UST PAK1 SHOX2 MAP2K1 BDNF TUBB2B OLFM1 FLNA NEDD4L NEDD4 RYK PLXNA3 UBE3A MACF1 DHX36 SIPA1L1 XK NRCAM LRP8 CDKL5 DNM1L ARHGDIA SEMA6D TIAM1 PLXND1 CAMK2B NGEF L1CAM SPP1 RAB21 CDH2 PAFAH1B1 SEMA3E GOLGA4 NRP1 NEFL GSK3B CRK ARHGAP44 OBSL1 ZEB2 ANKRD27
GO_ALPHA_AMINO_ACID_METABOLIC_PROCESS	0.00623700623700624	0.102079866888519	0.438319600228403	1.44367113080109	5	151	ASRGL1 PLOD2 OAT AZIN1 SERINC5 DDAH1 PRDX4 AASDHPPT SMS GAD2 ATP2B4 FAH SRR ALDH5A1 MCCC2 GFPT2 NOX4 ERO1A CTH ATP7A HNMT GPT2 SLC25A21 MECP2 DLD MTAP HMGCLL1 GLS RIDA CARNMT1 PFAS CTPS2 TST QDPR MTHFD2L BLMH HYKK SLC7A11 ACCS GLUL GCLC
GO_MITOCHONDRIAL_DNA_METABOLIC_PROCESS	0.0497076023391813	0.276761102984347	-0.593929309358868	-1.51253275032489	16	12	PPARGC1A TP53 SESN2 FLCN DNA2 MPV17
GO_CELLULAR_RESPONSE_TO_ORGANIC_CYCLIC_COMPOUND	0.018	0.169566218809981	0.362272890950188	1.23999135393158	17	480	ANXA1 CCL2 GRAMD1B PAK3 CDH1 DAB2 INHBA IGFBP5 PADI2 CAV1 PMEPA1 HTR1B P2RY1 COLEC12 PPARG CYP1B1 THRB MSN ANKRD1 SLC8A1 EEF2K ITPR2 ADCY3 ACTR2 SIX1 CAV2 LRRK2 ATP2B4 SRD5A1 NRIP1 PAK1 PDXP HMGCS1 P2RX7 RPS6KB1 CEBPA CFTR FLNA ROCK2 CGAS NEDD4 CASP3 UBE3A COL1A1 NOX4 ADCY6 MEF2C CTNNB1 RAP1A MAPK3 SMAD5 ABHD2 CBFB UFL1 LRP8 NR2F2 TFPI RARB NPM1 APP LARP1 DNM1L GNAI3 ATP2B1 RBFOX2 SNAI2 ZFP36L2 ITGA6 CLOCK FHL2 PDE4D EPG5 NR3C2 AACS GPAM XRN1 FAM107A AKAP6 PALM SIRT1 TNC RXRA NCOR1 TRIP4 GCLC ELK1 SPP1 AR RB1 PHEX CFLAR PLPP1 THRA LATS1 UBA5 VPS35 CIB2 MBD2 PKD2 CYP24A1 GSK3B MAPK1 FOXA1 PAK2 DDX5 BMP2 STRN3 KANK2 RAP1B PAQR7
GO_PLATELET_ACTIVATION	0.0075187969924812	0.11048579532664	0.466060456767276	1.50240265975542	6	119	PDPN SYK PIK3R5 P2RY1 MYH9 UBASH3B PLCG2 FZD6 ITPR2 VCL F2R PRKCA ACTG1 C1QTNF1 COL3A1 PIK3CB FLNA PIK3R1 COL1A1 RAP2B PDGFA MAPK3 YWHAZ C1GALT1C1 PRKCB
GO_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_SIGNALING_PATHWAY	0.0479360852197071	0.273715910992137	0.547021405125153	1.44312261240452	35	30	PTPN22 TAB3 CYLD XIAP IRAK1 IKBKG MAP2K6 ERBIN BIRC3 RIPK2 TNFAIP3 BIRC2
GO_TRANSCRIPTION_COUPLED_NUCLEOTIDE_EXCISION_REPAIR	0.00740740740740741	0.109825684172839	-0.446505120391135	-1.72348234047576	0	68	GTF2H4 POLR2J ERCC1 GTF2H3 ERCC3 RFC2 COPS7A COPS6 POLR2I XAB2 POLR2D PPIE HMGN1 RPA3 GTF2H5 RPA2 XRCC1 POLR2H UBB POLR2C POLD1 PCNA POLR2G RFC5 COPS4 DDB1 ERCC2 POLR2L PRPF19
GO_MEMBRANE_DEPOLARIZATION_DURING_ACTION_POTENTIAL	0.0281124497991968	0.209316458935292	0.584670111534046	1.50055373585137	20	26	CACNA2D1 ANK3 SLC8A1 CACNB2 ANK2 SLMAP CACNA1I SCN9A CACNA1C ATP1A2 SCN2A
GO_MATURATION_OF_SSU_RRNA	0.0216216216216216	0.185522585522586	-0.406654165746269	-1.42201118598681	3	45	RPS21 RPS16 BYSL RCL1 NOB1 RPS28 TBL3 RPS8 GTF2H5 MRPS11 RPS19 HELQ NGDN RPS14 RRP36 TSR3 ERCC2 ABT1 NAT10 FAM207A DHX37
GO_REGULATION_OF_PROTEIN_DEACETYLATION	0.0269058295964126	0.205371402269351	-0.453377217839978	-1.52011502285004	5	36	ZNHIT1 TADA3 VEGFA CCAR2 TP53 AKAP8L BCL6 SPHK2 ZBTB7B PINK1 PRKD2 SPRED2 FRY KDM5A AKAP8 FNTA NEK3
GO_NEURON_PROJECTION_EXTENSION_INVOLVED_IN_NEURON_PROJECTION_GUIDANCE	0.0205391527599487	0.179999935279759	0.545481063294328	1.48707957241488	15	36	PLXNA4 SEMA3A WNT5A SEMA3C SEMA3B CXCL12 RYK PLXNA3
GO_INSULIN_SECRETION	0.00829875518672199	0.115220057868265	0.431241232308987	1.41974118501336	7	157	ANO1 ANXA1 IL1RN MYO5A ITPR2 CCN3 CD38 ACSL4 PRKCA IRS1 C1QTNF12 HIF1A CFTR ILDR2 SNX19 RAP1A MCU PDX1 CPT1A HMGCR PTPRN SERP1 PPP3CB RAB11FIP2 CLOCK TIAM1 ARRB1 SYT7 FOXA2 AACS RIMS2 CYB5R4 GLUL RAPGEF4 HMGN3 STXBP4 OXCT1 ARL2BP SELENOT SLC25A5 PCLO CDK16 LRP1 VSNL1 SLC25A4
GO_POSITIVE_REGULATION_OF_FIBROBLAST_PROLIFERATION	0.024330900243309	0.195967970264325	0.517063343648966	1.48254161397504	19	47	PDGFC WNT5A DDR2 EREG BTC FGF10 CDK6 PRKDC PDGFA ANXA2 LIG4 MYC ANXA9 ZMIZ1 PML DHX9 NDUFS4 PDGFRA
GO_POSITIVE_REGULATION_OF_NEURON_DIFFERENTIATION	0.00101112234580384	0.0574801489705572	0.478651761872827	1.61632264068007	0	321	DPYSL3 FOXG1 PLXNA4 PAK3 PTK2B NGF WNT5A TENM3 TIMP2 ARSB NTN1 MAP6 FZD4 ENC1 ANKRD1 CXCL12 KALRN EEF2K FGFR1 DLG5 ROR2 NIN FMR1 TMEM30A DLX2 MAPK6 PLXNA2 ACTR2 VAMP7 MAP1B PTEN CDON DLX1 PAK1 STMN2 SHOX2 MAP2K1 BDNF TUBB2B NEDD4L TWF1 PLXNA3 MACF1 MEF2C GATA2 BCL2 RAP1A PLAA DHX36 NRCAM LPAR1 SPAG9 LRP8 NAP1L2 RARB CDKL5 CYB5D2 DNM1L ARHGDIA ITGA6 BEND6 TIAM1 COBL ITSN2 PLXND1 CAMK2B WASHC5 VLDLR PRKCI FZD1 RIMS2 TMEM106B SOX11 L1CAM KDM4C ATF1 NPTN RAB21 NDNF CFLAR PAFAH1B1 GOLGA4 KIDINS220 NRP1 NEFL FOXA1 BMP2 NME1 OBSL1 ZEB2 CSNK1D ANKRD27 FEZ1 ETV5 PLXNA1 PLXNB1 LRP1 ZC4H2 NKX2-5
GO_ACTIVATION_OF_GTPASE_ACTIVITY	0.0273660205245154	0.207913976368919	0.462497989522268	1.42514075426347	23	76	RASGRF1 PTK2B WNT5A TBC1D9 ABR AKT2 ARHGAP42 TBC1D8B DOCK7 TBC1D9B RALGAPA1 TBC1D12 SIPA1L1 RALGAPA2 TIAM1 SGSM2 TBC1D2B TBCK TBC1D2 CRK CCDC125 USP6NL TBC1D22A EVI5 TBC1D16 NDEL1 RABGAP1L APC2
