Gene.ID	Sample.1	Sample.2	Sample.3	Sample.4	Sample.5	Sample.6	Sample.7	Sample.8	Sample.9	Sample.10
ENSG00000215002	2.73	24.07	5.45	0	10.09	45.44	0	4.03	2.92	2.69
ENSG00000148700	394.24	802.96	397.19	1516.23	872.9	1169.57	445.84	533.3	487.83	187.99
ENSG00000121898	17.5	89.7	17.71	32.35	37.84	43.05	24.94	39.12	35.05	3.14
ENSG00000151025	11.48	48.13	16.35	404.33	83.25	112.41	20.4	30.49	6.43	27.82
ENSG00000107554	108.27	334.75	123.31	283.03	169.03	258.31	188.16	253.71	213.24	39.93
ENSG00000217094	1.64	8.75	4.09	0	5.05	2.39	1.51	2.3	0.58	0
ENSG00000155229	549.53	711.07	660.85	2062.08	1586.86	2439.6	825.19	943.49	880.43	275.04
ENSG00000138175	956.9	1091.76	1156.15	7900.58	3176.24	3102.12	1260.45	1161.53	1222.79	1030.6
ENSG00000172987	3.83	80.95	4.09	181.95	60.55	0	12.85	26.46	5.26	18.84
ENSG00000188316	22.42	39.38	22.48	84.91	133.71	38.27	18.14	19.56	11.1	7.18
ENSG00000138315	0	65.64	0.68	20.22	12.61	11.96	4.53	6.9	1.75	4.04
ENSG00000228169	0	0	0	0	17.66	0	0	1.15	0	0
ENSG00000236303	1.09	13.13	0	0	10.09	0	0	1.73	1.17	0.9
ENSG00000276375	0	4.38	4.09	0	20.18	0	0	2.3	1.75	2.69
ENSG00000235198	0.55	0	0	0	0	0	0	0.58	0	0.45
ENSG00000288172	2.19	4.38	1.36	0	7.57	2.39	0.76	2.3	1.17	0.9
ENSG00000196865	196.3	312.87	242.54	1043.17	534.84	1396.79	145.84	293.98	257.06	131.46
ENSG00000170370	51.4	100.64	47.01	60.65	40.37	45.44	23.43	26.46	28.04	17.05
ENSG00000182010	41.01	80.95	36.79	327.51	105.96	176.99	61.21	93.2	64.85	22.88
ENSG00000197430	1.64	37.19	4.77	88.95	40.37	7.18	6.8	5.75	2.34	3.59
ENSG00000213700	9.3	8.75	10.9	40.43	20.18	26.31	12.85	18.41	11.1	10.32
ENSG00000226425	0	19.69	0	0	0	0	0	2.3	0	0
ENSG00000228312	0	0	0	0	0	0	2.27	2.3	1.75	0
ENSG00000270099	0	0	0	0	0	0	0	0	0	0
ENSG00000230131	1.09	76.58	4.77	60.65	17.66	0	4.53	22.44	9.35	17.5
ENSG00000224215	2.19	0	2.04	0	0	0	5.29	3.45	3.51	0
ENSG00000230240	0	0	0	0	0	0	0	2.3	0	0
ENSG00000232139	2.73	52.51	7.49	52.56	70.64	33.48	3.02	18.98	11.1	9.87
ENSG00000274985	0	0	0	0	0	0	0	0	0	0
ENSG00000107566	92.41	266.92	105.6	371.98	219.49	277.45	303.02	309.51	294.45	44.42
ENSG00000065621	19.14	129.09	26.57	270.9	95.87	33.48	25.69	19.56	10.52	26.02
ENSG00000231148	1.64	15.32	4.77	0	22.71	4.78	3.02	2.3	1.17	2.69
ENSG00000225152	0	0	0	32.35	0	0	1.51	1.15	0	0
ENSG00000212156	0	0	0	0	0	0	0	0	0	0
ENSG00000274809	0	0	0	0	0	0	0	0	0	0
ENSG00000239142	0	0	0	0	0	0	0	0.58	0	0
ENSG00000207124	0	0	0	0	0	0	0	0	0	0
ENSG00000239148	0	0	0	0	0	0	0	0	0	0
ENSG00000252998	0	4.38	0	0	0	0	0	0.58	0	0.45
ENSG00000278069	0	0	0	0	0	0	0	0	0	0
ENSG00000212505	0	0	0	0	0	0	0	2.3	0.58	1.35
ENSG00000200849	0	2.19	0	0	0	0	0	0	0	0
ENSG00000251957	0	0	0	0	2.52	0	0	0	0	0
ENSG00000264036	0	8.75	0	0	0	0	0	0	0	1.35
ENSG00000212499	0.55	8.75	0	0	0	0	0	2.3	0	0
ENSG00000265653	0	0	0	0	5.05	0	0	0	0	0
ENSG00000252537	0	0	0	0	0	0	0	0	0	0
ENSG00000201260	0	0	0	0	12.61	7.18	0	2.3	0	1.35
ENSG00000223156	0	0	0	0	0	0	0	0	0	0
ENSG00000252832	0	0	0	0	0	0	0	0	0	0
ENSG00000200545	0	8.75	0	0	0	0	0	0	0	0
ENSG00000252001	0.55	0	0	0	0	0	0	0	0	0
ENSG00000207938	0	0	0	0	0	0	0	0	0	0.45
ENSG00000201390	0.55	0	0	16.17	2.52	38.27	0	0	0	0
ENSG00000252438	0	0	0	0	0	0	0	0	0.58	1.79
ENSG00000252118	0	0	0	0	0	95.67	0	0.58	1.75	0
ENSG00000263584	0	8.75	0	0	0	0	0	0	0	0
ENSG00000283699	0	0	0	0	0	0	0.76	0	0	0
ENSG00000221331	0	0	0	0	5.05	0	0	0	0	0
ENSG00000275001	0	0	0.68	60.65	5.05	2.39	3.02	0.58	0	1.79
ENSG00000252049	0	17.5	0	0	5.05	0	0	1.15	0.58	1.35
ENSG00000272507	3.83	0	0.68	0	0	0	3.78	3.45	3.51	1.35
ENSG00000252634	0	0	1.36	0	10.09	0	0	2.3	0	0
ENSG00000201364	0	8.75	0	0	0	0	0	1.73	0	0
ENSG00000264574	0	2.19	0	0	0	0	0	0	0	0
ENSG00000199733	0	4.38	0	0	0	0	0	0	0	0.45
ENSG00000223019	0	0	0	4.04	0	0	0	0	0	0.45
ENSG00000206842	0	0	0	0	0	0	0	0	0	0
ENSG00000251803	0	0	0	0	0	0	0	2.88	0	0.45
ENSG00000223131	0	0	0	0	0	0	0	1.15	0	0
ENSG00000251810	0	17.5	0	0	0	0	0	0.58	0	0
ENSG00000207612	0	0	0	0	0	0	0	1.73	0	0
ENSG00000212411	0	0	0	0	0	0	0	0	0	0
ENSG00000216035	0	0	0	0	0	0	0	0	0	0
ENSG00000222092	0	0	0	0	0	0	0	2.3	0	0
ENSG00000251711	0.55	19.69	0.68	0	12.61	47.84	0	1.15	1.75	0.45
ENSG00000239731	1.64	2.19	0	0	15.14	0	0.76	0	1.75	0.45
ENSG00000222543	0	0	0	0	0	0	3.02	0.58	1.17	0
ENSG00000252482	0	0	1.36	0	0	0	0	2.3	0	0
ENSG00000244356	0	4.38	0	0	0	0	1.51	0	0	0
ENSG00000284265	0	0	0	0	0	0	0	0	0	0
ENSG00000206660	0	0	0	0	0	0	0	0	0	0
ENSG00000207271	0	0	0	0	0	0	0	1.15	0	0
ENSG00000206840	2.19	2.19	0	0	2.52	0	0	2.3	1.17	2.24
ENSG00000274458	0	0	0	0	0	0	0	0	0	0
ENSG00000222314	0	0	0	0	0	0	0	0	0	0
ENSG00000252132	1.64	4.38	2.04	0	2.52	4.78	2.27	1.73	1.17	2.24
ENSG00000251783	0.55	21.88	8.86	0	30.27	7.18	9.07	7.48	4.67	4.94
ENSG00000252416	0	0	0	0	0	0	0	0	0	0
ENSG00000263476	0	6.56	0	0	0	0	0	0	0	0
ENSG00000252877	0	0	0	0	0	0	0	0	0	0
ENSG00000207071	0	0	0	0	0	0	0	0	0	0
ENSG00000207813	0	0	0	0	0	0	0	0.58	0	0
ENSG00000201196	0	0	0	0	0	0	0	0	0	0
ENSG00000252161	0	6.56	0	0	0	0	3.02	0	0	0
ENSG00000252076	0	0	0	0	0	0	0	1.15	0	0
ENSG00000238707	0	0	0	0	0	0	0	0	0	0
ENSG00000199446	0	0	0	0	0	0	0	0	0	0
ENSG00000264747	0	0	0	0	10.09	0	1.51	0	0	0.45
ENSG00000221063	0	0	0	0	0	0	0.76	0	0	0
ENSG00000199638	0	0	0	0	0	0	0	0	0.58	0.9
ENSG00000195401	0	0	0.68	0	0	0	1.51	2.88	1.75	0
ENSG00000221184	5.47	10.94	0.68	48.52	2.52	21.53	1.51	3.45	2.92	1.35
ENSG00000283551	0	0	0	0	0	0	0	0	0	0
ENSG00000207438	0	0	0	0	0	0	0	0	0	0
ENSG00000201047	0	0	0	0	0	0	0	0	0	0
ENSG00000201881	0	4.38	0	0	0	0	0	0	0.58	1.79
ENSG00000206756	0	0	0	0	0	0	0	0	0	0
ENSG00000252888	0	0	0	0	0	0	0	0.58	0.58	2.24
ENSG00000266719	0	0	0	0	0	0	0	0	0	0
ENSG00000207583	0	6.56	2.04	0	10.09	0	0.76	0	0	2.24
ENSG00000265486	0	0	0	0	0	0	0	0	0	0
ENSG00000201954	0	4.38	2.73	0	2.52	2.39	0	2.88	0.58	0.9
ENSG00000201393	0	0	0	0	0	0	0	0.58	0	0
ENSG00000272536	1.09	10.94	1.36	0	17.66	0	2.27	0.58	0.58	3.14
ENSG00000223064	0	0	2.73	0	0	0	0.76	2.3	1.75	0.9
ENSG00000200774	0	0	0	0	0	0	0	0	0	0
ENSG00000252292	0.55	8.75	0	0	5.05	0	0	1.15	0	1.35
ENSG00000200487	0	13.13	0.68	0	10.09	7.18	3.78	4.6	0.58	0.9
ENSG00000199104	0	0	0	0	0	0	0	0	0	0
ENSG00000278333	0	2.19	0	0	2.52	0	0.76	0	1.75	0
ENSG00000212324	0	4.38	0	0	5.05	4.78	0	0	0	0
ENSG00000222451	0	10.94	2.04	0	0	0	2.27	2.3	0.58	0.9
ENSG00000207275	0.55	0	0	0	0	0	0	0	0	0
ENSG00000283672	0	6.56	0	0	0	0	0	0	0.58	0
ENSG00000252993	0	0	0	0	7.57	0	0	0	0	0
ENSG00000221042	0.55	0	0	0	0	0	0	1.15	0	0
ENSG00000199881	1.09	0	0	0	5.05	0	0	0.58	0	0
ENSG00000201412	0	0	0	0	0	0	0	0	0	0
ENSG00000278752	0	2.19	0	0	7.57	0	6.05	0.58	0.58	0
ENSG00000277308	0	0	0	0	2.52	0	0	0	0	1.35
ENSG00000200737	0	2.19	0	0	2.52	0	0	0	0	0
ENSG00000202047	0.55	0	0	0	0	0	0	0	0.58	0
ENSG00000212464	14.22	17.5	3.41	0	12.61	7.18	2.27	0.58	4.67	2.24
ENSG00000207362	1.09	2.19	2.73	32.35	5.05	0	0	1.15	2.92	0
ENSG00000222238	0	0	0	0	2.52	0	1.51	0	0	0.45
ENSG00000274056	0	0	0	0	0	0	0	0	0	0
ENSG00000266852	2.19	6.56	0.68	20.22	32.8	4.78	2.27	4.03	2.34	6.73
ENSG00000222436	0	0	0	0	0	0	0	0.58	0	0
ENSG00000200079	0	4.38	0	0	0	0	0	0	0	0
ENSG00000252574	0	0	0	0	0	0	0	0.58	0	0
ENSG00000207068	0	6.56	0.68	0	0	0	0.76	4.03	0	0
ENSG00000272160	0	0	0	0	0	0	0	0	0	0
ENSG00000274742	0	0	0	0	0	0	0	0	0	0.45
ENSG00000222430	0	4.38	0.68	0	0	0	0	0	0	0
ENSG00000212325	0	0	0	0	0	0	0	0	0	0
ENSG00000222051	0.55	0	8.18	0	7.57	0	0	0	0.58	0.45
ENSG00000252611	0	0	0	0	2.52	0	0	0	0	0
ENSG00000222414	0	0	0.68	12.13	0	0	2.27	1.73	0	0
ENSG00000266782	0	0	0	0	0	0	0	0	0	0
ENSG00000200217	0	2.19	0.68	44.48	0	0	0	1.15	1.75	0
ENSG00000200626	0.55	10.94	0	12.13	0	0	0	0.58	1.17	0
ENSG00000263436	0	0	0	0	0	0	0	0	0	0
ENSG00000283558	0	0	0	0	0	0	0	0	0	0
ENSG00000208033	0	0	0	0	0	0	0	0	0	0
ENSG00000277371	0	6.56	0.68	0	0	0	2.27	0	0	0
ENSG00000222629	0	0	0	0	0	0	0	0	0	0.45
ENSG00000207468	1.64	2.19	0	0	2.52	0	1.51	0.58	1.17	0.45
ENSG00000207494	0	0	0	0	0	7.18	0.76	0.58	0	0
ENSG00000199321	3.28	10.94	0	0	22.71	4.78	3.78	4.6	5.84	1.79
ENSG00000222588	0	6.56	0	0	0	0	0	0	0	0
ENSG00000265092	0	0	0	0	0	0	0	0	0	0.45
ENSG00000242853	0.55	0	1.36	0	0	4.78	1.51	1.73	0	0
ENSG00000202245	1.09	6.56	0.68	0	0	0	0	2.88	2.34	1.35
ENSG00000199466	0.55	0	0.68	0	0	0	0	0.58	0	1.35
ENSG00000265719	0	0	0	0	0	0	0	0	0	1.35
ENSG00000264803	0	0	0	0	0	0	0	0	0	0
ENSG00000222997	0	0	0	0	0	0	0	0.58	0	0
ENSG00000222740	1.64	0	0	0	0	0	0	0	0	0
ENSG00000265442	0	4.38	0.68	0	0	4.78	0	1.73	0	0
ENSG00000148814	232.94	599.48	290.23	2195.5	971.29	1116.96	240.3	322.74	313.15	198.76
ENSG00000171813	77.1	199.1	106.96	380.07	396.08	911.26	77.83	84.57	77.7	77.17
ENSG00000231705	0	0	0	0	5.05	0	0	0.58	0	0
ENSG00000234311	1.64	0	0	0	0	0	0	1.15	0.58	0.45
ENSG00000226900	0	10.94	0	0	15.14	21.53	0	5.75	3.51	3.14
ENSG00000229081	0	4.38	0	0	0	0	0	1.15	0	0
ENSG00000237233	0	0	0	0	0	0	0	0	0	0
ENSG00000288052	0	37.19	3.41	24.26	5.05	2.39	0	2.88	1.17	1.79
ENSG00000272592	0	0	0	0	0	0	0	0	0	0.45
ENSG00000233643	2.19	2.19	0	0	0	0	0	2.88	0	0.45
ENSG00000059915	411.19	542.6	492.57	1908.43	1599.47	4003.82	291.69	308.36	258.81	419.06
ENSG00000107874	705.37	982.37	876.82	2284.46	2338.66	3884.23	671.03	709.34	734.96	652.37
ENSG00000202569	0	0	0	0	0	0	0	0	0	0
ENSG00000120055	0.55	0	0.68	0	0	0	0	0	0	0
ENSG00000138111	44.84	161.9	70.85	254.73	186.69	423.34	33.25	69.61	44.4	40.38
ENSG00000138107	1453.94	2489.83	1879	7746.93	5444.26	10715.12	1290.67	1441.12	1253.17	1077.26
ENSG00000273262	0	0	0	0	0	0	0	0	0	0
ENSG00000228657	1.09	15.32	2.73	40.43	37.84	0	6.8	4.03	0.58	0.9
ENSG00000207029	0.55	2.19	0	0	0	0	0	1.15	0	0
ENSG00000228753	2.19	37.19	0.68	88.95	12.61	0	6.05	10.36	1.75	4.94
ENSG00000228219	12.03	192.54	30.66	234.51	272.47	66.97	30.98	51.78	21.03	29.16
ENSG00000231920	1.64	0	2.73	0	15.14	0	1.51	3.45	2.92	2.24
ENSG00000228860	0	0	0	0	2.52	0	0	0	0.58	0
ENSG00000232853	0	0	2.73	0	32.8	21.53	6.8	8.63	1.17	9.42
ENSG00000207264	0	4.38	0	0	0	45.44	0	0	1.17	0
ENSG00000237590	0	0	0	12.13	7.57	0	0	0	0	0.45
ENSG00000229116	0.55	6.56	0	0	25.23	0	1.51	4.6	1.17	0.9
ENSG00000277288	0	4.38	0	0	0	0	0	0	0	0
ENSG00000287901	0.55	24.07	0	0	5.05	0	0	1.15	0	0.9
ENSG00000214089	0	0	0	0	0	0	0	0	0	0
ENSG00000122861	67.8	137.84	113.78	88.95	12.61	59.79	180.6	224.94	231.35	1.35
ENSG00000222047	0.55	15.32	2.73	0	0	0	2.27	2.88	2.92	0.9
ENSG00000225761	0	0	2.04	0	12.61	9.57	0.76	2.3	0	1.35
ENSG00000148680	32.26	24.07	32.7	222.38	83.25	62.19	35.52	34.52	34.47	47.11
ENSG00000222305	0	0	0	0	10.09	0	0.76	0.58	0	0
ENSG00000148677	2996.46	7237.57	3544.76	1083.6	446.54	468.79	3635.5	4253.18	4498.56	2.24
ENSG00000201604	0	0	1.36	12.13	0	0	0	2.88	0	0
ENSG00000225519	0	13.13	0.68	0	2.52	0	0	0.58	0	0
ENSG00000273124	0	0	0	0	0	0	0	0	0	0.45
ENSG00000224851	0	10.94	0	0	5.05	0	0	1.15	0.58	0
ENSG00000220585	0.55	17.5	6.81	24.26	40.37	0	1.51	6.33	1.17	1.79
ENSG00000230166	0	2.19	0	0	0	0	2.27	1.73	0	1.35
ENSG00000288603	0	2.19	0	0	0	0	0	0	0	0
ENSG00000222108	0	0	2.04	4.04	10.09	0	3.78	1.73	2.34	3.14
ENSG00000285803	12.03	30.63	6.13	0	27.75	19.13	9.82	12.08	4.67	4.94
ENSG00000226631	0	6.56	0	0	0	0	0	2.3	1.17	0
ENSG00000099290	489.93	1205.53	506.88	4314.18	1723.09	2207.6	751.89	941.76	996.11	292.09
ENSG00000233011	0	0	0	0	0	0	0	0	0	2.24
ENSG00000225137	39.92	80.95	35.43	137.47	123.62	83.71	42.32	43.15	52	29.16
ENSG00000234756	0	0	0	0	5.05	11.96	0	2.3	0	0
ENSG00000288011	0	13.13	5.45	72.78	2.52	0	0.76	3.45	0	3.14
ENSG00000240940	0.55	15.32	0	0	2.52	0	0	0	0	1.79
ENSG00000138311	9.3	24.07	15.67	153.64	22.71	81.32	8.31	22.44	7.59	9.42
ENSG00000285837	0	4.38	0	0	7.57	0	2.27	0.58	0	0.45
ENSG00000285551	1.64	15.32	0	0	0	0	0	2.3	1.17	1.35
ENSG00000238280	0	39.38	1.36	0	5.05	0	2.27	4.03	1.17	2.69
ENSG00000234489	0	0	0	0	0	0	0	0	0	0
ENSG00000181915	244.97	220.98	280.69	873.35	966.24	1872.75	288.66	270.97	287.44	196.97
ENSG00000227374	0	0	0	0	0	0	0	0	0	0
ENSG00000283141	3.28	37.19	2.73	0	10.09	2.39	6.05	8.63	1.17	6.28
ENSG00000275327	0	0	0	0	0	0	0	0	0	0
ENSG00000266676	0	0	0	0	7.57	0	0	2.3	1.17	0.9
ENSG00000275005	8.75	0	14.31	0	22.71	14.35	4.53	5.18	11.1	8.52
ENSG00000287997	18.59	41.57	8.18	121.3	10.09	43.05	5.29	6.33	3.51	13.01
ENSG00000220842	8.2	4.38	4.77	36.39	30.27	11.96	5.29	20.71	14.02	4.49
ENSG00000234522	1.09	10.94	3.41	60.65	2.52	4.78	0.76	9.78	1.75	4.04
ENSG00000177234	0	10.94	2.04	93	0	0	3.02	6.9	0.58	3.59
ENSG00000203805	9.3	2.19	17.71	52.56	40.37	31.09	46.85	43.72	49.66	9.42
ENSG00000270727	0	15.32	0	48.52	27.75	0	0	2.88	1.75	0.45
ENSG00000265372	0	0	0	0	0	0	0	0	0	0
ENSG00000235940	0	0	0	0	0	0	0	0	0	0
ENSG00000230112	0	0	0	0	0	0	0	0	0	0
ENSG00000230109	0	2.19	0	0	0	0	0	2.3	0	1.35
ENSG00000231553	0	0	0	0	0	0	0	1.15	0	1.79
ENSG00000278650	0	0	0	52.56	0	0	0.76	1.15	0.58	0
ENSG00000273566	0	0	0	0	0	0	0	0	0	0
ENSG00000199222	0	0	0	0	0	0	0	0	0	0
ENSG00000222071	0	0	0	0	0	0	0	2.3	0	0
ENSG00000180592	177.16	262.55	255.48	828.87	731.62	705.57	256.17	326.77	281.6	266.51
ENSG00000207347	0	6.56	2.04	0	22.71	0	1.51	2.88	4.09	1.79
ENSG00000214285	1.64	0	2.04	32.35	20.18	0	0	1.73	0	3.14
ENSG00000152463	2.19	19.69	1.36	84.91	17.66	40.66	5.29	11.51	5.84	2.24
ENSG00000151929	87.49	118.15	108.33	283.03	90.82	313.32	306.8	307.78	278.68	53.39
ENSG00000185532	79.29	304.12	120.59	2151.03	1163.02	1597.7	36.27	74.79	52	107.23
ENSG00000035403	990.25	2481.08	1284.92	1702.22	1074.72	2281.75	1769.77	2236.76	1884.14	270.55
ENSG00000107882	203.41	492.28	238.45	659.06	613.05	786.89	244.08	287.07	224.93	157.04
ENSG00000197893	2.73	37.19	6.13	36.39	12.61	2.39	2.27	18.98	5.84	9.42
ENSG00000223027	1.64	2.19	0.68	0	2.52	0	1.51	0.58	0.58	0
ENSG00000206605	0	2.19	0	0	0	0	6.05	0	0	0.45
ENSG00000199855	0	0	0	0	0	0	0	0	0	0
ENSG00000120539	49.76	192.54	85.16	541.8	93.34	119.59	67.25	102.98	84.71	18.4
ENSG00000252639	0	0	0	0	0	0	0	1.15	0	0
ENSG00000251839	0	0	0	0	0	0	0	0	0	0
ENSG00000262412	2.19	0	2.73	44.48	2.52	57.4	0	1.15	0	2.69
ENSG00000230445	43.74	111.58	38.15	335.59	229.58	138.72	18.89	28.76	21.03	27.82
ENSG00000230507	0	30.63	0	0	7.57	0	0.76	2.3	0.58	1.35
ENSG00000272631	13.12	50.32	21.12	161.73	83.25	83.71	20.4	34.52	14.61	22.43
ENSG00000270874	0	28.44	4.77	60.65	22.71	52.62	3.78	6.33	0.58	3.59
ENSG00000107890	408.46	883.91	356.32	5276.49	1705.43	1745.99	346.09	441.25	437.59	278.18
ENSG00000207287	0	0	0	0	0	0	2.27	0.58	0	0
ENSG00000236552	131.78	50.32	130.13	125.34	254.81	456.83	185.89	200.78	188.71	85.25
ENSG00000207976	0	0	0	52.56	12.61	0	0	0	1.17	0
ENSG00000232875	0	0	0	0	0	0	0.76	0	0	0
ENSG00000187122	289.8	704.5	350.18	2899.04	1513.7	2609.42	114.86	154.18	78.29	192.03
ENSG00000234855	2.19	6.56	0.68	0	5.05	0	0	0.58	0	0
ENSG00000173848	162.4	192.54	179.18	703.53	411.22	621.86	229.72	287.65	269.91	99.61
ENSG00000178372	0	0	0	0	0	0	0	0	0	0
ENSG00000205488	4.92	179.41	8.18	194.08	47.93	16.74	8.31	26.46	13.44	17.05
ENSG00000178363	1.09	2.19	0	0	0	0	0	0	0	0
ENSG00000256462	0	0	0	0	0	0	0	0	0	0
ENSG00000287566	1.09	37.19	0.68	28.3	0	0	0.76	5.18	0.58	2.69
ENSG00000287235	0	10.94	0	0	0	0	0	1.73	0.58	1.79
ENSG00000228685	0	6.56	0	0	12.61	0	0.76	0	0	0
ENSG00000240577	0.55	2.19	0	0	0	0	0.76	0.58	0.58	0
ENSG00000196372	80.93	148.78	132.85	545.84	300.22	617.08	111.84	160.51	93.48	92.43
ENSG00000226647	4.92	0	2.04	24.26	15.14	0	0	0.58	0.58	0.9
ENSG00000057608	4194.49	6835	4710.45	30328.68	15649.09	23281.48	3980.84	4462.02	4586.2	2843.23
ENSG00000270427	1.09	0	1.36	0	5.05	105.24	0.76	2.3	0.58	2.69
ENSG00000272764	0	0	0	0	0	0	0	1.73	0.58	0.45
ENSG00000240180	0	0	0	0	0	0	0	0	0	0
ENSG00000242147	2.73	122.52	10.9	153.64	58.02	14.35	15.87	17.26	18.7	21.98
ENSG00000138180	15.86	48.13	32.02	0	17.66	38.27	81.61	98.38	97.57	4.49
ENSG00000212396	1.64	0	0	0	0	0	0	0.58	0	0
ENSG00000186188	1.64	48.13	1.36	76.82	40.37	0	5.29	12.66	5.84	4.94
ENSG00000095464	1.64	17.5	8.86	133.43	20.18	19.13	5.29	7.48	4.67	6.28
ENSG00000148690	422.68	1008.62	472.14	2611.96	2038.44	1858.4	476.82	510.87	457.45	253.5
ENSG00000108231	68.35	194.72	107.64	109.17	156.42	246.35	170.78	233	207.4	88.84
ENSG00000280660	6.56	41.57	8.18	291.12	47.93	105.24	13.6	36.82	25.71	14.81
ENSG00000280485	0	0	0	0	5.05	11.96	0	0.58	1.17	0
ENSG00000227995	0	0	0	0	5.05	0	0	0.58	0	0
ENSG00000237032	0	0	0	0	0	0	0	4.6	2.34	1.35
ENSG00000185267	4.37	54.7	13.63	0	65.59	2.39	11.33	9.78	9.35	8.08
ENSG00000187522	41.01	41.57	59.95	20.22	163.98	339.63	69.52	93.77	74.2	52.05
ENSG00000272912	2.73	26.25	5.45	0	10.09	74.14	5.29	5.18	2.92	8.08
ENSG00000148842	238.4	472.59	284.78	1997.38	1359.8	1485.29	215.36	282.47	213.24	204.59
ENSG00000278498	0.55	0	0	0	0	0	0	1.15	0	0
ENSG00000237827	0	0	4.09	0	32.8	0	3.02	0.58	0	1.35
ENSG00000213277	0	8.75	0.68	0	0	0	6.05	1.15	1.75	0
ENSG00000229256	0	2.19	0	20.22	12.61	2.39	0	2.3	1.75	1.79
ENSG00000235376	1.64	10.94	0	0	20.18	0	0.76	3.45	0	1.79
ENSG00000148798	11059	14919.29	15485.76	68703.49	48478.62	60466.3	5374.28	5312.31	5281.43	11642.13
ENSG00000156374	59.6	161.9	93.34	258.77	171.55	523.8	95.97	113.33	99.32	44.87
ENSG00000212413	0	0	0.68	0	2.52	0	1.51	0	0.58	0.9
ENSG00000173915	294.72	50.32	418.31	392.2	615.57	1360.92	337.03	225.52	342.36	225.68
ENSG00000283867	0	0	0	0	0	0	0	0	0	0
ENSG00000176273	30.62	67.82	51.1	194.08	113.53	121.98	58.19	61.56	44.99	18.84
ENSG00000180764	17.5	67.82	16.35	68.74	55.5	124.37	15.87	17.83	14.02	14.36
ENSG00000232913	0	15.32	2.04	64.69	27.75	0	2.27	7.48	1.17	6.73
ENSG00000234724	0	21.88	1.36	0	2.52	0	0	6.9	1.75	3.14
ENSG00000206631	0	0	1.36	0	2.52	0	0	1.15	0	0
ENSG00000228553	0	0	0	0	0	0	0	0.58	0	0.45
ENSG00000268894	1.64	10.94	4.77	0	7.57	7.18	5.29	10.93	4.67	1.79
ENSG00000273450	0	0	0	0	0	0	0	0	1.17	0
ENSG00000173145	101.7	361	97.42	727.79	224.53	260.7	169.27	233	203.9	47.56
ENSG00000108239	149.28	398.2	174.41	1184.68	597.91	1162.4	154.16	179.49	164.75	117.1
ENSG00000235746	0.55	24.07	2.04	0	7.57	0	3.02	5.18	3.51	1.79
ENSG00000237297	1.64	0	0	0	0	0	0	0	0	0
ENSG00000261456	0.55	0	0.68	0	7.57	0	0.76	7.48	0.58	0.9
ENSG00000232420	0	6.56	0	0	12.61	0	0.76	2.3	0	3.14
ENSG00000276662	0	4.38	2.04	32.35	0	33.48	2.27	2.3	0	1.79
ENSG00000212331	0	0	0.68	0	12.61	0	0	1.73	0	0.9
ENSG00000201861	1.09	0	0.68	0	0	2.39	0	0	0.58	0
ENSG00000239822	0	4.38	0	0	0	0	0	1.15	0	0.9
ENSG00000233021	0	6.56	0	0	2.52	0	0.76	2.3	0	1.35
ENSG00000224948	0.55	10.94	1.36	0	0	0	0	0	0	0.45
ENSG00000236467	0.55	15.32	2.73	0	17.66	7.18	3.78	9.78	3.51	10.32
ENSG00000225497	0	6.56	0	0	0	0	0	0	0	0.45
ENSG00000224500	0	0	0	0	17.66	0	0	0	0	0.9
ENSG00000228092	0	6.56	0	0	0	0	0	0	0	0
ENSG00000199592	0.55	8.75	0	0	5.05	0	0	1.73	0	0
ENSG00000213514	7.11	65.64	4.77	283.03	55.5	4.78	3.78	24.74	10.52	11.22
ENSG00000277981	1.64	48.13	12.94	101.08	148.85	47.84	13.6	23.01	8.18	21.09
ENSG00000156113	363.07	1150.84	462.6	2551.31	1379.99	1580.96	370.28	597.74	412.47	240.49
ENSG00000225652	2.19	0	0.68	32.35	15.14	0	0	4.03	0	6.28
ENSG00000165471	0	4.38	0	0	20.18	0	0	2.88	0	4.04
ENSG00000023839	9.84	96.27	10.22	121.3	70.64	50.23	6.05	16.68	12.85	13.91
ENSG00000189014	1.09	6.56	0.68	0	2.52	0	0.76	6.33	0	0.45
ENSG00000276544	0	0	0.68	0	0	0	0	1.15	0	0
ENSG00000226964	2.73	2.19	9.54	28.3	17.66	14.35	16.62	11.51	6.43	3.59
ENSG00000276850	0	13.13	0.68	0	15.14	0	1.51	1.73	0	2.24
ENSG00000273760	0	0	0	0	0	0	0	0	0	0.9
ENSG00000276430	0	0	0	0	0	0	0	0	0	2.69
ENSG00000201548	0	0	0	0	0	0	0	0	0	0
ENSG00000237205	0	15.32	0.68	0	12.61	23.92	1.51	6.9	0.58	1.79
ENSG00000182333	0.55	8.75	0	48.52	12.61	0	0	2.88	2.92	1.35
ENSG00000271408	0	13.13	0	0	0	0	0	0.58	2.34	0.45
ENSG00000226358	0	0	0	0	0	0	0	1.15	0	0
ENSG00000235150	0	0	0	0	2.52	0	0	0	1.17	1.35
ENSG00000173239	1.64	28.44	8.18	0	12.61	2.39	2.27	2.3	2.92	3.14
ENSG00000204020	0	26.25	0.68	4.04	2.52	0	0.76	4.03	1.17	6.28
ENSG00000200887	0	0	2.73	0	15.14	0	0	1.73	1.17	0
ENSG00000230125	0	0	0	0	0	0	0	0.58	0	0
