Gene	UHR_1	UHR_2	brain_1	brain_2
P2RY10	5	8	1	1
P2RY11	101	102	57	60
P2RY12	1	1	17	13
P2RY13	1	1	9	11
P2RY14	2	1	5	10
P2RY2	17	24	14	12
P2RY4	4	3	1	2
P2RY6	32	38	11	14
P4HA1	523	576	36	45
P4HA2	670	734	67	86
P4HA3	4	7	3	2
P4HB	7858	8184	978	1017
P4HTM	262	275	903	964
PA2G4	945	1005	233	215
PA2G4P4	84	76	14	18
PAAF1	147	165	134	190
PABPC1	5967	6071	573	633
PABPC1L	326	320	18	13
PABPC1L2A	1	1	19	18
PABPC1L2B	1	1	24	32
PABPC1P2	33	48	2	2
PABPC3	725	726	55	49
PABPC4	1695	1788	261	305
PABPC4L	10	7	2	4
PABPC5	3	7	12	7
PABPN1	1197	1253	672	726
PABPN1L	5	3	4	3
PACRG	1	2	25	23
PACRGL	46	36	34	30
PACS1	802	846	766	828
PACS2	583	566	1728	1878
PACSIN1	59	71	3985	4452
PACSIN2	796	898	462	555
PACSIN3	459	495	152	175
PADI1	9	9	2	3
PADI2	13	18	1089	1265
PADI3	5	8	1	1
PADI4	2	1	7	3
PAEP	17	16	1	1
PAF1	441	480	426	484
PAFAH1B1	755	812	1678	1730
PAFAH1B2	468	506	505	633
PAFAH1B3	298	311	158	202
PAFAH2	77	84	28	28
PAG1	62	64	246	233
PAGE1	14	15	1	1
PAGE2	1	2	1	1
PAGE4	1	2	1	2
PAGE5	2	7	1	1
PAH	86	98	11	9
PAICS	1160	1238	145	166
PAIP1	158	162	62	83
PAIP2	394	470	502	550
PAIP2B	64	51	432	508
PAK1	382	383	1062	1194
PAK1IP1	127	132	23	27
PAK2	468	517	168	184
PAK3	6	5	38	38
PAK4	720	787	267	246
PAK6	21	19	341	429
PAK7	1	1	177	190
PALB2	137	172	36	33
PALLD	313	349	190	215
PALM	256	249	2204	2345
PALM2	11	16	106	116
PALM2-AKAP2	1	2	2	2
PALM3	78	61	31	51
PALMD	39	42	14	19
PAM	541	633	420	440
PAMR1	10	8	96	101
PAN2	484	609	294	331
PAN3	163	154	84	104
PANK1	107	87	72	83
PANK2	162	148	100	93
PANK3	123	144	86	80
PANK4	235	231	223	274
PANX1	164	156	70	75
PANX2	158	181	984	1089
PANX3	2	1	1	1
PAOX	30	31	57	71
PAPD4	136	194	66	68
PAPD5	106	112	93	103
PAPD7	542	549	248	298
PAPL	4	7	65	86
PAPLN	61	61	60	76
PAPOLA	661	674	246	272
PAPOLB	13	8	3	6
PAPOLG	66	106	50	51
PAPPA	114	123	13	6
PAPPA2	5	9	7	12
PAPSS1	301	353	343	343
PAPSS2	136	105	40	47
PAQR3	101	127	109	99
PAQR4	640	687	506	614
PAQR5	79	68	14	18
PAQR6	163	173	2833	3020
PAQR7	183	218	94	111
PAQR8	143	200	633	732
PAQR9	23	29	20	19
PAR-SN	6	7	41	38
PAR1	2	1	3	3
PAR5	11	11	87	90
PARD3	312	361	61	76
PARD3B	13	19	12	13
PARD6A	50	49	288	309
PARD6B	141	139	11	18
PARD6G	86	97	35	40
PARG	68	77	38	50
PARK2	6	11	77	87
PARK7	845	928	650	723
PARL	182	199	112	99
PARM1	29	27	375	400
PARN	332	333	109	125
PARP1	2069	2295	663	725
PARP10	419	419	175	189
PARP11	32	41	21	23
PARP12	247	236	25	26
PARP14	283	261	78	86
PARP15	1	2	1	1
PARP16	144	132	52	42
PARP2	208	193	114	112
PARP3	179	199	104	121
PARP4	321	342	36	58
PARP6	272	309	344	379
PARP8	59	60	44	38
PARP9	97	104	49	38
PARS2	94	80	28	36
PART1	9	11	123	129
PARVA	282	341	136	172
PARVB	334	374	96	143
PARVG	39	53	28	32
PASD1	58	78	1	1
PASK	251	297	78	81
PATE3	1	1	1	2
PATE4	2	1	1	2
PATL1	410	427	109	128
PATL2	5	4	3	2
PATZ1	546	551	284	363
PAWR	131	154	6	9
PAX1	1	1	1	2
PAX2	1	1	27	23
PAX3	37	47	16	14
PAX5	5	8	1	2
PAX6	37	60	316	358
PAX7	1	2	19	29
PAX8	38	47	18	7
PAX9	35	47	4	1
PAXIP1	230	243	137	155
PBK	148	168	1	1
PBLD	17	15	20	30
PBOV1	1	2	1	2
PBRM1	333	330	133	162
PBX1	341	308	427	457
PBX2	369	352	139	172
PBX3	143	121	53	75
PBX4	32	33	11	9
PBXIP1	516	604	786	820
PC	550	495	886	998
PCA3	1	3	2	1
PCBD1	203	242	162	170
PCBD2	39	46	18	18
PCBP1	2853	3073	1406	1448
PCBP2	2931	3055	1090	1116
PCBP3	32	53	245	279
PCBP4	393	390	1089	1177
PCCA	124	135	89	109
PCCB	416	397	172	205
PCDH1	209	214	803	837
PCDH10	65	65	428	513
PCDH11X	2	3	17	10
PCDH11Y	1	1	9	6
PCDH12	11	15	18	18
PCDH15	4	3	23	21
PCDH17	6	5	258	269
PCDH18	30	31	29	29
PCDH19	13	11	112	139
PCDH20	2	1	49	55
PCDH7	200	173	342	368
PCDH8	16	15	238	329
PCDH9	18	19	588	612
PCDHA1	2	2	38	30
PCDHA10	4	3	38	29
PCDHA11	24	19	44	24
PCDHA12	6	7	19	21
PCDHA13	5	4	11	18
PCDHA2	4	5	12	12
PCDHA3	1	3	25	33
PCDHA4	5	3	16	24
PCDHA5	4	2	37	28
PCDHA6	9	11	43	51
PCDHA7	6	10	12	17
PCDHA8	2	4	12	12
PCDHA9	1	2	17	16
PCDHAC1	3	6	8	11
PCDHAC2	7	6	148	196
PCDHB1	1	1	2	1
PCDHB10	8	9	29	34
PCDHB11	2	3	12	15
PCDHB12	9	10	14	16
PCDHB13	13	19	8	8
PCDHB14	19	19	39	58
PCDHB15	24	19	39	54
PCDHB16	14	25	21	31
PCDHB17	3	1	5	3
PCDHB18	4	1	15	15
PCDHB19P	1	3	3	8
PCDHB2	45	54	17	19
PCDHB3	8	13	12	11
PCDHB4	10	9	57	42
PCDHB5	57	40	34	29
PCDHB6	4	6	29	25
PCDHB7	7	12	17	21
PCDHB8	8	10	3	6
PCDHB9	3	7	8	19
PCDHGA1	9	5	11	16
PCDHGA10	9	5	20	23
PCDHGA11	12	15	26	30
PCDHGA12	28	23	47	59
PCDHGA2	15	17	33	33
PCDHGA3	6	3	21	32
PCDHGA4	12	9	35	42
PCDHGA5	2	9	34	30
PCDHGA6	14	9	34	46
PCDHGA7	12	23	20	26
PCDHGA8	5	6	1	3
PCDHGA9	4	7	57	69
PCDHGB1	15	16	28	30
PCDHGB2	6	12	55	46
PCDHGB3	6	7	9	9
PCDHGB4	17	23	20	9
PCDHGB5	23	18	27	38
PCDHGB6	7	6	27	36
PCDHGB7	42	49	101	103
PCDHGB8P	4	2	4	2
PCDHGC3	304	337	807	900
PCDHGC4	5	5	219	193
PCDHGC5	9	13	214	214
PCDP1	1	1	15	17
PCF11	392	353	179	193
PCGF1	72	75	49	62
PCGF2	191	232	69	99
PCGF3	496	560	417	461
PCGF5	187	181	199	204
PCGF6	46	51	10	6
PCID2	299	302	92	105
PCIF1	417	417	390	463
PCK1	122	118	10	7
PCK2	673	685	60	68
PCLO	26	39	778	830
PCM1	542	642	334	405
PCMT1	438	419	495	558
PCMTD1	88	90	93	95
PCMTD2	227	282	259	278
PCNA	524	514	44	46
PCNAP1	2	4	1	1
PCNP	313	311	235	268
PCNT	790	769	488	505
PCNX	321	364	293	320
PCNXL2	105	101	483	506
PCNXL3	1197	1205	489	483
PCOLCE	1202	1254	61	72
PCOLCE2	116	105	6	6
PCOTH	2	1	1	1
PCP2	6	13	103	108
PCP4	11	16	194	234
PCP4L1	2	2	164	154
PCSK1	88	113	198	218
PCSK1N	202	210	3062	3461
PCSK2	42	54	398	466
PCSK4	91	110	55	49
PCSK5	16	20	17	23
PCSK6	307	316	481	574
PCSK7	301	331	183	208
PCSK9	526	511	130	137
PCTP	108	146	29	22
PCYOX1	408	457	232	243
PCYOX1L	151	132	140	155
PCYT1A	111	121	65	63
PCYT1B	51	61	135	141
PCYT2	538	592	503	529
PDAP1	748	821	312	346
PDC	2	1	1	2
PDCD1	12	20	5	2
PDCD10	94	112	32	30
PDCD11	791	852	164	202
PDCD1LG2	6	7	2	2
PDCD2	322	361	61	67
PDCD2L	80	91	31	38
PDCD4	246	252	107	123
PDCD5	208	204	98	76
PDCD6	745	753	280	323
PDCD6IP	639	740	282	314
PDCD7	304	277	164	134
PDCL	142	164	86	81
PDCL2	1	1	2	1
PDCL3	61	55	20	32
PDDC1	560	570	587	578
PDE10A	30	32	51	68
PDE11A	29	18	9	8
PDE12	164	175	91	109
PDE1A	28	27	161	155
PDE1B	28	29	543	592
PDE1C	35	39	107	115
PDE2A	202	206	872	934
PDE3A	152	150	45	44
PDE3B	163	173	64	68
PDE4A	208	231	596	679
PDE4B	157	149	390	373
PDE4C	24	32	25	35
PDE4D	132	131	97	94
PDE4DIP	280	273	1270	1433
PDE5A	71	78	29	49
PDE6A	3	1	3	4
PDE6B	40	27	95	117
PDE6C	1	3	2	1
PDE6D	106	91	111	114
PDE6G	5	4	2	4
PDE6H	1	1	1	2
PDE7A	204	236	47	58
PDE7B	42	47	48	61
PDE8A	237	250	134	157
PDE8B	79	94	215	223
PDE9A	81	71	52	61
PDF	110	78	16	32
PDGFA	298	346	293	382
PDGFB	102	126	142	154
PDGFC	97	73	19	15
PDGFD	11	18	7	7
PDGFRA	202	210	113	138
PDGFRB	269	293	347	388
PDGFRL	28	23	5	12
PDHA1	742	788	331	355
PDHA2	26	14	9	10
PDHB	294	340	222	194
PDHX	204	175	148	151
PDIA2	130	138	688	805
PDIA3	1017	1019	201	264
PDIA3P	505	500	94	111
PDIA4	2497	2595	257	258
PDIA5	185	183	7	8
PDIA6	1653	1722	153	210
PDIK1L	75	75	48	57
PDILT	4	7	1	1
PDK1	316	368	40	33
PDK2	244	241	1083	1134
PDK3	335	318	230	276
PDK4	151	131	168	147
PDLIM1	546	518	40	40
PDLIM2	275	270	290	323
PDLIM3	31	46	103	95
PDLIM4	262	251	110	127
PDLIM5	231	211	130	159
PDLIM7	708	712	109	110
PDP1	107	134	426	528
PDP2	142	112	71	75
PDPK1	241	253	412	486
PDPN	146	170	58	66
PDPR	466	531	200	246
PDRG1	237	247	150	153
PDS5A	632	722	207	215
PDS5B	177	210	181	223
PDSS1	59	58	9	14
PDSS2	107	81	30	35
PDXDC1	676	745	291	311
PDXDC2	29	34	29	23
PDXK	1617	1591	2187	2502
PDXP	667	644	1517	1683
PDYN	2	1	23	23
PDZD11	128	149	81	99
PDZD2	76	77	562	605
PDZD4	295	325	4658	5117
PDZD7	22	21	163	173
PDZD8	173	162	183	173
PDZD9	1	2	4	3
PDZK1	9	7	13	5
PDZK1IP1	3	3	2	1
PDZRN3	156	142	178	208
PDZRN4	1	1	27	27
PEA15	873	903	4281	4711
PEAR1	51	39	53	65
PEBP1	1810	1796	4450	4813
PEBP4	1	1	10	21
PECAM1	13	12	64	71
PECI	271	260	85	86
PECR	90	82	12	22
PEF1	419	444	395	472
PEG10	3298	3794	1597	1734
PEG3	784	836	1205	1224
PELI1	100	105	122	123
PELI2	112	95	121	145
PELI3	127	128	641	735
PELO	319	336	88	117
PELP1	923	1037	573	643
PEMT	190	203	72	94
PENK	1	3	107	101
PEPD	431	435	344	392
PER1	475	452	848	906
PER2	160	141	196	176
PER3	200	193	431	512
PERP	690	713	51	54
PES1	818	910	249	232
PET112L	149	128	176	190
PET117	24	26	28	26
PEX1	105	140	80	89
PEX10	183	187	123	134
PEX11A	26	41	17	18
PEX11B	112	148	174	179
PEX11G	13	15	19	19
PEX12	53	67	52	64
PEX13	81	99	48	58
PEX14	298	317	288	347
PEX16	186	200	197	222
PEX19	393	423	342	349
PEX2	94	119	61	74
PEX26	154	190	188	223
PEX3	55	65	27	23
PEX5	521	577	518	593
PEX5L	27	28	165	158
PEX6	423	479	350	423
PEX7	23	29	23	27
PFAS	738	786	184	162
PFDN1	167	196	187	186
PFDN2	394	417	216	247
PFDN4	94	98	27	23
PFDN5	862	904	524	569
PFDN6	264	274	121	130
PFKFB1	4	3	3	3
PFKFB2	141	144	155	156
PFKFB3	800	727	890	1009
PFKFB4	743	796	52	67
PFKL	2916	2859	1392	1488
PFKM	615	657	1012	1116
PFKP	1971	2041	1518	1752
PFN1	5767	5965	762	859
PFN2	626	666	1471	1645
PFN4	6	5	1	3
PGA5	2	1	1	2
PGAM1	102	96	51	65
PGAM2	28	34	213	257
PGAM4	4	4	3	1
PGAM5	574	600	240	287
PGAP1	68	77	117	129
PGAP2	212	218	76	88
PGAP3	141	153	188	182
PGBD1	78	75	51	62
PGBD2	65	52	18	21
PGBD3	20	24	5	8
PGBD4	16	18	12	16
PGBD5	78	87	688	798
PGC	165	169	1	6
PGCP	153	117	83	105
PGD	1250	1208	339	387
PGF	119	153	16	22
PGGT1B	35	32	14	12
PGK1	5554	5959	876	957
PGK2	5	5	1	1
PGLS	446	448	101	134
PGLYRP1	4	1	10	12
PGLYRP2	3	3	1	2
PGLYRP3	1	3	1	1
PGLYRP4	4	3	1	1
PGM1	912	1012	315	310
PGM2	151	199	19	28
PGM2L1	51	60	313	326
PGM3	169	196	58	44
PGM5	12	20	39	43
PGM5P2	1	1	1	2
PGP	661	627	626	710
PGPEP1	396	441	197	215
PGPEP1L	1	1	2	2
PGR	32	36	7	9
PGRMC1	702	663	598	665
PGRMC2	607	649	320	325
PGS1	254	271	204	201
PHACTR1	37	35	173	226
PHACTR2	126	118	56	71
PHACTR3	2	2	429	485
PHACTR4	261	298	94	99
PHAX	144	135	141	147
PHB	1074	1072	216	254
PHB2	1753	1842	382	422
PHC1	102	92	26	33
PHC2	946	1033	869	1034
PHC3	234	267	184	235
PHEX	3	2	2	3
PHF1	399	419	483	486
PHF10	128	139	41	43
PHF11	36	45	32	32
PHF12	493	503	311	296
PHF13	305	312	103	147
PHF14	221	252	147	164
PHF15	539	532	788	798
PHF16	121	129	35	30
PHF17	420	402	257	250
PHF19	1101	1170	252	241
PHF2	376	339	541	578
PHF20	350	380	259	299
PHF20L1	175	222	113	142
PHF21A	376	377	348	387
PHF21B	42	23	33	40
PHF23	323	317	176	194
PHF3	374	386	236	230
PHF5A	175	177	46	55
PHF6	185	193	85	105
PHF7	57	51	36	41
PHF8	465	489	205	233
PHGDH	1702	1746	583	642
PHGR1	2	1	1	1
PHIP	251	287	196	215
PHKA1	154	220	43	33
PHKA2	351	349	104	109
PHKB	287	306	130	160
PHKG1	11	8	32	36
PHKG2	326	339	199	249
PHLDA1	1614	1570	212	251
PHLDA2	566	543	13	18
PHLDA3	378	397	564	582
PHLDB1	522	554	1720	1845
PHLDB2	191	163	17	19
PHLDB3	85	86	27	21
PHLPP1	288	274	737	808
PHLPP2	108	117	210	231
PHOSPHO1	8	10	49	42
PHOSPHO2	6	11	3	7
PHOX2A	10	5	1	1
PHOX2B	1	1	2	1
PHPT1	824	814	407	439
PHRF1	782	823	501	590
PHTF1	108	114	73	92
PHTF2	115	121	54	59
PHYH	119	111	86	97
PHYHD1	26	22	65	66
PHYHIP	28	15	6059	6855
PHYHIPL	62	68	533	586
PI15	21	17	22	22
PI16	22	23	59	67
PI3	11	7	1	1
PI4K2A	319	321	409	405
PI4K2B	113	104	12	12
PI4KA	857	863	2221	2357
PI4KAP1	37	31	9	10
PI4KAP2	45	44	9	17
PI4KB	629	630	550	706
PIAS1	157	153	80	73
PIAS2	92	79	77	74
PIAS3	326	333	202	206
PIAS4	225	225	155	190
PIBF1	39	48	20	21
PICALM	778	816	446	534
PICK1	211	204	334	431
PID1	25	25	157	159
PIF1	234	256	6	6
PIGA	9	6	4	7
PIGB	61	47	10	7
PIGC	167	133	48	64
PIGF	31	27	17	18
PIGG	212	250	125	137
PIGH	66	72	72	64
PIGK	83	116	78	75
PIGL	51	57	21	15
PIGM	70	112	51	62
PIGN	107	102	23	42
PIGO	323	326	120	141
PIGP	50	49	14	21
PIGQ	639	638	446	568
PIGR	5	2	1	1
PIGS	595	731	295	320
PIGT	1622	1552	477	555
PIGU	228	222	79	92
PIGV	117	134	50	44
PIGW	71	58	9	12
PIGX	123	115	80	77
PIGY	302	291	183	227
PIGZ	128	119	160	166
PIH1D1	432	421	182	198
PIH1D2	4	5	4	2
PIK3AP1	18	17	19	31
PIK3C2A	229	232	126	159
PIK3C2B	170	181	270	292
PIK3C2G	1	1	2	1
PIK3C3	126	128	77	70
PIK3CA	76	81	63	50
PIK3CB	154	168	132	139
PIK3CD	178	175	111	135
PIK3CG	103	91	7	5
PIK3IP1	67	69	307	361
PIK3R1	223	226	772	814
PIK3R2	924	927	622	690
PIK3R3	177	236	478	479
PIK3R4	210	225	122	142
PIK3R5	44	44	11	14
PIK3R6	8	5	10	4
PIKFYVE	306	277	182	197
PILRA	10	20	38	32
PILRB	644	727	543	548
PIM1	1000	994	136	160
PIM2	755	728	94	127
PIM3	732	761	433	469
PIN1	438	441	1028	1165
PIN1L	21	21	42	45
PIN4	44	44	25	33
PINK1	348	382	2518	2775
PINX1	55	53	24	25
PION	26	28	20	26
PIP4K2A	428	462	1465	1617
PIP4K2B	814	830	1959	2147
PIP4K2C	253	282	353	382
PIP5K1A	372	389	119	119
PIP5K1B	15	22	125	135
PIP5K1C	626	655	2279	2640
PIP5K1P1	14	14	3	3
PIP5KL1	75	71	20	12
PIPOX	162	160	32	42
PIPSL	300	280	130	133
PIR	137	159	34	34
PIRT	1	1	45	47
PISD	285	288	767	876
PITPNA	653	653	1003	1013
PITPNB	375	405	245	283
PITPNC1	172	164	134	134
PITPNM1	869	798	1137	1289
PITPNM2	366	380	631	733
PITPNM3	60	74	1099	1185
PITRM1	469	491	448	489
PITX1	509	496	3	1
PITX2	6	17	1	1
PITX3	4	4	1	1
PIWIL1	4	1	1	1
PIWIL2	55	66	5	9
PIWIL4	4	6	21	15
PJA1	210	201	413	474
PJA2	538	507	1470	1597
PKD1	1196	1130	6390	7332
PKD1L1	5	9	11	14
PKD1L2	17	18	18	19
PKD1L3	2	3	4	8
PKD2	126	139	112	136
PKD2L1	1	1	8	15
PKD2L2	1	1	2	1
PKDCC	368	399	116	169
PKDREJ	5	4	5	3
PKHD1	3	1	1	1
PKHD1L1	1	2	2	1
PKIA	51	33	238	237
PKIB	14	23	162	212
PKIG	243	246	282	366
PKLR	88	91	7	15
PKM2	17873	19069	6099	6722
PKMYT1	609	645	10	12
PKN1	1461	1480	726	810
PKN2	198	201	78	79
PKN3	390	404	75	86
PKNOX1	129	138	112	144
PKNOX2	84	75	323	347
PKP1	52	67	13	15
PKP2	115	117	17	18
PKP3	425	399	9	12
PKP4	492	515	1177	1361
PL-5283	192	223	51	53
PLA1A	29	23	20	27
PLA2G10	2	1	1	2
PLA2G12A	154	155	136	142
PLA2G12B	4	8	1	1
PLA2G15	293	314	175	198
PLA2G16	110	132	532	654
PLA2G1B	1	2	1	2
PLA2G2A	33	46	1	1
PLA2G2D	2	2	1	1
PLA2G2F	2	1	1	1
PLA2G3	26	32	5	7
PLA2G4A	151	142	13	12
PLA2G4C	11	8	221	201
PLA2G4D	7	5	3	4
PLA2G4E	1	2	1	2
PLA2G4F	4	2	2	1
PLA2G5	4	4	9	12
PLA2G6	202	212	302	342
PLA2G7	3	5	12	9
PLA2R1	7	16	32	33
PLAA	197	225	94	77
PLAC1	14	17	1	1
PLAC2	51	61	29	51
PLAC4	29	42	7	5
PLAC8	68	78	3	1
PLAC8L1	5	2	1	11
PLAC9	20	12	18	26
PLAG1	41	36	13	17
PLAGL1	93	120	34	41
PLAGL2	314	341	60	46
PLAT	592	644	119	143
PLAU	338	367	7	8
PLAUR	250	234	29	33
PLB1	10	15	14	11
PLBD1	41	49	4	4
PLBD2	415	410	374	405
PLCB1	98	127	307	335
PLCB2	54	62	79	100
PLCB3	678	641	164	180
PLCB4	49	56	249	218
PLCD1	123	124	154	179
PLCD3	414	457	478	530
PLCD4	36	47	30	25
PLCE1	42	55	41	47
PLCG1	1834	1915	1029	1177
PLCG2	90	89	28	27
PLCH1	52	42	94	96
PLCH2	17	22	763	870
PLCL1	49	37	208	240
PLCL2	65	58	195	206
PLCXD2	3	5	20	25
PLCXD3	5	3	293	280
PLD1	141	157	77	79
PLD2	205	197	182	228
PLD3	1452	1404	2924	3206
PLD4	20	35	49	53
PLD5	2	1	26	22
PLD6	77	62	86	96
PLDN	185	181	153	190
PLEC	7157	6991	4646	5101
PLEK	15	23	15	17
PLEK2	35	29	2	1
PLEKHA1	125	94	198	208
PLEKHA2	318	339	120	121
PLEKHA3	44	49	60	55
PLEKHA4	187	169	30	48
PLEKHA5	186	190	92	98
PLEKHA6	165	180	884	1025
PLEKHA7	89	111	47	51
PLEKHA8	19	27	7	9
PLEKHA9	36	32	9	11
PLEKHB1	98	123	3826	4055
PLEKHB2	634	601	1134	1152
PLEKHF1	61	68	62	63
PLEKHF2	122	122	16	27
PLEKHG1	28	19	59	64
PLEKHG2	465	484	49	65
PLEKHG3	255	255	416	524
PLEKHG4	527	557	44	29
PLEKHG4B	117	130	6	5
PLEKHG5	187	164	1300	1509
PLEKHG6	64	69	3	3
PLEKHH1	175	179	1034	1117
PLEKHH2	81	94	41	31
PLEKHH3	347	344	154	204
PLEKHJ1	479	475	213	235
PLEKHM1	148	182	242	277
PLEKHM1P	36	42	45	55
PLEKHM2	916	956	1978	2233
PLEKHM3	76	105	303	326
PLEKHN1	64	73	2	2
PLEKHO1	235	256	348	432
PLEKHO2	218	260	236	247
PLG	1	5	3	1
PLIN1	6	4	21	27
PLIN2	788	828	42	55
PLIN3	924	926	254	260
PLIN4	32	35	87	108
PLIN5	19	22	41	51
PLK1	1475	1507	40	36
PLK1S1	101	82	59	75
PLK2	273	335	219	248
PLK3	103	112	38	48
PLK4	142	144	5	4
PLK5P	4	5	127	151
PLLP	108	126	736	806
PLN	1	1	3	6
PLOD1	3180	3211	325	340
PLOD2	462	474	40	52
PLOD3	1909	2027	237	252
PLP1	290	305	14347	15788
PLP2	907	942	35	36
PLRG1	217	215	93	89
PLS1	60	72	12	15
PLS3	554	568	182	166
PLSCR1	128	145	36	49
PLSCR3	265	278	87	91
PLSCR4	15	28	81	87
PLTP	389	417	357	411
PLVAP	3	3	19	19
PLXDC1	5	2	148	187
PLXDC2	10	20	43	41
PLXNA1	1431	1403	886	866
PLXNA2	159	159	921	999
PLXNA3	764	743	548	604
PLXNA4	87	114	329	369
PLXNB1	881	890	1437	1548
PLXNB2	2078	2005	1513	1629
PLXNB3	246	262	1114	1200
PLXNC1	165	152	93	100
PLXND1	1331	1330	554	646
PM20D1	1	2	4	2
PM20D2	134	127	43	43
PMAIP1	149	164	6	5
PMCH	2	1	1	1
PMEPA1	234	271	288	336
PMF1	394	396	139	130
PMFBP1	15	12	4	5
PML	661	643	332	334
PMM1	237	258	255	300
PMM2	347	412	45	45
PMP2	3	4	428	456
PMP22	199	241	540	596
PMPCA	833	896	326	369
PMPCB	357	368	163	146
PMS1	87	112	45	56
PMS2	61	64	58	61
PMS2CL	23	18	9	15
PMS2L1	39	33	20	18
PMS2L11	10	12	1	3
PMS2L3	31	40	18	24
PMS2L4	1	2	3	3
PMS2L5	6	5	8	8
PMVK	288	289	300	366
PNCK	28	36	248	294
PNKD	412	418	775	871
PNKP	224	212	117	125
PNLDC1	1	1	7	10
PNLIPRP3	3	2	1	1
PNMA1	473	488	1501	1663
PNMA2	206	192	1462	1562
PNMA3	21	16	532	625
PNMA5	1	1	55	72
PNMAL1	134	125	1000	1121
PNMAL2	6	3	1743	1983
PNMT	26	32	51	67
PNN	1230	1350	317	375
PNO1	141	152	27	32
PNOC	4	6	11	13
PNP	418	437	87	91
PNPLA1	1	1	2	1
PNPLA2	909	953	691	748
PNPLA3	65	71	8	9
PNPLA4	57	82	40	46
PNPLA5	2	4	10	11
PNPLA6	757	780	1025	1230
PNPLA7	80	61	244	245
PNPLA8	97	113	129	153
PNPO	314	362	243	262
PNPT1	156	145	43	46
PNRC1	267	293	299	346
PNRC2	180	188	85	79
POC1A	174	186	19	18
POC1B	62	66	38	50
POC5	53	68	22	21
PODN	27	34	45	51
PODNL1	25	26	17	21
PODXL	2563	2759	474	462
PODXL2	635	684	926	989
POF1B	7	5	1	1
POFUT1	803	783	108	120
POFUT2	556	538	140	183
POGK	453	455	377	419
POGZ	772	806	711	815
POLA1	261	264	43	43
POLA2	385	388	46	58
POLB	95	93	104	125
POLD1	1213	1279	86	105
POLD2	1482	1606	317	339
POLD3	228	249	28	37
POLD4	303	319	98	128
POLDIP2	843	920	449	486
POLDIP3	763	844	558	663
POLE	1248	1461	348	374
POLE2	39	34	4	2
POLE3	411	410	134	176
POLE4	189	201	84	79
POLG	1089	1189	381	434
POLG2	103	98	22	19
POLH	176	209	49	65
POLI	79	77	58	38
POLK	57	66	38	44
POLL	237	204	129	185
POLM	217	220	99	107
POLN	6	4	10	13
POLQ	152	172	3	2
POLR1A	533	659	174	193
POLR1B	297	347	59	69
POLR1C	179	210	41	44
POLR1D	448	443	189	227
POLR1E	220	227	63	80
POLR2A	2477	2727	1909	2049
POLR2B	580	600	279	304
POLR2C	572	596	290	316
POLR2D	410	422	95	107
POLR2E	1293	1349	772	941
POLR2F	307	381	179	204
POLR2G	388	365	147	135
POLR2H	328	341	87	84
POLR2I	239	242	334	340
POLR2J	207	230	89	107
POLR2J2	2	3	2	6
POLR2J3	8	9	7	6
POLR2J4	41	42	43	57
POLR2K	81	84	65	66
POLR2L	1070	1193	380	445
POLR3A	341	349	271	339
POLR3B	98	98	48	63
POLR3C	172	198	63	82
POLR3D	347	372	71	85
POLR3E	572	627	182	214
POLR3F	58	70	59	66
POLR3G	58	55	13	13
POLR3GL	78	88	68	49
POLR3H	409	413	466	539
POLR3K	266	281	84	104
POLRMT	589	634	363	420
POM121	316	350	128	135
POM121C	278	312	123	135
POM121L10P	1	1	2	2
POM121L1P	1	1	2	1
POM121L2	1	1	2	1
POM121L8P	2	2	1	1
POM121L9P	1	1	4	2
POMC	5	8	18	16
POMGNT1	508	525	371	442
POMP	189	215	68	96
POMT1	328	320	344	409
POMT2	207	220	191	201
POMZP3	16	13	11	12
PON1	1	3	5	1
PON2	291	305	271	260
PON3	11	6	1	1
POP1	107	148	35	31
POP4	118	131	101	136
POP5	161	162	49	56
POP7	296	315	199	229
POPDC2	2	4	5	13
POPDC3	31	26	27	33
POR	1151	1176	400	457
PORCN	127	134	188	197
POSTN	61	77	1	4
POT1	134	136	42	45
POTEE	3	3	1	1
POTEF	3	3	5	2
POTEM	2	1	1	1
POU2AF1	108	130	8	4
POU2F1	35	46	26	37
POU2F2	8	15	41	48
POU2F3	3	4	1	1
POU3F1	62	50	55	51
POU3F2	49	44	86	118
POU3F3	5	3	292	381
POU3F4	1	1	13	15
POU4F1	29	35	2	4
POU4F2	1	1	3	2
POU4F3	1	1	2	2
POU5F1	82	88	1	2
POU5F1B	11	6	1	1
POU5F2	3	3	4	1
POU6F1	71	82	556	588
POU6F2	10	9	11	10
PP14571	4	11	14	18
PPA1	322	294	227	245
PPA2	118	137	66	44
PPAN	115	109	40	35
PPAP2A	116	104	134	159
PPAP2B	653	642	697	727
PPAP2C	223	250	155	175
PPAPDC1A	17	27	53	85
PPAPDC1B	116	143	52	51
PPAPDC2	81	97	60	66
PPAPDC3	54	60	191	224
PPARA	230	245	126	119
PPARD	516	543	550	610
PPARG	62	60	15	16
PPARGC1A	70	83	95	117
PPARGC1B	93	79	142	210
PPAT	177	185	37	29
PPCDC	87	76	24	23
PPCS	135	130	72	85
PPDPF	2292	2272	979	1114
PPEF1	4	3	11	11
PPEF2	2	1	4	4
PPFIA1	510	568	286	311
PPFIA2	1	1	181	210
PPFIA3	255	267	1024	1129
PPFIA4	494	576	1824	2046
PPFIBP1	234	235	147	143
PPFIBP2	119	89	90	108
