Gene	length
ENSMUSG00000006205	1572
ENSMUSG00000006215	867
ENSMUSG00000006216	1412
ENSMUSG00000006218	1433
ENSMUSG00000006219	593
ENSMUSG00000006221	2769
ENSMUSG00000006235	1210
ENSMUSG00000006241	1442
ENSMUSG00000006262	4482
ENSMUSG00000006269	794
ENSMUSG00000006270	647
ENSMUSG00000006273	704
ENSMUSG00000006276	2653
ENSMUSG00000006281	8168
ENSMUSG00000006288	1841
ENSMUSG00000006289	1264
ENSMUSG00000006299	1378
ENSMUSG00000006301	1521
ENSMUSG00000006304	1358
ENSMUSG00000006307	788
ENSMUSG00000006310	854
ENSMUSG00000006311	1048
ENSMUSG00000006313	1421
ENSMUSG00000006315	774
ENSMUSG00000006333	782
ENSMUSG00000006335	710
ENSMUSG00000006342	3075
ENSMUSG00000006344	774
ENSMUSG00000006345	762
ENSMUSG00000006356	710
ENSMUSG00000006360	534
ENSMUSG00000006362	639
ENSMUSG00000006369	2273
ENSMUSG00000006373	1857
ENSMUSG00000006378	1763
ENSMUSG00000006386	4362
ENSMUSG00000006389	2083
ENSMUSG00000006390	1137
ENSMUSG00000006392	805
ENSMUSG00000006395	910
ENSMUSG00000006398	771
ENSMUSG00000006403	4075
ENSMUSG00000006411	3245
ENSMUSG00000006412	885
ENSMUSG00000006418	2502
ENSMUSG00000006423	2242
ENSMUSG00000006435	3918
ENSMUSG00000006442	841
ENSMUSG00000006445	750
ENSMUSG00000006456	3165
ENSMUSG00000006457	1931
ENSMUSG00000006462	3022
ENSMUSG00000006463	2292
ENSMUSG00000006464	5581
ENSMUSG00000006469	628
ENSMUSG00000006471	719
ENSMUSG00000006476	1765
ENSMUSG00000006488	918
ENSMUSG00000006490	926
ENSMUSG00000006494	928
ENSMUSG00000006498	796
ENSMUSG00000006517	1794
ENSMUSG00000006519	682
ENSMUSG00000006522	2100
ENSMUSG00000006526	968
ENSMUSG00000006527	2780
ENSMUSG00000006529	3077
ENSMUSG00000006538	2443
ENSMUSG00000006542	2172
ENSMUSG00000006546	822
ENSMUSG00000006567	5274
ENSMUSG00000006570	305
ENSMUSG00000006574	357
ENSMUSG00000006575	1420
ENSMUSG00000006576	758
ENSMUSG00000006585	710
ENSMUSG00000006586	2824
ENSMUSG00000006587	1628
ENSMUSG00000006589	595
ENSMUSG00000006599	1451
ENSMUSG00000006611	1291
ENSMUSG00000006638	889
ENSMUSG00000006641	3078
ENSMUSG00000006642	4116
ENSMUSG00000006649	1987
ENSMUSG00000006651	811
ENSMUSG00000006673	859
ENSMUSG00000006675	982
ENSMUSG00000006676	1118
ENSMUSG00000006678	2151
ENSMUSG00000006699	1778
ENSMUSG00000006705	1855
ENSMUSG00000006711	2674
ENSMUSG00000006715	749
ENSMUSG00000006717	721
ENSMUSG00000006720	2458
ENSMUSG00000006724	2380
ENSMUSG00000006728	924
ENSMUSG00000006731	2474
ENSMUSG00000006732	1057
ENSMUSG00000006736	1516
ENSMUSG00000006740	1879
ENSMUSG00000006763	3386
ENSMUSG00000006764	1460
ENSMUSG00000006777	1565
ENSMUSG00000006782	1988
ENSMUSG00000006784	2240
ENSMUSG00000006800	897
ENSMUSG00000006818	3824
ENSMUSG00000006850	1817
ENSMUSG00000006906	2144
ENSMUSG00000006920	819
ENSMUSG00000006930	976
ENSMUSG00000006931	1244
ENSMUSG00000006932	795
ENSMUSG00000006941	746
ENSMUSG00000006948	1249
ENSMUSG00000006958	3355
ENSMUSG00000006998	843
ENSMUSG00000007021	1169
ENSMUSG00000007029	746
ENSMUSG00000007030	4142
ENSMUSG00000007033	2472
ENSMUSG00000007034	2261
ENSMUSG00000007035	1496
ENSMUSG00000007036	574
ENSMUSG00000007038	2474
ENSMUSG00000007039	968
ENSMUSG00000007041	1154
ENSMUSG00000007050	691
ENSMUSG00000007080	1766
ENSMUSG00000007097	3186
ENSMUSG00000007107	1896
ENSMUSG00000007122	990
ENSMUSG00000007207	1384
ENSMUSG00000007209	930
ENSMUSG00000007216	4083
ENSMUSG00000007279	2890
ENSMUSG00000007338	1722
ENSMUSG00000007379	3319
ENSMUSG00000007411	3366
ENSMUSG00000007415	1282
ENSMUSG00000007440	5359
ENSMUSG00000007457	1603
ENSMUSG00000007458	2539
ENSMUSG00000007476	4248
ENSMUSG00000007480	1162
ENSMUSG00000007564	750
ENSMUSG00000007570	668
ENSMUSG00000007589	1736
ENSMUSG00000007591	1554
ENSMUSG00000007594	503
ENSMUSG00000007603	2303
ENSMUSG00000007610	2250
ENSMUSG00000007613	1829
ENSMUSG00000007617	2468
ENSMUSG00000007646	1846
ENSMUSG00000007653	1539
ENSMUSG00000007655	472
ENSMUSG00000007656	899
ENSMUSG00000007659	1403
ENSMUSG00000007670	3990
ENSMUSG00000007682	5813
ENSMUSG00000007721	892
ENSMUSG00000007739	596
ENSMUSG00000007777	852
ENSMUSG00000007783	2633
ENSMUSG00000007805	1927
ENSMUSG00000007812	1458
ENSMUSG00000007815	852
ENSMUSG00000007817	1578
ENSMUSG00000007827	707
ENSMUSG00000007833	706
ENSMUSG00000007836	2678
ENSMUSG00000007837	876
ENSMUSG00000007850	865
ENSMUSG00000007867	775
ENSMUSG00000007872	738
ENSMUSG00000007877	948
ENSMUSG00000007880	5225
ENSMUSG00000007888	544
ENSMUSG00000007891	1922
ENSMUSG00000007892	499
ENSMUSG00000007907	1505
ENSMUSG00000007908	1189
ENSMUSG00000007944	2052
ENSMUSG00000007946	1112
ENSMUSG00000007950	1978
ENSMUSG00000007987	637
ENSMUSG00000007989	2292
ENSMUSG00000008028	913
ENSMUSG00000008035	447
ENSMUSG00000008036	504
ENSMUSG00000008090	556
ENSMUSG00000008129	2167
ENSMUSG00000008136	1421
ENSMUSG00000008140	870
ENSMUSG00000008153	728
ENSMUSG00000008167	1138
ENSMUSG00000008193	853
ENSMUSG00000008200	715
ENSMUSG00000008206	2539
ENSMUSG00000008226	948
ENSMUSG00000008301	1386
ENSMUSG00000008305	2884
ENSMUSG00000008307	773
ENSMUSG00000008318	488
ENSMUSG00000008333	686
ENSMUSG00000008348	2581
ENSMUSG00000008373	2264
ENSMUSG00000008384	800
ENSMUSG00000008393	2849
ENSMUSG00000008398	1494
ENSMUSG00000008429	3368
ENSMUSG00000008435	1356
ENSMUSG00000008438	2911
ENSMUSG00000008450	504
ENSMUSG00000008461	1116
ENSMUSG00000008475	1737
ENSMUSG00000008482	1189
ENSMUSG00000008489	1572
ENSMUSG00000008496	1844
ENSMUSG00000008540	828
ENSMUSG00000008575	3280
ENSMUSG00000008590	2411
ENSMUSG00000008601	881
ENSMUSG00000008604	871
ENSMUSG00000008658	2638
ENSMUSG00000008668	532
ENSMUSG00000008682	699
ENSMUSG00000008683	637
ENSMUSG00000008690	738
ENSMUSG00000008730	3546
ENSMUSG00000008734	1054
ENSMUSG00000008763	666
ENSMUSG00000008789	3273
ENSMUSG00000008813	684
ENSMUSG00000008822	641
ENSMUSG00000008843	1067
ENSMUSG00000008845	4404
ENSMUSG00000008855	738
ENSMUSG00000008859	2684
ENSMUSG00000008874	591
ENSMUSG00000008892	1388
ENSMUSG00000008932	2447
ENSMUSG00000008958	956
ENSMUSG00000008976	816
ENSMUSG00000008999	2325
ENSMUSG00000009013	634
ENSMUSG00000009030	1815
ENSMUSG00000009035	3338
ENSMUSG00000009047	588
ENSMUSG00000009070	1179
ENSMUSG00000009073	963
ENSMUSG00000009075	2628
ENSMUSG00000009076	601
ENSMUSG00000009079	898
ENSMUSG00000009090	818
ENSMUSG00000009092	1336
ENSMUSG00000009093	952
ENSMUSG00000009097	1777
ENSMUSG00000009108	997
ENSMUSG00000009112	1559
ENSMUSG00000009114	1552
ENSMUSG00000009115	1196
ENSMUSG00000009145	2144
ENSMUSG00000009185	511
ENSMUSG00000009207	891
ENSMUSG00000009210	902
ENSMUSG00000009214	1296
ENSMUSG00000009216	2959
ENSMUSG00000009246	2772
ENSMUSG00000009248	1210
ENSMUSG00000009281	731
ENSMUSG00000009291	652
ENSMUSG00000009292	3414
ENSMUSG00000009293	430
ENSMUSG00000009350	727
ENSMUSG00000009356	570
ENSMUSG00000009376	3541
ENSMUSG00000009378	4051
ENSMUSG00000009394	2708
ENSMUSG00000009406	2897
ENSMUSG00000009418	3430
ENSMUSG00000009470	5474
ENSMUSG00000009471	1861
ENSMUSG00000009487	3558
ENSMUSG00000009535	1408
ENSMUSG00000009545	294
ENSMUSG00000009549	676
ENSMUSG00000009551	926
ENSMUSG00000009555	846
ENSMUSG00000009563	860
ENSMUSG00000009566	762
ENSMUSG00000009569	3241
ENSMUSG00000009575	2404
ENSMUSG00000009580	1121
ENSMUSG00000009585	1217
ENSMUSG00000009588	2392
ENSMUSG00000009596	1155
ENSMUSG00000009614	745
ENSMUSG00000009621	848
ENSMUSG00000009628	3320
ENSMUSG00000009630	1469
ENSMUSG00000009633	871
ENSMUSG00000009640	1085
ENSMUSG00000009646	948
ENSMUSG00000009647	1368
ENSMUSG00000009654	1570
ENSMUSG00000009670	3250
ENSMUSG00000009681	6537
ENSMUSG00000009687	782
ENSMUSG00000009731	3019
ENSMUSG00000009733	3250
ENSMUSG00000009734	1166
ENSMUSG00000009739	2650
ENSMUSG00000009741	2320
ENSMUSG00000009772	1874
ENSMUSG00000009828	2619
ENSMUSG00000009863	1142
ENSMUSG00000009876	730
ENSMUSG00000009894	660
ENSMUSG00000009900	2761
ENSMUSG00000009905	2582
ENSMUSG00000009907	819
ENSMUSG00000009927	703
ENSMUSG00000009941	2346
ENSMUSG00000009995	817
ENSMUSG00000010021	1833
ENSMUSG00000010025	1402
ENSMUSG00000010044	611
ENSMUSG00000010045	2194
ENSMUSG00000010047	1532
ENSMUSG00000010048	696
ENSMUSG00000010051	2078
ENSMUSG00000010054	410
ENSMUSG00000010057	829
ENSMUSG00000010064	717
ENSMUSG00000010066	4328
ENSMUSG00000010067	1684
ENSMUSG00000010080	1439
ENSMUSG00000010086	1001
ENSMUSG00000010095	812
ENSMUSG00000010097	578
ENSMUSG00000010110	1025
ENSMUSG00000010122	1732
ENSMUSG00000010136	928
ENSMUSG00000010142	662
ENSMUSG00000010154	2244
ENSMUSG00000010175	3285
ENSMUSG00000010205	3470
ENSMUSG00000010277	802
ENSMUSG00000010290	3458
ENSMUSG00000010307	1200
ENSMUSG00000010311	1579
ENSMUSG00000010342	601
ENSMUSG00000010358	1117
ENSMUSG00000010362	795
ENSMUSG00000010376	558
ENSMUSG00000010392	2350
ENSMUSG00000010406	420
ENSMUSG00000010435	762
ENSMUSG00000010453	2177
ENSMUSG00000010461	3790
ENSMUSG00000010476	3730
ENSMUSG00000010492	569
ENSMUSG00000010505	1813
ENSMUSG00000010517	1132
ENSMUSG00000010529	1213
ENSMUSG00000010538	584
ENSMUSG00000010554	1408
ENSMUSG00000010592	2942
ENSMUSG00000010601	1431
ENSMUSG00000010607	686
ENSMUSG00000010608	776
ENSMUSG00000010609	1462
ENSMUSG00000010651	1134
ENSMUSG00000010660	2682
ENSMUSG00000010663	3456
ENSMUSG00000010721	2274
ENSMUSG00000010751	2039
ENSMUSG00000010755	592
ENSMUSG00000010760	376
ENSMUSG00000010796	694
ENSMUSG00000010797	2255
ENSMUSG00000010803	843
ENSMUSG00000010825	3459
ENSMUSG00000010830	1414
ENSMUSG00000010841	608
ENSMUSG00000010911	670
ENSMUSG00000010914	2078
ENSMUSG00000010936	2837
ENSMUSG00000011008	855
ENSMUSG00000011034	4104
ENSMUSG00000011052	421
ENSMUSG00000011096	792
ENSMUSG00000011114	1872
ENSMUSG00000011118	1078
ENSMUSG00000011148	1818
ENSMUSG00000011154	1142
ENSMUSG00000011158	2755
ENSMUSG00000011171	662
ENSMUSG00000011179	2547
ENSMUSG00000011254	1011
ENSMUSG00000011256	1282
ENSMUSG00000011257	2860
ENSMUSG00000011263	3108
ENSMUSG00000011267	1084
ENSMUSG00000011305	1986
ENSMUSG00000011306	2681
ENSMUSG00000011349	1619
ENSMUSG00000011350	1281
ENSMUSG00000011382	1925
ENSMUSG00000011427	3356
ENSMUSG00000011463	581
ENSMUSG00000011486	1198
ENSMUSG00000011589	1748
ENSMUSG00000011632	843
ENSMUSG00000011658	1164
ENSMUSG00000011751	4740
ENSMUSG00000011752	1831
ENSMUSG00000011831	974
ENSMUSG00000011832	1598
ENSMUSG00000011837	1073
ENSMUSG00000011877	1218
ENSMUSG00000011884	944
ENSMUSG00000011958	810
ENSMUSG00000011960	899
ENSMUSG00000012017	3302
ENSMUSG00000012042	1598
ENSMUSG00000012076	2566
ENSMUSG00000012114	3323
ENSMUSG00000012117	2038
ENSMUSG00000012123	650
ENSMUSG00000012126	701
ENSMUSG00000012187	798
ENSMUSG00000012211	932
ENSMUSG00000012282	1746
ENSMUSG00000012296	2465
ENSMUSG00000012350	810
ENSMUSG00000012396	2011
ENSMUSG00000012405	856
ENSMUSG00000012422	1541
ENSMUSG00000012428	3155
ENSMUSG00000012429	2672
ENSMUSG00000012443	4819
ENSMUSG00000012483	676
ENSMUSG00000012519	1328
ENSMUSG00000012520	2095
ENSMUSG00000012535	3086
ENSMUSG00000012609	2655
ENSMUSG00000012640	907
ENSMUSG00000012705	1006
ENSMUSG00000012777	1454
ENSMUSG00000012819	3734
ENSMUSG00000012848	770
ENSMUSG00000012889	2550
ENSMUSG00000013033	5398
ENSMUSG00000013076	701
ENSMUSG00000013083	589
ENSMUSG00000013089	489
ENSMUSG00000013091	498
ENSMUSG00000013150	951
ENSMUSG00000013155	1620
ENSMUSG00000013158	1097
ENSMUSG00000013160	1064
ENSMUSG00000013236	5608
ENSMUSG00000013275	553
ENSMUSG00000013338	1420
ENSMUSG00000013353	1872
ENSMUSG00000013367	1692
ENSMUSG00000013415	690
ENSMUSG00000013418	1722
ENSMUSG00000013419	1999
ENSMUSG00000013465	753
ENSMUSG00000013483	3650
ENSMUSG00000013495	1748
ENSMUSG00000013523	1014
ENSMUSG00000013539	636
ENSMUSG00000013562	1091
ENSMUSG00000013584	2264
ENSMUSG00000013593	730
ENSMUSG00000013611	1387
ENSMUSG00000013622	695
ENSMUSG00000013629	765
ENSMUSG00000013643	1156
ENSMUSG00000013646	2977
ENSMUSG00000013653	926
ENSMUSG00000013662	2813
ENSMUSG00000013663	4086
ENSMUSG00000013668	1826
ENSMUSG00000013698	1015
ENSMUSG00000013701	682
ENSMUSG00000013707	1122
ENSMUSG00000013736	1092
ENSMUSG00000013766	626
ENSMUSG00000013787	1078
ENSMUSG00000013822	864
ENSMUSG00000013833	903
ENSMUSG00000013846	4985
ENSMUSG00000013858	2225
ENSMUSG00000013878	1013
ENSMUSG00000013921	634
ENSMUSG00000013928	1184
ENSMUSG00000013936	471
ENSMUSG00000013973	1228
ENSMUSG00000013974	1494
ENSMUSG00000013997	1364
ENSMUSG00000014030	1008
ENSMUSG00000014039	2046
ENSMUSG00000014074	3932
ENSMUSG00000014075	838
ENSMUSG00000014077	738
ENSMUSG00000014104	541
ENSMUSG00000014158	2456
ENSMUSG00000014164	2649
ENSMUSG00000014177	695
ENSMUSG00000014195	812
ENSMUSG00000014198	822
ENSMUSG00000014226	589
ENSMUSG00000014232	803
ENSMUSG00000014243	732
ENSMUSG00000014245	1374
ENSMUSG00000014294	572
ENSMUSG00000014301	451
ENSMUSG00000014303	711
ENSMUSG00000014313	648
ENSMUSG00000014329	3142
ENSMUSG00000014349	3997
ENSMUSG00000014351	630
ENSMUSG00000014353	2096
ENSMUSG00000014355	836
ENSMUSG00000014361	3523
ENSMUSG00000014402	730
ENSMUSG00000014418	839
ENSMUSG00000014426	5305
ENSMUSG00000014444	2860
ENSMUSG00000014453	2475
ENSMUSG00000014470	639
ENSMUSG00000014496	5229
ENSMUSG00000014498	3324
ENSMUSG00000014503	2296
ENSMUSG00000014504	824
ENSMUSG00000014529	1000
ENSMUSG00000014542	1540
ENSMUSG00000014543	1178
ENSMUSG00000014547	2011
ENSMUSG00000014550	776
ENSMUSG00000014551	636
ENSMUSG00000014554	918
ENSMUSG00000014592	2198
ENSMUSG00000014599	2097
ENSMUSG00000014601	2175
ENSMUSG00000014602	651
ENSMUSG00000014603	1874
ENSMUSG00000014606	768
ENSMUSG00000014609	1116
ENSMUSG00000014633	793
ENSMUSG00000014668	1954
ENSMUSG00000014686	1062
ENSMUSG00000014704	1775
ENSMUSG00000014725	3068
ENSMUSG00000014747	1491
ENSMUSG00000014748	1360
ENSMUSG00000014763	4518
ENSMUSG00000014767	820
ENSMUSG00000014769	1036
ENSMUSG00000014771	670
ENSMUSG00000014773	738
ENSMUSG00000014776	3176
ENSMUSG00000014778	2324
ENSMUSG00000014782	3496
ENSMUSG00000014786	3736
ENSMUSG00000014791	2303
ENSMUSG00000014813	3743
ENSMUSG00000014837	3313
ENSMUSG00000014846	1127
ENSMUSG00000014850	1796
ENSMUSG00000014852	3474
ENSMUSG00000014856	801
ENSMUSG00000014859	1151
ENSMUSG00000014867	737
ENSMUSG00000014873	972
ENSMUSG00000014905	1865
ENSMUSG00000014907	1792
ENSMUSG00000014932	2657
ENSMUSG00000014956	1604
ENSMUSG00000014959	1892
ENSMUSG00000014980	698
ENSMUSG00000015001	1608
ENSMUSG00000015002	981
ENSMUSG00000015013	426
ENSMUSG00000015016	2188
ENSMUSG00000015023	754
ENSMUSG00000015027	2111
ENSMUSG00000015053	1723
ENSMUSG00000015083	822
ENSMUSG00000015085	1784
ENSMUSG00000015087	734
ENSMUSG00000015090	830
ENSMUSG00000015092	722
ENSMUSG00000015093	762
ENSMUSG00000015094	825
ENSMUSG00000015095	785
ENSMUSG00000015112	631
ENSMUSG00000015120	760
ENSMUSG00000015126	1192
ENSMUSG00000015127	1053
ENSMUSG00000015133	1744
ENSMUSG00000015134	1066
ENSMUSG00000015143	3202
ENSMUSG00000015149	1188
ENSMUSG00000015165	1850
ENSMUSG00000015176	3634
ENSMUSG00000015189	547
ENSMUSG00000015202	3000
ENSMUSG00000015214	698
ENSMUSG00000015217	1558
ENSMUSG00000015222	1420
ENSMUSG00000015224	2286
ENSMUSG00000015242	1102
ENSMUSG00000015243	5518
ENSMUSG00000015247	848
ENSMUSG00000015289	761
ENSMUSG00000015290	782
ENSMUSG00000015291	650
ENSMUSG00000015305	1076
ENSMUSG00000015312	1266
ENSMUSG00000015314	998
ENSMUSG00000015316	3556
ENSMUSG00000015335	1176
ENSMUSG00000015337	1063
ENSMUSG00000015340	792
ENSMUSG00000015341	1868
ENSMUSG00000015342	5076
ENSMUSG00000015354	2530
ENSMUSG00000015355	1054
ENSMUSG00000015357	2044
ENSMUSG00000015363	1941
ENSMUSG00000015365	1260
ENSMUSG00000015377	4607
ENSMUSG00000015396	2143
ENSMUSG00000015401	1262
ENSMUSG00000015405	3422
ENSMUSG00000015437	1418
ENSMUSG00000015441	906
ENSMUSG00000015443	953
ENSMUSG00000015451	877
ENSMUSG00000015452	1461
ENSMUSG00000015461	395
ENSMUSG00000015467	1024
ENSMUSG00000015468	630
ENSMUSG00000015474	1240
ENSMUSG00000015476	1403
ENSMUSG00000015478	850
ENSMUSG00000015484	3882
ENSMUSG00000015488	1006
ENSMUSG00000015501	6084
ENSMUSG00000015519	1140
ENSMUSG00000015522	2603
ENSMUSG00000015533	4214
ENSMUSG00000015536	1074
ENSMUSG00000015542	846
ENSMUSG00000015568	2423
ENSMUSG00000015575	1803
ENSMUSG00000015579	1525
ENSMUSG00000015597	958
ENSMUSG00000015599	6959
ENSMUSG00000015605	4093
ENSMUSG00000015619	509
ENSMUSG00000015627	3277
ENSMUSG00000015647	606
ENSMUSG00000015652	972
ENSMUSG00000015653	3470
ENSMUSG00000015656	824
ENSMUSG00000015659	698
ENSMUSG00000015665	1390
ENSMUSG00000015668	1269
ENSMUSG00000015671	944
ENSMUSG00000015672	768
ENSMUSG00000015697	4598
ENSMUSG00000015702	1731
ENSMUSG00000015709	726
ENSMUSG00000015711	1957
ENSMUSG00000015714	811
ENSMUSG00000015721	3373
ENSMUSG00000015733	749
ENSMUSG00000015745	788
ENSMUSG00000015747	2004
ENSMUSG00000015748	800
ENSMUSG00000015749	793
ENSMUSG00000015750	2140
ENSMUSG00000015755	1980
ENSMUSG00000015757	1924
ENSMUSG00000015759	1546
ENSMUSG00000015766	1121
ENSMUSG00000015776	973
ENSMUSG00000015787	1795
ENSMUSG00000015790	804
ENSMUSG00000015804	734
ENSMUSG00000015806	1189
ENSMUSG00000015812	521
ENSMUSG00000015829	837
ENSMUSG00000015837	953
ENSMUSG00000015839	1961
ENSMUSG00000015843	1836
ENSMUSG00000015846	1970
ENSMUSG00000015850	452
ENSMUSG00000015852	1482
ENSMUSG00000015854	2036
ENSMUSG00000015869	882
ENSMUSG00000015879	5074
ENSMUSG00000015880	2797
ENSMUSG00000015882	1776
ENSMUSG00000015889	688
ENSMUSG00000015890	2421
ENSMUSG00000015932	1911
ENSMUSG00000015937	916
ENSMUSG00000015942	690
ENSMUSG00000015943	729
ENSMUSG00000015944	838
ENSMUSG00000015947	1594
ENSMUSG00000015950	1497
ENSMUSG00000015957	1594
ENSMUSG00000015961	2069
ENSMUSG00000015962	768
ENSMUSG00000015966	2061
ENSMUSG00000015968	8867
ENSMUSG00000015970	3406
ENSMUSG00000015971	2121
ENSMUSG00000015980	619
ENSMUSG00000015981	2044
ENSMUSG00000015994	950
ENSMUSG00000016018	3309
ENSMUSG00000016024	1614
ENSMUSG00000016028	11050
ENSMUSG00000016087	2098
ENSMUSG00000016128	550
ENSMUSG00000016150	6456
ENSMUSG00000016179	1376
ENSMUSG00000016181	687
ENSMUSG00000016194	1256
ENSMUSG00000016200	3393
ENSMUSG00000016206	1438
ENSMUSG00000016239	2278
ENSMUSG00000016252	421
ENSMUSG00000016253	692
ENSMUSG00000016255	1406
ENSMUSG00000016256	1441
ENSMUSG00000016257	622
ENSMUSG00000016262	1803
ENSMUSG00000016283	1424
ENSMUSG00000016308	715
ENSMUSG00000016319	989
ENSMUSG00000016327	4195
ENSMUSG00000016344	760
ENSMUSG00000016346	2758
ENSMUSG00000016349	2084
ENSMUSG00000016356	2250
ENSMUSG00000016382	3090
ENSMUSG00000016386	930
ENSMUSG00000016409	2372
ENSMUSG00000016427	419
ENSMUSG00000016458	1554
ENSMUSG00000016477	2459
ENSMUSG00000016481	1246
ENSMUSG00000016487	744
ENSMUSG00000016493	1264
ENSMUSG00000016494	2454
ENSMUSG00000016495	784
ENSMUSG00000016496	3622
ENSMUSG00000016498	1645
ENSMUSG00000016503	1552
ENSMUSG00000016510	1196
ENSMUSG00000016520	2624
ENSMUSG00000016524	950
ENSMUSG00000016526	1914
ENSMUSG00000016528	1764
ENSMUSG00000016529	1310
ENSMUSG00000016534	2633
ENSMUSG00000016541	2425
ENSMUSG00000016552	3762
ENSMUSG00000016554	1910
ENSMUSG00000016559	1434
ENSMUSG00000016619	4741
ENSMUSG00000016624	1646
ENSMUSG00000016626	2354
ENSMUSG00000016637	1012
ENSMUSG00000016664	3693
ENSMUSG00000016756	1898
ENSMUSG00000016757	3220
ENSMUSG00000016758	943
ENSMUSG00000016763	5161
ENSMUSG00000016831	709
ENSMUSG00000016833	458
ENSMUSG00000016918	2714
ENSMUSG00000016921	2282
ENSMUSG00000016933	1670
ENSMUSG00000016940	904
ENSMUSG00000016942	3191
ENSMUSG00000016946	1548
ENSMUSG00000016982	2452
ENSMUSG00000016984	4185
ENSMUSG00000016995	2243
ENSMUSG00000016998	731
ENSMUSG00000017000	535
ENSMUSG00000017002	601
ENSMUSG00000017003	1193
ENSMUSG00000017004	504
ENSMUSG00000017007	2456
ENSMUSG00000017009	1628
ENSMUSG00000017049	1008
ENSMUSG00000017057	3712
ENSMUSG00000017064	1061
ENSMUSG00000017119	804
ENSMUSG00000017132	1592
ENSMUSG00000017144	2828
ENSMUSG00000017146	852
ENSMUSG00000017165	460
ENSMUSG00000017167	3052
ENSMUSG00000017176	598
ENSMUSG00000017188	588
ENSMUSG00000017195	1348
ENSMUSG00000017204	2726
ENSMUSG00000017210	722
ENSMUSG00000017211	758
ENSMUSG00000017221	2148
ENSMUSG00000017264	1938
ENSMUSG00000017286	1195
ENSMUSG00000017288	786
ENSMUSG00000017291	12111
ENSMUSG00000017299	608
ENSMUSG00000017300	498
ENSMUSG00000017307	1055
ENSMUSG00000017309	2479
ENSMUSG00000017310	751
ENSMUSG00000017311	540
ENSMUSG00000017314	721
ENSMUSG00000017316	494
ENSMUSG00000017344	1038
ENSMUSG00000017376	1274
ENSMUSG00000017386	2078
ENSMUSG00000017390	747
ENSMUSG00000017400	1800
ENSMUSG00000017404	737
ENSMUSG00000017405	1734
ENSMUSG00000017412	7926
ENSMUSG00000017417	2562
ENSMUSG00000017418	1035
ENSMUSG00000017421	2278
ENSMUSG00000017428	655
ENSMUSG00000017446	1598
ENSMUSG00000017453	840
ENSMUSG00000017466	2214
ENSMUSG00000017478	1866
ENSMUSG00000017485	680
ENSMUSG00000017491	3034
ENSMUSG00000017493	764
ENSMUSG00000017499	3586
ENSMUSG00000017548	631
ENSMUSG00000017550	5919
ENSMUSG00000017561	1168
ENSMUSG00000017588	1550
ENSMUSG00000017607	720
ENSMUSG00000017615	3744
ENSMUSG00000017631	2009
ENSMUSG00000017639	3916
ENSMUSG00000017652	668
ENSMUSG00000017664	846
ENSMUSG00000017667	8205
ENSMUSG00000017670	1436
ENSMUSG00000017677	1007
ENSMUSG00000017679	1624
ENSMUSG00000017686	2954
ENSMUSG00000017688	2276
ENSMUSG00000017692	827
ENSMUSG00000017697	1119
ENSMUSG00000017707	2152
ENSMUSG00000017713	1770
ENSMUSG00000017715	2530
ENSMUSG00000017716	2140
ENSMUSG00000017718	1199
ENSMUSG00000017720	934
ENSMUSG00000017721	2195
ENSMUSG00000017723	429
ENSMUSG00000017724	670
ENSMUSG00000017733	778
ENSMUSG00000017734	1196
ENSMUSG00000017737	794
ENSMUSG00000017740	1154
ENSMUSG00000017747	905
ENSMUSG00000017754	1130
ENSMUSG00000017756	5131
ENSMUSG00000017760	667
ENSMUSG00000017764	1778
ENSMUSG00000017765	715
ENSMUSG00000017767	631
ENSMUSG00000017774	1643
ENSMUSG00000017776	965
ENSMUSG00000017778	486
ENSMUSG00000017781	1455
ENSMUSG00000017801	679
ENSMUSG00000017802	3165
ENSMUSG00000017817	4183
ENSMUSG00000017830	765
ENSMUSG00000017831	2357
ENSMUSG00000017832	689
ENSMUSG00000017837	910
ENSMUSG00000017843	4166
ENSMUSG00000017858	812
ENSMUSG00000017861	789
ENSMUSG00000017868	2693
ENSMUSG00000017897	819
ENSMUSG00000017922	823
ENSMUSG00000017929	393
ENSMUSG00000017943	1713
ENSMUSG00000017950	692
ENSMUSG00000017969	1711
ENSMUSG00000017978	3935
ENSMUSG00000017999	832
ENSMUSG00000018001	1248
ENSMUSG00000018008	2791
ENSMUSG00000018012	717
ENSMUSG00000018040	759
ENSMUSG00000018042	2422
ENSMUSG00000018068	695
ENSMUSG00000018076	5356
ENSMUSG00000018102	736
ENSMUSG00000018126	1058
ENSMUSG00000018143	2849
ENSMUSG00000018160	1372
ENSMUSG00000018166	6016
ENSMUSG00000018167	831
ENSMUSG00000018168	2260
ENSMUSG00000018169	712
ENSMUSG00000018171	603
ENSMUSG00000018189	777
ENSMUSG00000018196	924
ENSMUSG00000018199	6538
ENSMUSG00000018209	704
ENSMUSG00000018211	510
ENSMUSG00000018217	733
ENSMUSG00000018238	429
ENSMUSG00000018239	821
ENSMUSG00000018259	918
ENSMUSG00000018263	1170
ENSMUSG00000018286	736
ENSMUSG00000018287	801
ENSMUSG00000018293	792
ENSMUSG00000018322	2089
