Feature.ID	baseMean	log2(brain/UHR)	lfcSE	pvalue	padj	UHR_1	UHR_2	brain_1	brain_2	UHR_1.norm	UHR_2.norm	brain_1.norm	brain_2.norm	UHR_1.rlog	UHR_2.rlog	brain_1.rlog	brain_2.rlog
ACSM2A	2.46001	-0.694089	1.15577	0.326824	0.398144	4	5	1	1	3.36	4.06	1.25	1.17	1.54	1.73	0.75	0.71
ACSM2B	2.6629	-0.783802	1.16498	0.273241	0.340044	4	6	1	1	3.36	4.87	1.25	1.17	1.58	1.95	0.78	0.74
ACSM3	106.169	-5.84619	0.664003	1.72415e-19	8.44319e-19	243	264	3	2	204.34	214.25	3.74	2.35	7.64	7.71	2.34	1.91
ACSM4	1.42356	-0.151576	1.18511	0.826445	NA	1	3	1	1	0.84	2.43	1.25	1.17	0.16	0.89	0.39	0.36
ACSM5	8.07131	1.54832	0.907473	0.0193491	0.0311154	5	2	9	13	4.2	1.62	11.21	15.24	2.18	1.25	3.34	3.73
ACSS1	397.429	1.01061	0.133729	2.2029e-14	8.76663e-14	340	293	433	449	285.9	237.79	539.56	526.46	8.16	7.9	9.07	9.04
ACSS2	332.612	-0.32056	0.137927	0.0184541	0.0297771	448	448	244	244	376.72	363.58	304.05	286.09	8.56	8.51	8.25	8.16
ACSS3	65.6218	-0.402265	0.294034	0.150294	0.201965	85	98	49	43	71.48	79.53	61.06	50.42	6.16	6.31	5.93	5.67
ACTA1	23.0005	0.120602	0.477978	0.775807	0.817066	16	37	22	18	13.45	30.03	27.41	21.11	3.81	4.88	4.75	4.4
ACTA2	178.477	1.56577	0.193057	9.94766e-17	4.35375e-16	110	104	223	221	92.5	84.4	277.88	259.13	6.54	6.41	8.11	8.01
ACTB	16238.9	-0.490472	0.0479895	1.40199e-24	8.07596e-24	23034	22907	10483	11883	19369.21	18590.61	13062.89	13933.01	14.24	14.18	13.67	13.77
ACTBL2	2.37309	-0.279023	1.04226	0.67364	0.728172	5	2	2	1	4.2	1.62	2.49	1.17	1.74	0.89	1.24	0.69
ACTC1	12.4087	0.340135	0.592235	0.491286	0.56073	16	9	10	14	13.45	7.3	12.46	16.42	3.73	2.96	3.63	3.98
ACTG1	13525.4	-1.41893	0.0458063	2.97316e-211	1.60514e-209	23475	24215	5753	6431	19740.04	19652.14	7168.83	7540.45	14.27	14.26	12.81	12.88
ACTG2	49.9634	-0.593416	0.34281	0.0643342	0.0940752	85	63	30	34	71.48	51.13	37.38	39.87	6.14	5.67	5.24	5.33
ACTL6A	122.314	-3.40227	0.31589	5.42395e-28	3.39888e-27	282	260	17	17	237.13	211.01	21.18	19.93	7.87	7.7	4.47	4.39
ACTL6B	248.264	7.82855	0.723116	4.56163e-29	2.94042e-28	3	1	384	436	2.52	0.81	478.5	511.22	1.86	1.08	8.88	8.97
ACTL7A	1.3109	0.381748	1.25039	0.591311	NA	1	1	1	2	0.84	0.81	1.25	2.35	0.07	0.05	0.3	0.75
ACTL7B	1.3293	0.389821	1.24951	0.583622	NA	1	1	2	1	0.84	0.81	2.49	1.17	0.08	0.05	0.8	0.27
ACTL8	23.3547	-3.28346	0.767014	1.19669e-06	3.04748e-06	60	44	3	3	50.45	35.71	3.74	3.52	5.55	5.08	2.23	2.16
ACTN1	1523.99	-1.23284	0.0768274	2.2916e-58	2.74086e-57	2580	2603	702	801	2169.51	2112.51	874.76	939.19	11.08	11.04	9.77	9.88
ACTN2	185.327	5.45688	0.366175	5.93624e-51	6.18879e-50	8	11	285	316	6.73	8.93	355.14	370.52	2.95	3.3	8.45	8.51
ACTN3	4.64599	1.03404	0.986946	0.124956	0.17102	3	2	5	7	2.52	1.62	6.23	8.21	1.53	1.14	2.47	2.79
ACTN4	2704.3	-0.851417	0.0605561	4.38305e-45	4.10379e-44	4148	4284	1539	1650	3488.04	3476.76	1917.75	1934.65	11.77	11.76	10.91	10.92
ACTR10	114.78	0.961671	0.230928	1.74269e-05	4.00016e-05	82	103	119	135	68.95	83.59	148.29	158.29	6.12	6.39	7.21	7.3
ACTR1A	1078.93	1.21516	0.0875356	3.20464e-44	2.95163e-43	765	803	1152	1352	643.29	651.69	1435.51	1585.24	9.33	9.35	10.49	10.63
ACTR1B	984.413	1.0775	0.0863307	4.63376e-36	3.5442e-35	748	780	1067	1148	628.99	633.02	1329.59	1346.05	9.3	9.31	10.38	10.39
ACTR2	617.794	-0.0591458	0.10409	0.566366	0.633524	761	766	472	530	639.92	621.66	588.16	621.43	9.32	9.28	9.2	9.28
ACTR3	524.91	-0.481551	0.113198	1.81379e-05	4.15197e-05	733	751	338	386	616.38	609.49	421.18	452.59	9.27	9.25	8.72	8.82
ACTR3B	150.34	1.34952	0.207352	2.31009e-11	7.99149e-11	101	100	163	198	84.93	81.16	203.11	232.16	6.42	6.35	7.66	7.85
ACTR3C	3.5456	0.254995	0.909493	0.68337	0.736958	5	2	2	5	4.2	1.62	2.49	5.86	1.96	1.08	1.46	2.3
ACTR5	92.1753	-1.02554	0.272726	8.60955e-05	0.000185559	151	153	36	62	126.98	124.17	44.86	72.7	6.98	6.95	5.51	6.19
ACTR6	57.2822	0.652027	0.311035	0.0267463	0.0418934	54	51	54	64	45.41	41.39	67.29	75.04	5.51	5.38	6.06	6.22
ACTR8	133.425	0.108964	0.210458	0.594486	0.657642	163	147	104	126	137.07	119.3	129.59	147.74	7.1	6.9	7.02	7.2
ACVR1	108.426	-0.239807	0.232055	0.285349	0.353638	134	152	73	91	112.68	123.36	90.97	106.7	6.82	6.94	6.51	6.74
ACVR1B	430.922	1.48842	0.12935	2.82295e-31	1.94241e-30	251	293	530	524	211.07	237.79	660.43	614.4	7.73	7.9	9.36	9.26
ACVR1C	26.5643	2.31774	0.563078	2.56392e-06	6.35852e-06	6	13	37	38	5.05	10.55	46.11	44.56	2.55	3.46	5.46	5.41
ACVR2A	56.3846	0.512597	0.316081	0.0859659	0.121986	53	57	62	49	44.57	46.26	77.26	57.45	5.49	5.54	6.26	5.84
ACVR2B	271.026	-0.951185	0.157256	8.40691e-10	2.65923e-09	405	465	148	155	340.56	377.38	184.42	181.74	8.41	8.56	7.53	7.51
ACVRL1	89.6343	3.46215	0.335231	6.42284e-26	3.83056e-25	16	19	130	143	13.45	15.42	161.99	167.67	3.83	4.01	7.31	7.36
ACY1	193.703	-2.11625	0.205897	6.00711e-26	3.5875e-25	374	392	52	66	314.5	318.13	64.8	77.39	8.29	8.31	6.04	6.29
ACY3	22.4703	0.499841	0.467225	0.228941	0.29206	18	25	23	22	15.14	20.29	28.66	25.8	3.96	4.35	4.81	4.67
ACYP1	63.2427	0.384281	0.293503	0.168683	0.223037	65	66	55	65	54.66	53.56	68.54	76.21	5.78	5.75	6.1	6.24
ACYP2	100.466	2.72874	0.294363	9.82711e-22	5.17642e-21	24	38	131	160	20.18	30.84	163.24	187.6	4.39	4.98	7.33	7.53
ADA	298.288	-4.1733	0.237777	1.51309e-69	2.12389e-68	668	702	26	25	561.72	569.72	32.4	29.31	9.12	9.14	5.07	4.93
ADAD2	7.89055	1.7547	0.954122	0.0111413	0.0186996	3	3	11	11	2.52	2.43	13.71	12.9	1.64	1.6	3.59	3.51
ADAL	49.0643	-0.624494	0.337396	0.0483712	0.0724041	70	77	30	32	58.86	62.49	37.38	37.52	5.87	5.95	5.24	5.24
ADAM10	371.708	-0.705147	0.133251	9.0414e-08	2.50656e-07	549	570	236	229	461.65	462.59	294.08	268.51	8.85	8.85	8.2	8.07
ADAM11	819.143	4.44627	0.138171	9.71325e-228	5.73834e-226	84	89	1237	1358	70.64	72.23	1541.43	1592.28	6.16	6.19	10.59	10.63
ADAM12	42.21	-3.03082	0.516188	2.67703e-10	8.69997e-10	88	96	7	7	74	77.91	8.72	8.21	6.16	6.23	3.27	3.19
ADAM15	816.594	-0.77701	0.0944188	1.32559e-16	5.77857e-16	1217	1285	471	523	1023.37	1042.87	586.91	613.23	10	10.03	9.2	9.26
ADAM17	142.647	-0.801764	0.210121	9.10941e-05	0.000195923	212	231	75	95	178.27	187.47	93.46	111.39	7.47	7.55	6.55	6.8
ADAM19	116.38	0.74631	0.228589	0.000768875	0.00150214	101	106	131	112	84.93	86.03	163.24	131.32	6.41	6.43	7.34	7.03
ADAM20	2.22708	0.925044	1.2647	0.217118	0.278578	1	1	3	3	0.84	0.81	3.74	3.52	0.35	0.33	1.51	1.46
ADAM21	3.32071	0.364125	0.939	0.567039	0.633995	2	4	2	5	1.68	3.25	2.49	5.86	1.08	1.67	1.43	2.27
ADAM22	135.565	3.63055	0.279675	2.51485e-39	2.09623e-38	23	25	202	214	19.34	20.29	251.71	250.92	4.33	4.4	7.95	7.95
ADAM23	212.857	1.57371	0.178404	2.1974e-19	1.06987e-18	131	124	245	286	110.16	100.63	305.3	335.34	6.79	6.66	8.25	8.38
ADAM28	9.28464	1.29445	0.783248	0.030413	0.0472445	5	5	10	14	4.2	4.06	12.46	16.42	2.24	2.2	3.54	3.89
ADAM29	1.53219	0.201342	1.15763	0.769457	NA	1	2	2	1	0.84	1.62	2.49	1.17	0.21	0.62	0.93	0.41
ADAM32	2.7231	0.823512	1.13247	0.245487	0.310213	1	2	3	4	0.84	1.62	3.74	4.69	0.48	0.92	1.66	1.89
ADAM33	50.5537	0.753097	0.330836	0.015435	0.0251975	44	44	55	52	37	35.71	68.54	60.97	5.22	5.17	6.08	5.92
ADAM8	37.0027	-0.421909	0.385225	0.234519	0.298179	42	63	24	27	35.32	51.13	29.91	31.66	5.14	5.66	4.92	4.99
ADAM9	297.188	-0.961371	0.148511	5.45371e-11	1.84731e-10	469	486	161	170	394.38	394.42	200.62	199.33	8.62	8.62	7.65	7.64
ADAMTS1	508.274	-0.583839	0.115789	3.76604e-07	9.96967e-07	724	756	310	362	608.81	613.55	386.29	424.45	9.25	9.26	8.6	8.73
ADAMTS10	111.832	1.63269	0.252303	1.67279e-11	5.81089e-11	55	73	152	130	46.25	59.24	189.41	152.43	5.55	5.9	7.55	7.24
ADAMTS12	23.6006	-3.5597	0.802625	6.86156e-07	1.78043e-06	48	59	4	1	40.36	47.88	4.98	1.17	5.24	5.48	2.52	1.27
ADAMTS13	149.637	1.03325	0.202499	1.71527e-07	4.64949e-07	114	120	154	182	95.86	97.39	191.9	213.4	6.59	6.61	7.58	7.73
ADAMTS14	130.804	-1.14207	0.22264	1.25954e-07	3.45364e-07	219	221	67	65	184.16	179.36	83.49	76.21	7.52	7.48	6.39	6.26
ADAMTS15	46.5331	-3.19713	0.504908	1.75781e-11	6.09779e-11	94	111	8	6	79.04	90.08	9.97	7.04	6.26	6.44	3.44	3.01
ADAMTS16	34.7934	2.92477	0.512379	6.59952e-10	2.09926e-09	9	9	48	55	7.57	7.3	59.81	64.49	3.05	3	5.84	5.95
ADAMTS17	27.1262	-0.216601	0.437728	0.583396	0.647332	28	44	16	25	23.55	35.71	19.94	29.31	4.57	5.14	4.35	4.86
ADAMTS18	64.8317	5.25893	0.598433	2.86807e-19	1.39053e-18	2	5	100	110	1.68	4.06	124.61	128.98	1.45	2.28	6.9	6.95
ADAMTS19	11.4623	-0.791907	0.661241	0.13665	0.185247	22	16	4	8	18.5	12.99	4.98	9.38	4.12	3.66	2.52	3.25
ADAMTS2	64.2586	-0.331638	0.292699	0.233735	0.297268	88	87	46	47	74	70.61	57.32	55.11	6.2	6.14	5.85	5.79
ADAMTS20	4.11248	-1.37319	1.24246	0.0769374	0.110452	8	9	1	1	6.73	7.3	1.25	1.17	2.5	2.59	0.94	0.89
ADAMTS3	27.6116	-1.51029	0.50698	0.00064032	0.0012618	46	57	12	9	38.68	46.26	14.95	10.55	5.24	5.48	3.95	3.51
ADAMTS4	285.381	2.97885	0.17947	4.93832e-63	6.31083e-62	80	74	382	459	67.27	60.06	476.01	538.18	6.09	5.93	8.89	9.06
ADAMTS5	42.4081	0.846491	0.368413	0.0131379	0.021753	36	34	37	56	30.27	27.59	46.11	65.66	4.94	4.81	5.52	6.01
ADAMTS6	8.89412	-1.15274	0.807503	0.0572522	0.0845223	15	18	2	5	12.61	14.61	2.49	5.86	3.55	3.74	1.76	2.62
ADAMTS7	51.9677	-2.50269	0.433142	4.07642e-10	1.31238e-09	121	95	12	12	101.75	77.1	14.95	14.07	6.63	6.24	3.98	3.9
ADAMTS8	69.8727	3.77398	0.401881	9.792e-22	5.15947e-21	12	10	109	107	10.09	8.12	135.83	125.46	3.44	3.16	7.04	6.93
ADAMTS9	107.892	0.688038	0.234132	0.00242512	0.00445749	100	97	99	124	84.09	78.72	123.36	145.39	6.4	6.31	6.94	7.18
ADAMTSL1	72.6466	-0.935288	0.289712	0.000704338	0.00138113	109	126	39	41	91.66	102.26	48.6	48.07	6.51	6.66	5.62	5.6
ADAMTSL2	177.274	3.42439	0.237066	3.42712e-48	3.39538e-47	37	35	255	283	31.11	28.4	317.76	331.82	4.99	4.87	8.3	8.36
ADAMTSL3	18.4336	2.86192	0.735829	5.74823e-06	1.38314e-05	6	3	24	31	5.05	2.43	29.91	36.35	2.49	1.7	4.79	5.06
ADAMTSL4	257.993	-4.04244	0.24771	1.74689e-60	2.14643e-59	580	599	25	23	487.72	486.13	31.15	26.97	8.92	8.91	5.01	4.81
ADAMTSL5	48.7913	-1.66887	0.388926	2.90368e-06	7.16166e-06	86	98	15	21	72.32	79.53	18.69	24.62	6.15	6.29	4.29	4.66
ADAP1	745.464	3.93226	0.131726	2.00817e-196	9.73351e-195	100	121	1094	1225	84.09	98.2	1363.24	1436.33	6.41	6.63	10.41	10.48
ADAP2	19.4533	0.65208	0.50209	0.137334	0.186104	18	16	22	19	15.14	12.99	27.41	22.28	3.94	3.74	4.73	4.46
ADAR	1853.44	0.135613	0.0675423	0.0436583	0.065876	2109	2166	1581	1631	1773.45	1757.86	1970.09	1912.37	10.79	10.78	10.94	10.9
ADARB1	892.867	1.23784	0.0927252	4.49752e-41	3.87972e-40	650	632	978	1103	546.58	512.91	1218.69	1293.29	9.1	9	10.25	10.34
ADARB2	105.236	6.61475	0.735354	1.6117e-20	8.18255e-20	3	1	162	184	2.52	0.81	201.87	215.74	1.8	0.97	7.61	7.71
ADAT1	58.267	-1.05051	0.326787	0.000629363	0.00124174	102	92	31	29	85.77	74.66	38.63	34	6.41	6.21	5.29	5.11
ADAT2	58.5089	-1.86922	0.373469	6.2101e-08	1.74228e-07	94	133	18	21	79.04	107.94	22.43	24.62	6.29	6.73	4.54	4.66
ADAT3	52.0841	-0.496678	0.325535	0.105101	0.146253	74	76	32	38	62.23	61.68	39.88	44.56	5.95	5.94	5.33	5.48
ADC	131.358	2.69974	0.249213	1.24729e-28	7.9524e-28	40	43	186	192	33.64	34.9	231.78	225.12	5.1	5.15	7.84	7.8
ADCK1	73.6569	0.27258	0.276546	0.302582	0.371942	78	82	73	61	65.59	66.55	90.97	71.52	6.04	6.06	6.5	6.16
ADCK2	277.926	0.182529	0.147955	0.209825	0.271024	318	311	236	254	267.41	252.4	294.08	297.82	8.06	7.98	8.2	8.22
ADCK4	172.514	0.398402	0.18589	0.0284378	0.04442	185	173	161	165	155.57	140.4	200.62	193.47	7.28	7.14	7.65	7.59
ADCK5	112.248	0.0207541	0.233075	0.926699	0.940039	131	139	76	112	110.16	112.81	94.7	131.32	6.78	6.82	6.57	7.03
ADCY1	2075.5	1.9118	0.0727325	2.64337e-153	9.42695e-152	1039	1066	2510	2930	873.69	865.13	3127.72	3435.47	9.77	9.76	11.61	11.75
ADCY10	2.03554	0.220092	1.05983	0.740874	NA	2	2	2	2	1.68	1.62	2.49	2.35	0.87	0.84	1.17	1.13
ADCY2	390.663	5.39283	0.247361	4.45726e-106	9.76369e-105	20	23	613	651	16.82	18.67	763.86	763.31	4.15	4.29	9.57	9.56
ADCY3	517.24	0.519289	0.118357	9.72186e-06	2.28782e-05	498	529	450	563	418.77	429.32	560.75	660.13	8.71	8.75	9.13	9.37
ADCY4	24.644	4.82435	0.922036	2.19899e-08	6.33138e-08	2	1	31	49	1.68	0.81	38.63	57.45	1.3	0.77	5.15	5.71
ADCY5	344.963	4.58191	0.215031	2.63157e-101	5.4838e-100	33	33	515	583	27.75	26.78	641.74	683.58	4.84	4.79	9.32	9.41
ADCY6	515.912	0.421911	0.113355	0.000174853	0.000366368	542	523	467	513	455.77	424.45	581.93	601.5	8.83	8.73	9.18	9.23
ADCY7	231.415	-1.51081	0.174995	1.31655e-18	6.22815e-18	412	422	94	102	346.45	342.48	117.13	119.6	8.43	8.41	6.88	6.91
ADCY8	96.5493	2.19432	0.276097	1.20107e-16	5.24099e-16	41	40	132	132	34.48	32.46	164.49	154.77	5.13	5.05	7.34	7.26
ADCY9	411.07	0.62605	0.126063	5.42453e-07	1.42037e-06	402	377	400	428	338.04	305.96	498.44	501.84	8.4	8.26	8.96	8.97
ADCYAP1	32.2335	4.02407	0.634596	3.30884e-11	1.13282e-10	4	4	53	48	3.36	3.25	66.04	56.28	2.06	2.01	5.95	5.73
ADCYAP1R1	88.7227	5.54486	0.551804	1.55439e-24	8.94502e-24	4	4	144	144	3.36	3.25	179.44	168.84	2.11	2.06	7.44	7.36
ADD1	2136.85	1.55525	0.0674398	2.28415e-118	5.68477e-117	1264	1358	2507	2779	1062.89	1102.11	3123.98	3258.42	10.05	10.11	11.61	11.67
ADD2	463.885	1.59695	0.123243	3.90887e-39	3.24126e-38	267	287	548	610	224.52	232.92	682.86	715.23	7.81	7.87	9.41	9.48
ADD3	405.464	1.28056	0.129536	1.67414e-23	9.3252e-23	286	282	445	510	240.5	228.86	554.52	597.98	7.91	7.84	9.11	9.22
ADH1B	6.40622	2.28671	1.23796	0.00678694	0.0117837	1	2	12	7	0.84	1.62	14.95	8.21	0.64	1.11	3.58	2.84
ADH1C	1.3293	0.389821	1.24951	0.583622	NA	1	1	2	1	0.84	0.81	2.49	1.17	0.08	0.05	0.8	0.27
ADH4	7.84519	-2.5763	1.32735	0.00443431	0.00789331	19	16	1	1	15.98	12.99	1.25	1.17	3.76	3.5	1.08	1.02
ADH5	223.843	-0.935586	0.171511	2.86584e-08	8.20427e-08	358	358	113	139	301.04	290.54	140.81	162.98	8.23	8.18	7.14	7.35
ADH6	15.4192	-3.46113	1.04634	5.60419e-05	0.000123176	41	29	2	1	34.48	23.54	2.49	1.17	4.95	4.43	1.75	1.17
ADH7	1.22799	-0.0135537	1.2177	0.984455	NA	2	1	1	1	1.68	0.81	1.25	1.17	0.49	0.05	0.29	0.25
ADHFE1	35.6601	2.63341	0.490536	4.25843e-09	1.29047e-08	9	13	51	52	7.57	10.55	63.55	60.97	3.06	3.48	5.93	5.88
ADI1	255.087	-0.542998	0.15747	0.000467472	0.000937402	375	360	161	181	315.34	292.16	200.62	212.23	8.3	8.19	7.65	7.73
ADIG	1.22066	-0.00980782	1.21882	0.988754	NA	1	2	1	1	0.84	1.62	1.25	1.17	0.07	0.47	0.29	0.25
ADIPOR1	535.972	-0.758704	0.113477	1.64037e-11	5.70166e-11	787	849	309	348	661.79	689.02	385.05	408.04	9.37	9.43	8.59	8.67
ADIPOR2	691.295	0.19627	0.102233	0.0526528	0.0783584	726	834	580	644	610.49	676.85	722.74	755.1	9.25	9.4	9.5	9.56
ADK	95.2618	-1.09147	0.261521	1.39162e-05	3.22513e-05	167	151	43	55	140.43	122.55	53.58	64.49	7.12	6.93	5.76	6.02
ADM	222.019	-2.23843	0.19873	1.15073e-30	7.79567e-30	437	453	71	55	367.47	367.64	88.47	64.49	8.51	8.51	6.48	6.03
ADM2	49.9714	-4.52168	0.651506	7.41101e-13	2.76373e-12	118	115	4	2	99.23	93.33	4.98	2.35	6.57	6.49	2.59	1.86
ADNP	607.229	-0.581243	0.108054	6.14573e-08	1.7245e-07	843	924	373	431	708.88	749.89	464.8	505.35	9.47	9.55	8.86	8.98
ADNP2	229.153	-0.902093	0.167811	4.64975e-08	1.31312e-07	358	369	121	141	301.04	299.47	150.78	165.32	8.23	8.22	7.24	7.37
ADO	291.405	0.788549	0.152003	1.46914e-07	4.00646e-07	276	237	289	325	232.09	192.34	360.12	381.07	7.86	7.59	8.49	8.57
ADORA1	502.849	4.51623	0.176629	9.48864e-145	3.11775e-143	49	52	754	843	41.2	42.2	939.56	988.43	5.4	5.43	9.87	9.94
ADORA2A	91.1387	0.253994	0.246959	0.285877	0.354212	96	104	81	84	80.73	84.4	100.93	98.49	6.34	6.4	6.65	6.62
ADORA2B	49.2626	-0.954312	0.347833	0.00329298	0.00595533	82	79	25	28	68.95	64.11	31.15	32.83	6.09	5.99	4.99	5.06
ADORA3	28.5226	4.72901	0.812142	9.01095e-10	2.84671e-09	1	3	40	52	0.84	2.43	49.84	60.97	0.86	1.66	5.53	5.81
ADPGK	192.765	-1.54501	0.192411	2.0107e-16	8.70888e-16	338	362	74	86	284.22	293.79	92.21	100.84	8.14	8.19	6.54	6.67
ADPRH	19.596	0.258553	0.485986	0.546494	0.61502	21	21	20	16	17.66	17.04	24.92	18.76	4.15	4.11	4.61	4.23
ADPRHL1	44.9787	1.1655	0.374115	0.000738214	0.00144481	38	25	46	60	31.95	20.29	57.32	70.35	5.01	4.39	5.82	6.11
ADPRHL2	211.181	-0.264244	0.170232	0.113202	0.156582	269	291	145	172	226.2	236.17	180.68	201.67	7.82	7.88	7.5	7.66
ADRA1A	16.4457	4.5955	1.13604	4.22828e-06	1.03012e-05	1	1	27	26	0.84	0.81	33.64	30.49	0.73	0.69	4.89	4.75
ADRA1B	74.2094	3.44908	0.368317	8.79121e-22	4.64191e-21	15	14	107	119	12.61	11.36	133.33	139.53	3.74	3.6	7.02	7.09
ADRA1D	33.9044	0.97238	0.407544	0.0088464	0.0150918	24	28	33	44	20.18	22.72	41.12	51.59	4.37	4.53	5.34	5.66
ADRA2A	56.9679	3.58908	0.442658	6.44745e-17	2.84739e-16	9	11	100	74	7.57	8.93	124.61	86.77	3.07	3.27	6.91	6.4
ADRA2B	7.53722	0.540583	0.720387	0.333409	0.404396	6	7	9	7	5.05	5.68	11.21	8.21	2.44	2.57	3.38	3
ADRA2C	125.729	-1.06604	0.23389	2.50556e-06	6.21994e-06	201	216	52	80	169.02	175.3	64.8	93.8	7.39	7.45	6.03	6.56
ADRB1	72.1821	3.40204	0.378254	2.5412e-20	1.27832e-19	16	13	92	128	13.45	10.55	114.64	150.08	3.83	3.5	6.81	7.19
ADRB2	15.363	-0.113057	0.54114	0.807658	0.843573	24	15	13	11	20.18	12.17	16.2	12.9	4.3	3.64	4.01	3.71
ADRB3	1.83265	0.371074	1.12775	0.588446	NA	2	1	2	2	1.68	0.81	2.49	2.35	0.77	0.3	1.07	1.02
ADRBK1	1691.27	0.805203	0.0703861	1.81714e-30	1.22299e-29	1480	1496	1702	1864	1244.53	1214.11	2120.87	2185.57	10.28	10.25	11.05	11.09
ADRBK2	266.237	1.16736	0.154391	1.68732e-14	6.74081e-14	194	199	293	320	163.13	161.5	365.11	375.21	7.35	7.34	8.51	8.55
ADRM1	934.667	-0.578291	0.0886388	5.65032e-11	1.91133e-10	1308	1407	600	639	1099.89	1141.88	747.66	749.24	10.1	10.16	9.55	9.55
ADSL	243.565	-2.04467	0.182894	3.8735e-30	2.58223e-29	478	475	69	86	401.95	385.5	85.98	100.84	8.64	8.58	6.44	6.67
ADSS	174.849	-0.236162	0.19031	0.203623	0.263829	230	229	144	120	193.41	185.85	179.44	140.7	7.59	7.54	7.49	7.14
ADSSL1	85.805	-1.20057	0.277898	6.08345e-06	1.46059e-05	136	158	45	38	114.36	128.23	56.07	44.56	6.83	6.99	5.82	5.5
AEBP1	1072.07	-1.23982	0.09025	2.27365e-43	2.05424e-42	1734	1922	485	568	1458.11	1559.84	604.36	665.99	10.51	10.61	9.24	9.38
AEBP2	231.863	-0.22886	0.162679	0.151655	0.203561	302	305	180	172	253.95	247.53	224.3	201.67	7.99	7.95	7.81	7.66
AEN	286.077	-2.02029	0.169682	8.5836e-34	6.25708e-33	536	580	81	104	450.72	470.71	100.93	121.94	8.81	8.87	6.67	6.94
AES	5098.93	1.92328	0.0532039	3.49682e-287	3.22922e-285	2560	2584	6379	6991	2152.69	2097.09	7948.89	8197.06	11.07	11.04	12.96	13
AFAP1	332.951	0.0666387	0.138143	0.624649	0.686078	397	390	258	307	333.84	316.51	321.49	359.96	8.38	8.31	8.33	8.49
AFAP1L1	58.3844	-1.81263	0.367061	9.71369e-08	2.68692e-07	105	119	24	16	88.29	96.58	29.91	18.76	6.44	6.57	4.93	4.3
AFAP1L2	176.222	2.98882	0.224758	1.625e-41	1.41852e-40	47	47	238	282	39.52	38.14	296.57	330.65	5.33	5.28	8.2	8.36
AFARP1	25.9037	-0.390221	0.440051	0.324831	0.396321	36	37	15	21	30.27	30.03	18.69	24.62	4.91	4.89	4.26	4.63
AFF1	247.475	-0.918583	0.165669	1.76091e-08	5.10776e-08	364	425	128	153	306.09	344.92	159.5	179.39	8.26	8.43	7.32	7.49
AFF2	106.051	2.74312	0.281078	8.96403e-24	5.03144e-23	28	37	145	162	23.55	30.03	180.68	189.95	4.6	4.94	7.48	7.55
AFF3	252.988	2.04972	0.170182	1.54808e-34	1.14756e-33	115	120	343	333	96.7	97.39	427.41	390.45	6.61	6.62	8.73	8.6
AFF4	508.864	0.344949	0.114239	0.00230204	0.00424505	522	562	440	505	438.95	456.1	548.28	592.12	8.78	8.83	9.1	9.21
AFG3L1	177.361	-0.622461	0.187017	0.000683799	0.0013428	246	278	115	114	206.86	225.62	143.3	133.67	7.69	7.81	7.17	7.07
AFG3L2	435.986	-0.368325	0.121909	0.00226819	0.00418615	586	606	297	332	492.77	491.81	370.09	389.28	8.94	8.94	8.53	8.61
AFMID	193.116	-0.163825	0.175697	0.340905	0.41212	251	244	142	159	211.07	198.02	176.95	186.43	7.72	7.63	7.47	7.54
AFP	1108.68	-8.2292	0.439045	2.47904e-80	4.04626e-79	2572	2783	6	5	2162.79	2258.6	7.48	5.86	11.07	11.13	3.23	2.95
AFTPH	183.692	1.15121	0.18377	1.61332e-10	5.30396e-10	136	136	207	215	114.36	110.37	257.94	252.09	6.84	6.79	8.01	7.97
AG2	280.322	2.93856	0.178934	8.58409e-62	1.07814e-60	82	73	382	441	68.95	59.24	476.01	517.08	6.12	5.91	8.89	9.01
AGA	47.9944	-0.974918	0.354169	0.00311558	0.00564965	72	86	25	26	60.54	69.79	31.15	30.49	5.91	6.11	4.98	4.95
AGAP1	426.983	1.14994	0.124487	1.10109e-20	5.61948e-20	309	329	483	494	259.84	267.01	601.87	579.22	8.02	8.06	9.23	9.18
AGAP11	6.47159	0.535587	0.764599	0.353981	0.425175	6	5	5	9	5.05	4.06	6.23	10.55	2.39	2.15	2.63	3.25
AGAP2	1994.05	6.13949	0.139107	0	0	60	74	3145	3366	50.45	60.06	3918.99	3946.69	5.69	5.93	11.93	11.94
AGAP3	2068.35	1.69397	0.0700614	5.58883e-130	1.55901e-128	1201	1157	2485	2753	1009.92	938.99	3096.56	3227.94	9.98	9.88	11.6	11.66
AGAP4	4.05269	0.277907	0.860485	0.648655	0.706869	4	4	3	5	3.36	3.25	3.74	5.86	1.82	1.78	1.93	2.39
AGAP5	5.23859	-0.295786	0.806041	0.616859	0.678711	7	8	5	2	5.89	6.49	6.23	2.35	2.5	2.61	2.56	1.59
AGAP6	27.7691	-0.207662	0.420584	0.58701	0.650643	38	35	20	22	31.95	28.4	24.92	25.8	4.99	4.83	4.65	4.7
AGAP7	3.67665	-0.0185375	0.873519	0.975844	0.980482	5	4	3	3	4.2	3.25	3.74	3.52	2.01	1.75	1.89	1.83
AGAP8	5.70515	-0.259907	0.772295	0.653064	0.710791	8	8	3	5	6.73	6.49	3.74	5.86	2.69	2.65	2.07	2.54
AGBL1	1.3293	0.389821	1.24951	0.583622	NA	1	1	2	1	0.84	0.81	2.49	1.17	0.08	0.05	0.8	0.27
