Feature.ID	baseMean	log2(brain/UHR)	lfcSE	stat	pvalue	padj	UHR_1	UHR_2	brain_1	brain_2	UHR_1.norm	UHR_2.norm	brain_1.norm	brain_2.norm	UHR_1.rlog	UHR_2.rlog	brain_1.rlog	brain_2.rlog
ACRBP	11.0571	0.747189	0.726726	1.02816	0.303876	0.404275	10	10	10	13	8.41	8.12	12.46	15.24	3.12	3.08	3.61	3.87
ACRC	16.2268	1.10486	0.626119	1.76462	0.0776271	0.120708	12	13	12	25	10.09	10.55	14.95	29.31	3.39	3.45	3.9	4.79
ACRV1	5.35252	0.670369	1.06124	0.631683	0.527594	0.638903	6	4	3	8	5.05	3.25	3.74	9.38	2.33	1.86	2.02	3.03
ACSBG1	190.619	4.62215	0.289913	15.9432	3.17511e-57	4.03993e-56	22	14	284	323	18.5	11.36	353.89	378.72	4.27	3.62	8.45	8.55
ACSBG2	3.84246	0.737068	1.2271	0.600657	0.548069	0.659708	3	4	3	5	2.52	3.25	3.74	5.86	1.52	1.76	1.9	2.36
ACSF2	157.912	-1.04922	0.214153	-4.89939	9.6135e-07	2.6739e-06	254	262	67	104	213.59	212.63	83.49	121.94	7.73	7.73	6.4	6.93
ACSF3	222.109	-0.671542	0.170516	-3.93829	8.20649e-05	0.000192293	324	337	129	155	272.45	273.5	160.75	181.74	8.09	8.09	7.33	7.51
ACSL1	223.528	1.05417	0.169863	6.20598	5.43557e-10	1.88334e-09	164	188	252	247	137.91	152.57	314.02	289.61	7.11	7.26	8.29	8.17
ACSL3	484.496	-0.412053	0.117719	-3.50031	0.000464715	0.00101061	640	700	340	348	538.17	568.1	423.67	408.04	9.07	9.15	8.73	8.67
ACSL4	305.29	-1.02173	0.149917	-6.81532	9.40565e-12	3.58833e-11	483	508	151	183	406.15	412.28	188.16	214.57	8.66	8.68	7.56	7.75
ACSL5	74.3786	-0.468257	0.290065	-1.61432	0.106458	0.160527	100	109	57	46	84.09	88.46	71.03	53.94	6.39	6.46	6.15	5.77
ACSL6	195.421	6.41015	0.462939	13.8466	1.33335e-43	1.31619e-42	4	7	318	321	3.36	5.68	396.26	376.38	2.17	2.73	8.61	8.53
ACSM1	5.85158	-2.44146	1.19869	-2.03678	0.0416722	0.0684297	9	15	2	1	7.57	12.17	2.49	1.17	2.77	3.35	1.59	1.01
ACSM2A	2.46001	-1.61887	1.65102	-0.98053	0.326824	0.429964	4	5	1	1	3.36	4.06	1.25	1.17	1.54	1.73	0.75	0.71
ACSM2B	2.6629	-1.76914	1.61472	-1.09563	0.273241	0.36865	4	6	1	1	3.36	4.87	1.25	1.17	1.58	1.95	0.78	0.74
ACSM3	106.169	-6.11429	0.677143	-9.02953	1.72415e-19	9.15344e-19	243	264	3	2	204.34	214.25	3.74	2.35	7.64	7.71	2.34	1.91
ACSM4	1.42356	-0.441859	2.0152	-0.219263	0.826445	0.879651	1	3	1	1	0.84	2.43	1.25	1.17	0.16	0.89	0.39	0.36
ACSM5	8.07131	2.19082	0.936756	2.33874	0.0193491	0.0337329	5	2	9	13	4.2	1.62	11.21	15.24	2.18	1.25	3.34	3.73
ACSS1	397.429	1.02611	0.134339	7.63819	2.2029e-14	9.5041e-14	340	293	433	449	285.9	237.79	539.56	526.46	8.16	7.9	9.07	9.04
ACSS2	332.612	-0.327469	0.138971	-2.35638	0.0184541	0.032282	448	448	244	244	376.72	363.58	304.05	286.09	8.56	8.51	8.25	8.16
ACSS3	65.6218	-0.44008	0.305931	-1.43849	0.150294	0.218955	85	98	49	43	71.48	79.53	61.06	50.42	6.16	6.31	5.93	5.67
ACTA1	23.0005	0.153403	0.538659	0.284787	0.775807	0.846251	16	37	22	18	13.45	30.03	27.41	21.11	3.81	4.88	4.75	4.4
ACTA2	178.477	1.60208	0.192897	8.30541	9.94766e-17	4.71999e-16	110	104	223	221	92.5	84.4	277.88	259.13	6.54	6.41	8.11	8.01
ACTB	16238.9	-0.4916	0.0480378	-10.2336	1.40199e-24	8.75532e-24	23034	22907	10483	11883	19369.21	18590.61	13062.89	13933.01	14.24	14.18	13.67	13.77
ACTBL2	2.37309	-0.673507	1.59918	-0.421157	0.67364	0.760926	5	2	2	1	4.2	1.62	2.49	1.17	1.74	0.89	1.24	0.69
ACTC1	12.4087	0.480911	0.698729	0.688265	0.491286	0.600093	16	9	10	14	13.45	7.3	12.46	16.42	3.73	2.96	3.63	3.98
ACTG1	13525.4	-1.42101	0.0458107	-31.0192	2.97316e-211	1.74017e-209	23475	24215	5753	6431	19740.04	19652.14	7168.83	7540.45	14.27	14.26	12.81	12.88
ACTG2	49.9634	-0.664736	0.359345	-1.84986	0.0643342	0.101989	85	63	30	34	71.48	51.13	37.38	39.87	6.14	5.67	5.24	5.33
ACTL6A	122.314	-3.44693	0.314261	-10.9684	5.42395e-28	3.6848e-27	282	260	17	17	237.13	211.01	21.18	19.93	7.87	7.7	4.47	4.39
ACTL6B	248.264	8.22681	0.73519	11.1901	4.56163e-29	3.18778e-28	3	1	384	436	2.52	0.81	478.5	511.22	1.86	1.08	8.88	8.97
ACTL7A	1.3109	1.12465	2.09456	0.536937	0.591311	0.68418	1	1	1	2	0.84	0.81	1.25	2.35	0.07	0.05	0.3	0.75
ACTL7B	1.3293	1.14383	2.08688	0.548102	0.583622	0.68418	1	1	2	1	0.84	0.81	2.49	1.17	0.08	0.05	0.8	0.27
ACTL8	23.3547	-3.57009	0.735164	-4.85618	1.19669e-06	3.30384e-06	60	44	3	3	50.45	35.71	3.74	3.52	5.55	5.08	2.23	2.16
ACTN1	1523.99	-1.23848	0.0768924	-16.1066	2.2916e-58	2.97143e-57	2580	2603	702	801	2169.51	2112.51	874.76	939.19	11.08	11.04	9.77	9.88
ACTN2	185.327	5.5316	0.368427	15.0141	5.93624e-51	6.7094e-50	8	11	285	316	6.73	8.93	355.14	370.52	2.95	3.3	8.45	8.51
ACTN3	4.64599	1.80483	1.17632	1.5343	0.124956	0.185407	3	2	5	7	2.52	1.62	6.23	8.21	1.53	1.14	2.47	2.79
ACTN4	2704.3	-0.854255	0.060629	-14.0899	4.38305e-45	4.44901e-44	4148	4284	1539	1650	3488.04	3476.76	1917.75	1934.65	11.77	11.76	10.91	10.92
ACTR10	114.78	1.00651	0.234314	4.29554	1.74269e-05	4.33666e-05	82	103	119	135	68.95	83.59	148.29	158.29	6.12	6.39	7.21	7.3
ACTR1A	1078.93	1.22243	0.0876379	13.9487	3.20464e-44	3.19993e-43	765	803	1152	1352	643.29	651.69	1435.51	1585.24	9.33	9.35	10.49	10.63
ACTR1B	984.413	1.0842	0.0864741	12.5379	4.63376e-36	3.84234e-35	748	780	1067	1148	628.99	633.02	1329.59	1346.05	9.3	9.31	10.38	10.39
ACTR2	617.794	-0.0601873	0.104963	-0.573412	0.566366	0.677703	761	766	472	530	639.92	621.66	588.16	621.43	9.32	9.28	9.2	9.28
ACTR3	524.91	-0.487804	0.113796	-4.28666	1.81379e-05	4.50124e-05	733	751	338	386	616.38	609.49	421.18	452.59	9.27	9.25	8.72	8.82
ACTR3B	150.34	1.3911	0.208095	6.68495	2.31009e-11	8.66375e-11	101	100	163	198	84.93	81.16	203.11	232.16	6.42	6.35	7.66	7.85
ACTR3C	3.5456	0.52995	1.29932	0.407869	0.68337	0.768484	5	2	2	5	4.2	1.62	2.49	5.86	1.96	1.08	1.46	2.3
ACTR5	92.1753	-1.09028	0.277654	-3.92677	8.60955e-05	0.000201168	151	153	36	62	126.98	124.17	44.86	72.7	6.98	6.95	5.51	6.19
ACTR6	57.2822	0.714776	0.322669	2.2152	0.0267463	0.0454176	54	51	54	64	45.41	41.39	67.29	75.04	5.51	5.38	6.06	6.22
ACTR8	133.425	0.115003	0.21603	0.532346	0.594486	0.68731	163	147	104	126	137.07	119.3	129.59	147.74	7.1	6.9	7.02	7.2
ACVR1	108.426	-0.254872	0.238559	-1.06838	0.285349	0.383387	134	152	73	91	112.68	123.36	90.97	106.7	6.82	6.94	6.51	6.74
ACVR1B	430.922	1.50494	0.129376	11.6323	2.82295e-31	2.10581e-30	251	293	530	524	211.07	237.79	660.43	614.4	7.73	7.9	9.36	9.26
ACVR1C	26.5643	2.53381	0.538767	4.70298	2.56392e-06	6.89341e-06	6	13	37	38	5.05	10.55	46.11	44.56	2.55	3.46	5.46	5.41
ACVR2A	56.3846	0.56629	0.3298	1.71707	0.0859659	0.132248	53	57	62	49	44.57	46.26	77.26	57.45	5.49	5.54	6.26	5.84
ACVR2B	271.026	-0.971837	0.158356	-6.13705	8.40691e-10	2.88293e-09	405	465	148	155	340.56	377.38	184.42	181.74	8.41	8.56	7.53	7.51
ACVRL1	89.6343	3.51207	0.333595	10.5279	6.42284e-26	4.15279e-25	16	19	130	143	13.45	15.42	161.99	167.67	3.83	4.01	7.31	7.36
ACY1	193.703	-2.15122	0.204212	-10.5342	6.00711e-26	3.88928e-25	374	392	52	66	314.5	318.13	64.8	77.39	8.29	8.31	6.04	6.29
ACY3	22.4703	0.618129	0.513784	1.20309	0.228941	0.316629	18	25	23	22	15.14	20.29	28.66	25.8	3.96	4.35	4.81	4.67
ACYP1	63.2427	0.420507	0.305501	1.37645	0.168683	0.2418	65	66	55	65	54.66	53.56	68.54	76.21	5.78	5.75	6.1	6.24
ACYP2	100.466	2.77916	0.29014	9.5787	9.82711e-22	5.61187e-21	24	38	131	160	20.18	30.84	163.24	187.6	4.39	4.98	7.33	7.53
ADA	298.288	-4.19837	0.238171	-17.6276	1.51309e-69	2.30256e-68	668	702	26	25	561.72	569.72	32.4	29.31	9.12	9.14	5.07	4.93
ADAD2	7.89055	2.42392	0.954962	2.53824	0.0111413	0.0202726	3	3	11	11	2.52	2.43	13.71	12.9	1.64	1.6	3.59	3.51
ADAL	49.0643	-0.696278	0.352708	-1.97409	0.0483712	0.0784948	70	77	30	32	58.86	62.49	37.38	37.52	5.87	5.95	5.24	5.24
ADAM10	371.708	-0.717076	0.134158	-5.34501	9.0414e-08	2.71742e-07	549	570	236	229	461.65	462.59	294.08	268.51	8.85	8.85	8.2	8.07
ADAM11	819.143	4.45506	0.138276	32.2185	9.71325e-228	6.22106e-226	84	89	1237	1358	70.64	72.23	1541.43	1592.28	6.16	6.19	10.59	10.63
ADAM12	42.21	-3.16668	0.501342	-6.31641	2.67703e-10	9.43183e-10	88	96	7	7	74	77.91	8.72	8.21	6.16	6.23	3.27	3.19
ADAM15	816.594	-0.783461	0.0947209	-8.27125	1.32559e-16	6.26467e-16	1217	1285	471	523	1023.37	1042.87	586.91	613.23	10	10.03	9.2	9.26
ADAM17	142.647	-0.834667	0.213297	-3.91317	9.10941e-05	0.000212404	212	231	75	95	178.27	187.47	93.46	111.39	7.47	7.55	6.55	6.8
ADAM19	116.38	0.783332	0.232874	3.36376	0.000768875	0.0016285	101	106	131	112	84.93	86.03	163.24	131.32	6.41	6.43	7.34	7.03
ADAM20	2.22708	2.13437	1.72932	1.23423	0.217118	0.302013	1	1	3	3	0.84	0.81	3.74	3.52	0.35	0.33	1.51	1.46
ADAM21	3.32071	0.764601	1.33574	0.572418	0.567039	0.677703	2	4	2	5	1.68	3.25	2.49	5.86	1.08	1.67	1.43	2.27
ADAM22	135.565	3.66437	0.279287	13.1204	2.51485e-39	2.27257e-38	23	25	202	214	19.34	20.29	251.71	250.92	4.33	4.4	7.95	7.95
ADAM23	212.857	1.60479	0.178252	9.00295	2.1974e-19	1.15987e-18	131	124	245	286	110.16	100.63	305.3	335.34	6.79	6.66	8.25	8.38
ADAM28	9.28464	1.80731	0.834913	2.16467	0.030413	0.0512187	5	5	10	14	4.2	4.06	12.46	16.42	2.24	2.2	3.54	3.89
ADAM29	1.53219	0.563712	1.92337	0.293085	0.769457	0.841813	1	2	2	1	0.84	1.62	2.49	1.17	0.21	0.62	0.93	0.41
ADAM32	2.7231	1.77161	1.52544	1.16138	0.245487	0.336309	1	2	3	4	0.84	1.62	3.74	4.69	0.48	0.92	1.66	1.89
ADAM33	50.5537	0.832129	0.34357	2.42201	0.015435	0.0273172	44	44	55	52	37	35.71	68.54	60.97	5.22	5.17	6.08	5.92
ADAM8	37.0027	-0.490424	0.412538	-1.1888	0.234519	0.323263	42	63	24	27	35.32	51.13	29.91	31.66	5.14	5.66	4.92	4.99
ADAM9	297.188	-0.979912	0.149423	-6.55799	5.45371e-11	2.00271e-10	469	486	161	170	394.38	394.42	200.62	199.33	8.62	8.62	7.65	7.64
ADAMTS1	508.274	-0.591531	0.116433	-5.08042	3.76604e-07	1.08083e-06	724	756	310	362	608.81	613.55	386.29	424.45	9.25	9.26	8.6	8.73
ADAMTS10	111.832	1.69343	0.251547	6.73206	1.67279e-11	6.29971e-11	55	73	152	130	46.25	59.24	189.41	152.43	5.55	5.9	7.55	7.24
ADAMTS12	23.6006	-3.86435	0.778281	-4.96524	6.86156e-07	1.93021e-06	48	59	4	1	40.36	47.88	4.98	1.17	5.24	5.48	2.52	1.27
ADAMTS13	149.637	1.06917	0.204515	5.22781	1.71527e-07	5.04061e-07	114	120	154	182	95.86	97.39	191.9	213.4	6.59	6.61	7.58	7.73
ADAMTS14	130.804	-1.18756	0.22472	-5.28464	1.25954e-07	3.74417e-07	219	221	67	65	184.16	179.36	83.49	76.21	7.52	7.48	6.39	6.26
ADAMTS15	46.5331	-3.3204	0.493751	-6.72484	1.75781e-11	6.61074e-11	94	111	8	6	79.04	90.08	9.97	7.04	6.26	6.44	3.44	3.01
ADAMTS16	34.7934	3.0639	0.496146	6.1754	6.59952e-10	2.27585e-09	9	9	48	55	7.57	7.3	59.81	64.49	3.05	3	5.84	5.95
ADAMTS17	27.1262	-0.264883	0.482984	-0.548431	0.583396	0.68418	28	44	16	25	23.55	35.71	19.94	29.31	4.57	5.14	4.35	4.86
ADAMTS18	64.8317	5.45599	0.608001	8.97367	2.86807e-19	1.5075e-18	2	5	100	110	1.68	4.06	124.61	128.98	1.45	2.28	6.9	6.95
ADAMTS19	11.4623	-1.12429	0.755373	-1.48838	0.13665	0.20083	22	16	4	8	18.5	12.99	4.98	9.38	4.12	3.66	2.52	3.25
ADAMTS2	64.2586	-0.363308	0.305097	-1.19079	0.233735	0.322275	88	87	46	47	74	70.61	57.32	55.11	6.2	6.14	5.85	5.79
ADAMTS20	4.11248	-2.53755	1.43466	-1.76874	0.0769374	0.119743	8	9	1	1	6.73	7.3	1.25	1.17	2.5	2.59	0.94	0.89
ADAMTS3	27.6116	-1.74057	0.509842	-3.41393	0.00064032	0.00136794	46	57	12	9	38.68	46.26	14.95	10.55	5.24	5.48	3.95	3.51
ADAMTS4	285.381	2.99527	0.178735	16.7581	4.93832e-63	6.84171e-62	80	74	382	459	67.27	60.06	476.01	538.18	6.09	5.93	8.89	9.06
ADAMTS5	42.4081	0.952627	0.384122	2.48001	0.0131379	0.0235829	36	34	37	56	30.27	27.59	46.11	65.66	4.94	4.81	5.52	6.01
ADAMTS6	8.89412	-1.69426	0.891067	-1.90138	0.0572522	0.0916325	15	18	2	5	12.61	14.61	2.49	5.86	3.55	3.74	1.76	2.62
ADAMTS7	51.9677	-2.62367	0.419715	-6.25107	4.07642e-10	1.42278e-09	121	95	12	12	101.75	77.1	14.95	14.07	6.63	6.24	3.98	3.9
ADAMTS8	69.8727	3.8448	0.401375	9.57907	9.792e-22	5.59349e-21	12	10	109	107	10.09	8.12	135.83	125.46	3.44	3.16	7.04	6.93
ADAMTS9	107.892	0.724602	0.238943	3.03253	0.00242512	0.00483246	100	97	99	124	84.09	78.72	123.36	145.39	6.4	6.31	6.94	7.18
ADAMTSL1	72.6466	-1.00474	0.296568	-3.38789	0.000704338	0.00149731	109	126	39	41	91.66	102.26	48.6	48.07	6.51	6.66	5.62	5.6
ADAMTSL2	177.274	3.44917	0.236465	14.5864	3.42712e-48	3.68101e-47	37	35	255	283	31.11	28.4	317.76	331.82	4.99	4.87	8.3	8.36
ADAMTSL3	18.4336	3.15412	0.695437	4.53544	5.74823e-06	1.49949e-05	6	3	24	31	5.05	2.43	29.91	36.35	2.49	1.7	4.79	5.06
ADAMTSL4	257.993	-4.06923	0.248041	-16.4055	1.74689e-60	2.32699e-59	580	599	25	23	487.72	486.13	31.15	26.97	8.92	8.91	5.01	4.81
ADAMTSL5	48.7913	-1.80645	0.386199	-4.67752	2.90368e-06	7.76411e-06	86	98	15	21	72.32	79.53	18.69	24.62	6.15	6.29	4.29	4.66
ADAP1	745.464	3.93969	0.131765	29.8993	2.00817e-196	1.05523e-194	100	121	1094	1225	84.09	98.2	1363.24	1436.33	6.41	6.63	10.41	10.48
ADAP2	19.4533	0.820552	0.552266	1.48579	0.137334	0.201759	18	16	22	19	15.14	12.99	27.41	22.28	3.94	3.74	4.73	4.46
ADAR	1853.44	0.136615	0.06772	2.01736	0.0436583	0.0714176	2109	2166	1581	1631	1773.45	1757.86	1970.09	1912.37	10.79	10.78	10.94	10.9
ADARB1	892.867	1.24606	0.0928374	13.4219	4.49752e-41	4.20609e-40	650	632	978	1103	546.58	512.91	1218.69	1293.29	9.1	9	10.25	10.34
ADARB2	105.236	6.98171	0.751906	9.28535	1.6117e-20	8.87088e-20	3	1	162	184	2.52	0.81	201.87	215.74	1.8	0.97	7.61	7.71
ADAT1	58.267	-1.14431	0.334727	-3.41863	0.000629363	0.0013462	102	92	31	29	85.77	74.66	38.63	34	6.41	6.21	5.29	5.11
ADAT2	58.5089	-1.99014	0.367683	-5.41264	6.2101e-08	1.88885e-07	94	133	18	21	79.04	107.94	22.43	24.62	6.29	6.73	4.54	4.66
ADAT3	52.0841	-0.552269	0.340779	-1.62061	0.105101	0.158556	74	76	32	38	62.23	61.68	39.88	44.56	5.95	5.94	5.33	5.48
ADC	131.358	2.73653	0.246523	11.1005	1.24729e-28	8.62137e-28	40	43	186	192	33.64	34.9	231.78	225.12	5.1	5.15	7.84	7.8
ADCK1	73.6569	0.296315	0.287429	1.03091	0.302582	0.402666	78	82	73	61	65.59	66.55	90.97	71.52	6.04	6.06	6.5	6.16
ADCK2	277.926	0.187716	0.149688	1.25405	0.209825	0.293823	318	311	236	254	267.41	252.4	294.08	297.82	8.06	7.98	8.2	8.22
ADCK4	172.514	0.413233	0.188588	2.19119	0.0284378	0.0481567	185	173	161	165	155.57	140.4	200.62	193.47	7.28	7.14	7.65	7.59
ADCK5	112.248	0.0221528	0.240794	0.0919989	0.926699	0.961474	131	139	76	112	110.16	112.81	94.7	131.32	6.78	6.82	6.57	7.03
ADCY1	2075.5	1.91667	0.0726694	26.3751	2.64337e-153	1.022e-151	1039	1066	2510	2930	873.69	865.13	3127.72	3435.47	9.77	9.76	11.61	11.75
ADCY10	2.03554	0.54923	1.66083	0.330696	0.740874	0.818546	2	2	2	2	1.68	1.62	2.49	2.35	0.87	0.84	1.17	1.13
ADCY2	390.663	5.42635	0.248057	21.8754	4.45726e-106	1.0585e-104	20	23	613	651	16.82	18.67	763.86	763.31	4.15	4.29	9.57	9.56
ADCY3	517.24	0.526574	0.119046	4.42327	9.72186e-06	2.48027e-05	498	529	450	563	418.77	429.32	560.75	660.13	8.71	8.75	9.13	9.37
ADCY4	24.644	5.27811	0.943265	5.59557	2.19899e-08	6.86399e-08	2	1	31	49	1.68	0.81	38.63	57.45	1.3	0.77	5.15	5.71
ADCY5	344.963	4.6038	0.215449	21.3684	2.63157e-101	5.94511e-100	33	33	515	583	27.75	26.78	641.74	683.58	4.84	4.79	9.32	9.41
ADCY6	515.912	0.427558	0.11393	3.75283	0.000174853	0.000397187	542	523	467	513	455.77	424.45	581.93	601.5	8.83	8.73	9.18	9.23
ADCY7	231.415	-1.54083	0.175009	-8.80431	1.31655e-18	6.75207e-18	412	422	94	102	346.45	342.48	117.13	119.6	8.43	8.41	6.88	6.91
ADCY8	96.5493	2.25385	0.272105	8.283	1.20107e-16	5.68187e-16	41	40	132	132	34.48	32.46	164.49	154.77	5.13	5.05	7.34	7.26
ADCY9	411.07	0.63573	0.126876	5.01065	5.42453e-07	1.53985e-06	402	377	400	428	338.04	305.96	498.44	501.84	8.4	8.26	8.96	8.97
ADCYAP1	32.2335	4.20943	0.634703	6.63213	3.30884e-11	1.22811e-10	4	4	53	48	3.36	3.25	66.04	56.28	2.06	2.01	5.95	5.73
ADCYAP1R1	88.7227	5.71958	0.559448	10.2236	1.55439e-24	9.69749e-24	4	4	144	144	3.36	3.25	179.44	168.84	2.11	2.06	7.44	7.36
ADD1	2136.85	1.55976	0.0674329	23.1305	2.28415e-118	6.16299e-117	1264	1358	2507	2779	1062.89	1102.11	3123.98	3258.42	10.05	10.11	11.61	11.67
ADD2	463.885	1.61188	0.123167	13.087	3.90887e-39	3.51392e-38	267	287	548	610	224.52	232.92	682.86	715.23	7.81	7.87	9.41	9.48
ADD3	405.464	1.29673	0.129793	9.99069	1.67414e-23	1.01097e-22	286	282	445	510	240.5	228.86	554.52	597.98	7.91	7.84	9.11	9.22
ADH1B	6.40622	3.22361	1.19079	2.70712	0.00678694	0.012775	1	2	12	7	0.84	1.62	14.95	8.21	0.64	1.11	3.58	2.84
ADH1C	1.3293	1.14383	2.08688	0.548102	0.583622	0.68418	1	1	2	1	0.84	0.81	2.49	1.17	0.08	0.05	0.8	0.27
ADH4	7.84519	-3.58247	1.259	-2.84549	0.00443431	0.00855731	19	16	1	1	15.98	12.99	1.25	1.17	3.76	3.5	1.08	1.02
ADH5	223.843	-0.959899	0.172972	-5.54944	2.86584e-08	8.89443e-08	358	358	113	139	301.04	290.54	140.81	162.98	8.23	8.18	7.14	7.35
ADH6	15.4192	-3.99704	0.992096	-4.02889	5.60419e-05	0.000133537	41	29	2	1	34.48	23.54	2.49	1.17	4.95	4.43	1.75	1.17
ADH7	1.22799	-0.0415279	2.13141	-0.0194838	0.984455	0.990479	2	1	1	1	1.68	0.81	1.25	1.17	0.49	0.05	0.29	0.25
ADHFE1	35.6601	2.77795	0.472936	5.87383	4.25843e-09	1.39903e-08	9	13	51	52	7.57	10.55	63.55	60.97	3.06	3.48	5.93	5.88
ADI1	255.087	-0.556499	0.159057	-3.49873	0.000467472	0.00101626	375	360	161	181	315.34	292.16	200.62	212.23	8.3	8.19	7.65	7.73
ADIG	1.22066	-0.0300908	2.13482	-0.0140952	0.988754	0.990479	1	2	1	1	0.84	1.62	1.25	1.17	0.07	0.47	0.29	0.25
ADIPOR1	535.972	-0.767858	0.114012	-6.7349	1.64037e-11	6.18129e-11	787	849	309	348	661.79	689.02	385.05	408.04	9.37	9.43	8.59	8.67
ADIPOR2	691.295	0.199051	0.102722	1.93776	0.0526528	0.0849501	726	834	580	644	610.49	676.85	722.74	755.1	9.25	9.4	9.5	9.56
ADK	95.2618	-1.15285	0.265316	-4.34518	1.39162e-05	3.49643e-05	167	151	43	55	140.43	122.55	53.58	64.49	7.12	6.93	5.76	6.02
ADM	222.019	-2.26909	0.19711	-11.5118	1.15073e-30	8.45145e-30	437	453	71	55	367.47	367.64	88.47	64.49	8.51	8.51	6.48	6.03
ADM2	49.9714	-4.72954	0.659479	-7.17163	7.41101e-13	2.99622e-12	118	115	4	2	99.23	93.33	4.98	2.35	6.57	6.49	2.59	1.86
ADNP	607.229	-0.58791	0.108581	-5.41451	6.14573e-08	1.86957e-07	843	924	373	431	708.88	749.89	464.8	505.35	9.47	9.55	8.86	8.98
ADNP2	229.153	-0.924824	0.169251	-5.46421	4.64975e-08	1.42359e-07	358	369	121	141	301.04	299.47	150.78	165.32	8.23	8.22	7.24	7.37
ADO	291.405	0.805496	0.153242	5.25639	1.46914e-07	4.34349e-07	276	237	289	325	232.09	192.34	360.12	381.07	7.86	7.59	8.49	8.57
ADORA1	502.849	4.53081	0.176857	25.6185	9.48864e-145	3.38002e-143	49	52	754	843	41.2	42.2	939.56	988.43	5.4	5.43	9.87	9.94
ADORA2A	91.1387	0.271864	0.254743	1.06721	0.285877	0.384009	96	104	81	84	80.73	84.4	100.93	98.49	6.34	6.4	6.65	6.62
ADORA2B	49.2626	-1.05558	0.359166	-2.93898	0.00329298	0.0064563	82	79	25	28	68.95	64.11	31.15	32.83	6.09	5.99	4.99	5.06
ADORA3	28.5226	5.07039	0.827682	6.12601	9.01095e-10	3.08618e-09	1	3	40	52	0.84	2.43	49.84	60.97	0.86	1.66	5.53	5.81
ADPGK	192.765	-1.58115	0.19232	-8.22144	2.0107e-16	9.44148e-16	338	362	74	86	284.22	293.79	92.21	100.84	8.14	8.19	6.54	6.67
ADPRH	19.596	0.329868	0.547025	0.603022	0.546494	0.658229	21	21	20	16	17.66	17.04	24.92	18.76	4.15	4.11	4.61	4.23
ADPRHL1	44.9787	1.2928	0.383054	3.37498	0.000738214	0.00156635	38	25	46	60	31.95	20.29	57.32	70.35	5.01	4.39	5.82	6.11
ADPRHL2	211.181	-0.273299	0.172542	-1.58396	0.113202	0.169754	269	291	145	172	226.2	236.17	180.68	201.67	7.82	7.88	7.5	7.66
ADRA1A	16.4457	5.27817	1.14747	4.59983	4.22828e-06	1.11678e-05	1	1	27	26	0.84	0.81	33.64	30.49	0.73	0.69	4.89	4.75
ADRA1B	74.2094	3.50978	0.365976	9.5902	8.79121e-22	5.03239e-21	15	14	107	119	12.61	11.36	133.33	139.53	3.74	3.6	7.02	7.09
ADRA1D	33.9044	1.11257	0.424981	2.61793	0.0088464	0.0163613	24	28	33	44	20.18	22.72	41.12	51.59	4.37	4.53	5.34	5.66
ADRA2A	56.9679	3.6763	0.43992	8.35674	6.44745e-17	3.08692e-16	9	11	100	74	7.57	8.93	124.61	86.77	3.07	3.27	6.91	6.4
ADRA2B	7.53722	0.853611	0.882495	0.96727	0.333409	0.436724	6	7	9	7	5.05	5.68	11.21	8.21	2.44	2.57	3.38	3
ADRA2C	125.729	-1.11468	0.236778	-4.70768	2.50556e-06	6.74318e-06	201	216	52	80	169.02	175.3	64.8	93.8	7.39	7.45	6.03	6.56
ADRB1	72.1821	3.4667	0.375317	9.23674	2.5412e-20	1.38586e-19	16	13	92	128	13.45	10.55	114.64	150.08	3.83	3.5	6.81	7.19
ADRB2	15.363	-0.153269	0.629575	-0.243448	0.807658	0.870984	24	15	13	11	20.18	12.17	16.2	12.9	4.3	3.64	4.01	3.71
ADRB3	1.83265	0.959354	1.773	0.54109	0.588446	0.68418	2	1	2	2	1.68	0.81	2.49	2.35	0.77	0.3	1.07	1.02
ADRBK1	1691.27	0.808884	0.0705074	11.4723	1.81714e-30	1.32587e-29	1480	1496	1702	1864	1244.53	1214.11	2120.87	2185.57	10.28	10.25	11.05	11.09
ADRBK2	266.237	1.18955	0.155041	7.67246	1.68732e-14	7.30786e-14	194	199	293	320	163.13	161.5	365.11	375.21	7.35	7.34	8.51	8.55
ADRM1	934.667	-0.582749	0.0889325	-6.55271	5.65032e-11	2.07211e-10	1308	1407	600	639	1099.89	1141.88	747.66	749.24	10.1	10.16	9.55	9.55
ADSL	243.565	-2.07332	0.181764	-11.4067	3.8735e-30	2.79945e-29	478	475	69	86	401.95	385.5	85.98	100.84	8.64	8.58	6.44	6.67
ADSS	174.849	-0.246375	0.193798	-1.2713	0.203623	0.286022	230	229	144	120	193.41	185.85	179.44	140.7	7.59	7.54	7.49	7.14
ADSSL1	85.805	-1.27239	0.281286	-4.52347	6.08345e-06	1.58346e-05	136	158	45	38	114.36	128.23	56.07	44.56	6.83	6.99	5.82	5.5
AEBP1	1072.07	-1.24761	0.0903526	-13.8082	2.27365e-43	2.22705e-42	1734	1922	485	568	1458.11	1559.84	604.36	665.99	10.51	10.61	9.24	9.38
AEBP2	231.863	-0.236273	0.164799	-1.43371	0.151655	0.220685	302	305	180	172	253.95	247.53	224.3	201.67	7.99	7.95	7.81	7.66
AEN	286.077	-2.04528	0.168794	-12.117	8.5836e-34	6.78344e-33	536	580	81	104	450.72	470.71	100.93	121.94	8.81	8.87	6.67	6.94
