Feature.ID	baseMean	log2(brain/UHR)	lfcSE	stat	pvalue	padj	UHR_1	UHR_2	brain_1	brain_2	UHR_1.norm	UHR_2.norm	brain_1.norm	brain_2.norm
ACTR3C	3.5456	0.457499	1.12121	0.408037	0.683247	0.768363	5	2	2	5	4.2	1.62	2.49	5.86
ACTR5	92.1753	-1.08245	0.275464	-3.92819	8.5588e-05	0.000200019	151	153	36	62	126.98	124.17	44.86	72.7
ACTR6	57.2822	0.70786	0.319413	2.21606	0.0266876	0.045318	54	51	54	64	45.41	41.39	67.29	75.04
ACTR8	133.425	0.114502	0.215013	0.532541	0.594351	0.687154	163	147	104	126	137.07	119.3	129.59	147.74
ACVR1	108.426	-0.253518	0.237198	-1.06877	0.285175	0.383153	134	152	73	91	112.68	123.36	90.97	106.7
ACVR1B	430.922	1.50258	0.129135	11.635	2.73701e-31	2.0417e-30	251	293	530	524	211.07	237.79	660.43	614.4
ACVR1C	26.5643	2.46686	0.521936	4.70455	2.54424e-06	6.8405e-06	6	13	37	38	5.05	10.55	46.11	44.56
ACVR2A	56.3846	0.560563	0.32634	1.71773	0.0858454	0.132062	53	57	62	49	44.57	46.26	77.26	57.45
ACVR2B	271.026	-0.969555	0.157924	-6.13877	8.31643e-10	2.85242e-09	405	465	148	155	340.56	377.38	184.42	181.74
ACVRL1	89.6343	3.47588	0.328566	10.5304	6.25811e-26	4.04766e-25	16	19	130	143	13.45	15.42	161.99	167.67
ACY1	193.703	-2.14283	0.203206	-10.537	5.83358e-26	3.77693e-25	374	392	52	66	314.5	318.13	64.8	77.39
ACY3	22.4703	0.603185	0.501148	1.20357	0.228756	0.316388	18	25	23	22	15.14	20.29	28.66	25.8
ACYP1	63.2427	0.416857	0.302736	1.37698	0.168518	0.241564	65	66	55	65	54.66	53.56	68.54	76.21
ACYP2	100.466	2.75741	0.287284	9.58153	9.56223e-22	5.46224e-21	24	38	131	160	20.18	30.84	163.24	187.6
ADA	298.288	-4.17621	0.235798	-17.6296	1.46058e-69	2.22266e-68	668	702	26	25	561.72	569.72	32.4	29.31
ADAD2	7.89055	2.23424	0.869791	2.53907	0.0111149	0.0202246	3	3	11	11	2.52	2.43	13.71	12.9
ADAL	49.0643	-0.688244	0.348404	-1.97484	0.0482868	0.0783579	70	77	30	32	58.86	62.49	37.38	37.52
ADAM10	371.708	-0.715867	0.133892	-5.34636	8.97402e-08	2.69717e-07	549	570	236	229	461.65	462.59	294.08	268.51
ADAM11	819.143	4.44709	0.137835	32.2202	9.20507e-228	5.9155e-226	84	89	1237	1358	70.64	72.23	1541.43	1592.28
ADAM12	42.21	-3.09429	0.484509	-6.31785	2.65235e-10	9.34489e-10	88	96	7	7	74	77.91	8.72	8.21
ADAM15	816.594	-0.782801	0.0946291	-8.27213	1.31588e-16	6.21727e-16	1217	1285	471	523	1023.37	1042.87	586.91	613.23
ADAM17	142.647	-0.831119	0.212289	-3.91449	9.05969e-05	0.000211245	212	231	75	95	178.27	187.47	93.46	111.39
ADAM19	116.38	0.779363	0.231605	3.36497	0.000765532	0.00162142	101	106	131	112	84.93	86.03	163.24	131.32
ADAM20	2.22708	1.6719	1.33119	1.23463	0.216967	0.301802	1	1	3	3	0.84	0.81	3.74	3.52
ADAM21	3.32071	0.655142	1.1432	0.572644	0.566886	0.67754	2	4	2	5	1.68	3.25	2.49	5.86
ADAM22	135.565	3.6378	0.276202	13.1232	2.42522e-39	2.19365e-38	23	25	202	214	19.34	20.29	251.71	250.92
ADAM23	212.857	1.60002	0.177642	9.00566	2.14366e-19	1.13237e-18	131	124	245	286	110.16	100.63	305.3	335.34
ADAM28	9.28464	1.69664	0.780189	2.16546	0.0303525	0.051117	5	5	10	14	4.2	4.06	12.46	16.42
ADAM29	1.53219	0.418326	1.42721	0.293192	0.769375	0.841724	1	2	2	1	0.84	1.62	2.49	1.17
ADAM32	2.7231	1.4561	1.24171	1.16179	0.245319	0.336079	1	2	3	4	0.84	1.62	3.74	4.69
ADAM33	50.5537	0.823008	0.339649	2.42294	0.0153955	0.0272489	44	44	55	52	37	35.71	68.54	60.97
ADAM8	37.0027	-0.482718	0.405808	-1.18926	0.234339	0.323014	42	63	24	27	35.32	51.13	29.91	31.66
ADAM9	297.188	-0.977863	0.149056	-6.55978	5.38887e-11	1.9789e-10	469	486	161	170	394.38	394.42	200.62	199.33
ADAMTS1	508.274	-0.590779	0.116259	-5.08147	3.74529e-07	1.07504e-06	724	756	310	362	608.81	613.55	386.29	424.45
ADAMTS10	111.832	1.68343	0.249894	6.73434	1.64672e-11	6.20154e-11	55	73	152	130	46.25	59.24	189.41	152.43
ADAMTS12	23.6006	-3.66225	0.711404	-4.96616	6.82921e-07	1.92111e-06	48	59	4	1	40.36	47.88	4.98	1.17
ADAMTS13	149.637	1.06499	0.203633	5.22959	1.69885e-07	4.99312e-07	114	120	154	182	95.86	97.39	191.9	213.4
ADAMTS14	130.804	-1.18196	0.223521	-5.28637	1.24767e-07	3.70889e-07	219	221	67	65	184.16	179.36	83.49	76.21
ADAMTS15	46.5331	-3.24673	0.477165	-6.7263	1.74035e-11	6.54506e-11	94	111	8	6	79.04	90.08	9.97	7.04
ADAMTS16	34.7934	2.99504	0.481531	6.17713	6.52788e-10	2.25115e-09	9	9	48	55	7.57	7.3	59.81	64.49
ADAMTS17	27.1262	-0.259214	0.472393	-0.548646	0.583248	0.684023	28	44	16	25	23.55	35.71	19.94	29.31
ADAMTS18	64.8317	5.27985	0.564467	8.9746	2.84382e-19	1.49476e-18	2	5	100	110	1.68	4.06	124.61	128.98
ADAMTS19	11.4623	-1.06728	0.714862	-1.48894	0.136504	0.200616	22	16	4	8	18.5	12.99	4.98	9.38
ADAMTS2	64.2586	-0.360161	0.302315	-1.19124	0.233558	0.322031	88	87	46	47	74	70.61	57.32	55.11
ADAMTS20	4.11248	-2.1378	1.16508	-1.76923	0.0768558	0.119605	8	9	1	1	6.73	7.3	1.25	1.17
ADAMTS3	27.6116	-1.69916	0.49604	-3.41509	0.000637599	0.00136213	46	57	12	9	38.68	46.26	14.95	10.55
ADAMTS4	285.381	2.98632	0.17802	16.7618	4.64607e-63	6.43682e-62	80	74	382	459	67.27	60.06	476.01	538.18
ADAMTS5	42.4081	0.939623	0.378673	2.48098	0.0131023	0.0235213	36	34	37	56	30.27	27.59	46.11	65.66
ADAMTS6	8.89412	-1.57753	0.822877	-1.90204	0.057166	0.0914945	15	18	2	5	12.61	14.61	2.49	5.86
ADAMTS7	51.9677	-2.58112	0.4108	-6.25273	4.03329e-10	1.40799e-09	121	95	12	12	101.75	77.1	14.95	14.07
ADAMTS8	69.8727	3.78787	0.392064	9.5811	9.60125e-22	5.48289e-21	12	10	109	107	10.09	8.12	135.83	125.46
ADAMTS9	107.892	0.720742	0.237579	3.03364	0.00241623	0.00481475	100	97	99	124	84.09	78.72	123.36	145.39
ADAMTSL1	72.6466	-0.996514	0.293923	-3.38909	0.000701247	0.00149074	109	126	39	41	91.66	102.26	48.6	48.07
ADAMTSL2	177.274	3.43119	0.234666	14.5896	3.27286e-48	3.51532e-47	37	35	255	283	31.11	28.4	317.76	331.82
ADAMTSL3	18.4336	3.01837	0.656425	4.53674	5.71316e-06	1.49034e-05	6	3	24	31	5.05	2.43	29.91	36.35
ADAMTSL4	257.993	-4.04595	0.245438	-16.4076	1.6883e-60	2.25051e-59	580	599	25	23	487.72	486.13	31.15	26.97
ADAMTSL5	48.7913	-1.78156	0.380014	-4.67905	2.88205e-06	7.70627e-06	86	98	15	21	72.32	79.53	18.69	24.62
ADAP1	745.464	3.93328	0.131427	29.9016	1.87324e-196	9.87058e-195	100	121	1094	1225	84.09	98.2	1363.24	1436.33
ADAP2	19.4533	0.797707	0.536592	1.48638	0.137179	0.20153	18	16	22	19	15.14	12.99	27.41	22.28
ADAR	1853.44	0.136557	0.0677011	2.01705	0.0436899	0.0714284	2109	2166	1581	1631	1773.45	1757.86	1970.09	1912.37
ADARB1	892.867	1.24505	0.092753	13.4231	4.42978e-41	4.14274e-40	650	632	978	1103	546.58	512.91	1218.69	1293.29
ADARB2	105.236	6.65995	0.654031	9.28573	1.60602e-20	8.83704e-20	3	1	162	184	2.52	0.81	201.87	215.74
ADAT1	58.267	-1.1324	0.330925	-3.41985	0.00062655	0.00134018	102	92	31	29	85.77	74.66	38.63	34
ADAT2	58.5089	-1.96524	0.362237	-5.41431	6.15264e-08	1.87137e-07	94	133	18	21	79.04	107.94	22.43	24.62
ADAT3	52.0841	-0.546316	0.336912	-1.62122	0.10497	0.158358	74	76	32	38	62.23	61.68	39.88	44.56
ADC	131.358	2.72102	0.244743	11.1035	1.20562e-28	8.3333e-28	40	43	186	192	33.64	34.9	231.78	225.12
ADCK1	73.6569	0.294032	0.285113	1.0313	0.3024	0.402424	78	82	73	61	65.59	66.55	90.97	71.52
ADCK2	277.926	0.187322	0.14933	1.25442	0.209689	0.293633	318	311	236	254	267.41	252.4	294.08	297.82
ADCK4	172.514	0.411858	0.187898	2.19194	0.0283841	0.0480657	185	173	161	165	155.57	140.4	200.62	193.47
ADCK5	112.248	0.0220345	0.239403	0.09204	0.926666	0.96144	131	139	76	112	110.16	112.81	94.7	131.32
ADCY1	2075.5	1.91571	0.0726439	26.3707	2.97234e-153	1.14685e-151	1039	1066	2510	2930	873.69	865.13	3127.72	3435.47
ADCY10	2.03554	0.436252	1.31886	0.330822	0.740779	0.818441	2	2	2	2	1.68	1.62	2.49	2.35
ADCY2	390.663	5.39538	0.244822	21.877	4.3052e-106	1.02239e-104	20	23	613	651	16.82	18.67	763.86	763.31
ADCY3	517.24	0.525875	0.118864	4.42419	9.68055e-06	2.46973e-05	498	529	450	563	418.77	429.32	560.75	660.13
ADCY4	24.644	4.89937	0.808768	5.59624	2.19054e-08	6.83425e-08	2	1	31	49	1.68	0.81	38.63	57.45
ADCY5	344.963	4.58388	0.213687	21.3708	2.49739e-101	5.64197e-100	33	33	515	583	27.75	26.78	641.74	683.58
ADCY6	515.912	0.427037	0.113767	3.75361	0.000174307	0.000395901	542	523	467	513	455.77	424.45	581.93	601.5
ADCY7	231.415	-1.53642	0.174409	-8.80674	1.28839e-18	6.60764e-18	412	422	94	102	346.45	342.48	117.13	119.6
ADCY8	96.5493	2.2383	0.269892	8.2856	1.17513e-16	5.55915e-16	41	40	132	132	34.48	32.46	164.49	154.77
ADCY9	411.07	0.634771	0.126653	5.01188	5.38997e-07	1.53004e-06	402	377	400	428	338.04	305.96	498.44	501.84
ADCYAP1	32.2335	4.05911	0.597002	6.63339	3.28074e-11	1.21792e-10	4	4	53	48	3.36	3.25	66.04	56.28
ADCYAP1R1	88.7227	5.56211	0.523075	10.2245	1.5403e-24	9.60956e-24	4	4	144	144	3.36	3.25	179.44	168.84
ADD1	2136.85	1.55909	0.0674163	23.126	2.53421e-118	6.82802e-117	1264	1358	2507	2779	1062.89	1102.11	3123.98	3258.42
ADD2	463.885	1.60959	0.122957	13.0897	3.76873e-39	3.38794e-38	267	287	548	610	224.52	232.92	682.86	715.23
ADD3	405.464	1.29468	0.129552	9.99307	1.63435e-23	9.86939e-23	286	282	445	510	240.5	228.86	554.52	597.98
ADH1B	6.40622	2.85434	1.01956	2.70785	0.00677197	0.0127453	1	2	12	7	0.84	1.62	14.95	8.21
ADH1C	1.3293	0.812205	1.47743	0.548298	0.583487	0.684023	1	1	2	1	0.84	0.81	2.49	1.17
ADH4	7.84519	-3.14309	1.03495	-2.84605	0.00442652	0.00854142	19	16	1	1	15.98	12.99	1.25	1.17
ADH5	223.843	-0.957211	0.172416	-5.55112	2.83844e-08	8.80941e-08	358	358	113	139	301.04	290.54	140.81	162.98
ADH6	15.4192	-3.67482	0.861377	-4.02956	5.58809e-05	0.000133137	41	29	2	1	34.48	23.54	2.49	1.17
ADH7	1.22799	-0.0291068	1.49356	-0.0194901	0.98445	0.990472	2	1	1	1	1.68	0.81	1.25	1.17
ADHFE1	35.6601	2.72103	0.460889	5.87561	4.21287e-09	1.38406e-08	9	13	51	52	7.57	10.55	63.55	60.97
ADI1	255.087	-0.55518	0.158627	-3.49977	0.000465656	0.00101231	375	360	161	181	315.34	292.16	200.62	212.23
ADIG	1.22066	-0.0210806	1.49456	-0.0141017	0.988749	0.990472	1	2	1	1	0.84	1.62	1.25	1.17
ADIPOR1	535.972	-0.766922	0.113847	-6.73621	1.62572e-11	6.12606e-11	787	849	309	348	661.79	689.02	385.05	408.04
ADIPOR2	691.295	0.198854	0.102606	1.93804	0.052618	0.0848867	726	834	580	644	610.49	676.85	722.74	755.1
ADK	95.2618	-1.14528	0.263385	-4.34667	1.38222e-05	3.47325e-05	167	151	43	55	140.43	122.55	53.58	64.49
ADM	222.019	-2.26084	0.196192	-11.5148	1.11166e-30	8.16447e-30	437	453	71	55	367.47	367.64	88.47	64.49
ADM2	49.9714	-4.55064	0.608812	-7.17245	7.36659e-13	2.97763e-12	118	115	4	2	99.23	93.33	4.98	2.35
ADNP	607.229	-0.58726	0.10844	-5.41544	6.11377e-08	1.85985e-07	843	924	373	431	708.88	749.89	464.8	505.35
ADNP2	229.153	-0.922343	0.168729	-5.46585	4.607e-08	1.4105e-07	358	369	121	141	301.04	299.47	150.78	165.32
ADO	291.405	0.803725	0.152859	5.25791	1.45702e-07	4.309e-07	276	237	289	325	232.09	192.34	360.12	381.07
ADORA1	502.849	4.51756	0.175901	25.6209	8.91662e-145	3.17625e-143	49	52	754	843	41.2	42.2	939.56	988.43
ADORA2A	91.1387	0.270218	0.25311	1.06761	0.285698	0.383769	96	104	81	84	80.73	84.4	100.93	98.49
ADORA2B	49.2626	-1.04296	0.354523	-2.94004	0.00328167	0.0064348	82	79	25	28	68.95	64.11	31.15	32.83
ADORA3	28.5226	4.78019	0.734952	6.12682	8.96528e-10	3.07054e-09	1	3	40	52	0.84	2.43	49.84	60.97
ADPGK	192.765	-1.57568	0.191529	-8.22381	1.97136e-16	9.25676e-16	338	362	74	86	284.22	293.79	92.21	100.84
ADPRH	19.596	0.32085	0.531897	0.603262	0.546335	0.658037	21	21	20	16	17.66	17.04	24.92	18.76
ADPRHL1	44.9787	1.27524	0.377569	3.37628	0.000734732	0.00155896	38	25	46	60	31.95	20.29	57.32	70.35
ADPRHL2	211.181	-0.272537	0.172003	-1.58447	0.113087	0.169582	269	291	145	172	226.2	236.17	180.68	201.67
ADRA1A	16.4457	4.7522	0.927596	4.60037	4.21746e-06	1.11361e-05	1	1	27	26	0.84	0.81	33.64	30.49
ADRA1B	74.2094	3.46637	0.359377	9.59246	8.60059e-22	4.92327e-21	15	14	107	119	12.61	11.36	133.33	139.53
ADRA1D	33.9044	1.09404	0.417609	2.61895	0.00882017	0.0163128	24	28	33	44	20.18	22.72	41.12	51.59
ADRA2A	56.9679	3.6111	0.428435	8.35863	6.34497e-17	3.03786e-16	9	11	100	74	7.57	8.93	124.61	86.77
ADRA2B	7.53722	0.795457	0.821696	0.967649	0.33322	0.436486	6	7	9	7	5.05	5.68	11.21	8.21
ADRA2C	125.729	-1.10884	0.235395	-4.7093	2.48564e-06	6.68956e-06	201	216	52	80	169.02	175.3	64.8	93.8
ADRB1	72.1821	3.42163	0.368383	9.23899	2.48832e-20	1.35702e-19	16	13	92	128	13.45	10.55	114.64	150.08
ADRB2	15.363	-0.147767	0.606691	-0.243545	0.807583	0.870903	24	15	13	11	20.18	12.17	16.2	12.9
ADRB3	1.83265	0.740816	1.36673	0.541294	0.588305	0.684023	2	1	2	2	1.68	0.81	2.49	2.35
ADRBK1	1691.27	0.808506	0.0704824	11.471	1.84499e-30	1.34569e-29	1480	1496	1702	1864	1244.53	1214.11	2120.87	2185.57
ADRBK2	266.237	1.18687	0.15464	7.67469	1.65813e-14	7.18147e-14	194	199	293	320	163.13	161.5	365.11	375.21
ADRM1	934.667	-0.582316	0.088859	-6.55318	5.63235e-11	2.06512e-10	1308	1407	600	639	1099.89	1141.88	747.66	749.24
ADSL	243.565	-2.06692	0.181057	-11.4095	3.74837e-30	2.70902e-29	478	475	69	86	401.95	385.5	85.98	100.84
ADSS	174.849	-0.24551	0.193048	-1.27173	0.203468	0.285804	230	229	144	120	193.41	185.85	179.44	140.7
ADSSL1	85.805	-1.26301	0.278974	-4.52503	6.03869e-06	1.57181e-05	136	158	45	38	114.36	128.23	56.07	44.56
AEBP1	1072.07	-1.24665	0.090277	-13.8087	2.25946e-43	2.21315e-42	1734	1922	485	568	1458.11	1559.84	604.36	665.99
AEBP2	231.863	-0.235673	0.164326	-1.43416	0.151526	0.22048	302	305	180	172	253.95	247.53	224.3	201.67
AEN	286.077	-2.03983	0.168227	-12.1199	8.28258e-34	6.54826e-33	536	580	81	104	450.72	470.71	100.93	121.94
AES	5098.93	1.92537	0.0531924	36.1959	7.06225999999999e-287	7.03342e-285	2560	2584	6379	6991	2152.69	2097.09	7948.89	8197.06
AFAP1	332.951	0.0683662	0.139691	0.489411	0.624551	0.716409	397	390	258	307	333.84	316.51	321.49	359.96
AFAP1L1	58.3844	-1.90826	0.357096	-5.33375	9.62067e-08	2.88514e-07	105	119	24	16	88.29	96.58	29.91	18.76
AFAP1L2	176.222	3.00048	0.221953	13.5005	1.55406e-41	1.47145e-40	47	47	238	282	39.52	38.14	296.57	330.65
AFARP1	25.9037	-0.464504	0.471452	-0.984961	0.324643	0.427746	36	37	15	21	30.27	30.03	18.69	24.62
AFF1	247.475	-0.938543	0.166521	-5.63563	1.74423e-08	5.4841e-08	364	425	128	153	306.09	344.92	159.5	179.39
AFF2	106.051	2.76878	0.274891	10.0553	8.70825e-24	5.29905e-23	28	37	145	162	23.55	30.03	180.68	189.95
AFF3	252.988	2.06897	0.168713	12.2599	1.48664e-34	1.19471e-33	115	120	343	333	96.7	97.39	427.41	390.45
AFF4	508.864	0.349482	0.114627	3.04886	0.00229711	0.00459229	522	562	440	505	438.95	456.1	548.28	592.12
AFG3L1	177.361	-0.641698	0.188882	-3.3971	0.00068103	0.00144987	246	278	115	114	206.86	225.62	143.3	133.67
AFG3L2	435.986	-0.373727	0.122396	-3.05338	0.00226282	0.00452753	586	606	297	332	492.77	491.81	370.09	389.28
AFMID	193.116	-0.169743	0.178171	-0.952689	0.340748	0.444851	251	244	142	159	211.07	198.02	176.95	186.43
AFP	1108.68	-8.23425	0.414026	-18.9804	2.47817e-80	4.3851e-79	2572	2783	6	5	2162.79	2258.6	7.48	5.86
AFTPH	183.692	1.17861	0.184251	6.39632	1.59162e-10	5.6728e-10	136	136	207	215	114.36	110.37	257.94	252.09
AG2	280.322	2.94644	0.177452	16.5912	8.07391e-62	1.09937e-60	82	73	382	441	68.95	59.24	476.01	517.08
AGA	47.9944	-1.06768	0.360809	-2.95717	0.00310478	0.00610304	72	86	25	26	60.54	69.79	31.15	30.49
AGAP1	426.983	1.16259	0.124631	9.32801	1.07876e-20	5.96762e-20	309	329	483	494	259.84	267.01	601.87	579.22
AGAP11	6.47159	0.817257	0.880791	0.927265	0.353789	0.458971	6	5	5	9	5.05	4.06	6.23	10.55
AGAP2	1994.05	6.1402	0.138596	44.1811	0	0	60	74	3145	3366	50.45	60.06	3918.99	3946.69
AGAP3	2068.35	1.69798	0.0700111	24.2526	6.21144e-130	1.87844e-128	1201	1157	2485	2753	1009.92	938.99	3096.56	3227.94
AGAP4	4.05269	0.478696	1.05015	0.455814	0.648524	0.738298	4	4	3	5	3.36	3.25	3.74	5.86
AGAP5	5.23859	-0.485917	0.969623	-0.50051	0.616716	0.708618	7	8	5	2	5.89	6.49	6.23	2.35
AGAP6	27.7691	-0.245425	0.451607	-0.543386	0.586864	0.684023	38	35	20	22	31.95	28.4	24.92	25.8
AGAP7	3.67665	-0.0329337	1.0872	-0.0302913	0.975835	0.990472	5	4	3	3	4.2	3.25	3.74	3.52
AGAP8	5.70515	-0.416617	0.92542	-0.449683	0.652939	0.742436	8	8	3	5	6.73	6.49	3.74	5.86
AGBL1	1.3293	0.812205	1.47743	0.548298	0.583487	0.684023	1	1	2	1	0.84	0.81	2.49	1.17
AGBL2	5.72757	-1.00754	0.945132	-1.06107	0.288659	0.38709	8	11	3	3	6.73	8.93	3.74	3.52
AGBL3	7.7641	0.859326	0.826473	1.03906	0.298778	0.398693	7	6	5	12	5.89	4.87	6.23	14.07
AGBL4	19.0672	4.527	0.83152	5.06985	3.98123e-07	1.14035e-06	1	2	31	30	0.84	1.62	38.63	35.18
AGBL5	285.057	-1.56386	0.160815	-9.72224	2.42397e-22	1.41264e-21	482	551	118	120	405.31	447.17	147.04	140.7
AGER	42.5127	-0.801498	0.377106	-2.12447	0.0336311	0.056161	69	62	26	25	58.02	50.32	32.4	29.31
AGFG1	317.111	-0.0459827	0.141486	-0.324997	0.745183	0.82259	392	388	241	276	329.63	314.89	300.31	323.61
AGFG2	328.457	0.438861	0.145289	3.02061	0.00252266	0.0050158	299	377	305	321	251.43	305.96	380.06	376.38
AGGF1	173.361	-0.00573358	0.192589	-0.029771	0.97625	0.990472	189	232	148	138	158.93	188.28	184.42	161.81
AGK	179.851	0.0231777	0.182913	0.126714	0.899167	0.940966	210	222	148	152	176.59	180.17	184.42	178.22
AGL	114.68	-0.193687	0.23124	-0.837586	0.402263	0.512309	158	138	86	91	132.86	112	107.16	106.7
AGMAT	68.4807	-3.24322	0.394497	-8.15738	3.42375e-16	1.59195e-15	146	155	10	11	122.77	125.79	12.46	12.9
AGPAT1	913.923	0.124487	0.0908014	1.37099	0.170379	0.244021	997	1122	752	827	838.37	910.58	937.07	969.67
AGPAT2	232.796	-2.28716	0.196743	-11.6165	3.39719e-31	2.52625e-30	459	477	77	53	385.97	387.12	95.95	62.14
AGPAT3	1094.61	0.987726	0.0833903	11.8445	2.29702e-32	1.75548e-31	893	883	1157	1253	750.92	716.62	1441.74	1469.16
AGPAT4	331.375	2.40616	0.152319	15.7916	3.55449e-56	4.41919e-55	122	132	440	484	102.59	107.13	548.28	567.5
AGPAT5	265.411	-0.444328	0.153589	-2.8929	0.00381707	0.00743252	365	376	182	190	306.93	305.15	226.79	222.78
AGPAT6	813.788	0.24448	0.0928826	2.63215	0.00848467	0.015729	887	917	691	771	745.88	744.21	861.06	904.01
AGPAT9	30.1379	-0.800026	0.447793	-1.78552	0.0741763	0.115863	45	48	21	15	37.84	38.96	26.17	17.59
AGPHD1	9.19027	-0.589428	0.759817	-0.774824	0.438444	0.547034	14	13	5	7	11.77	10.55	6.23	8.21
AGPS	206.469	-1.24554	0.184423	-6.75232	1.45503e-11	5.49593e-11	332	372	108	94	279.18	301.9	134.58	110.22
AGR2	40.6696	-5.53599	0.854257	-5.64804	1.62289e-08	5.11864e-08	96	98	1	1	80.73	79.53	1.25	1.17
AGR3	2.0469	-0.977051	1.34729	-0.717301	0.473188	0.581347	3	4	1	1	2.52	3.25	1.25	1.17
AGRN	2354.51	-1.50774	0.0681427	-22.1256	1.79112e-108	4.35687e-107	4277	4155	989	1038	3596.51	3372.07	1232.4	1217.07
AGRP	1.73508	0.115548	1.38838	0.0832588	0.933646	0.966941	1	3	2	1	0.84	2.43	2.49	1.17
AGT	1752.62	0.687523	0.0720485	9.5425	1.39427e-21	7.92167e-21	1576	1676	1668	1916	1325.25	1360.19	2078.5	2246.54
AGTPBP1	146.245	1.26517	0.21754	5.81516	6.05763e-09	1.96635e-08	86	122	156	187	72.32	99.01	194.39	219.26
AGTR1	3.45536	0.104524	1.1187	0.0934399	0.925554	0.960653	5	3	2	4	4.2	2.43	2.49	4.69
AGTRAP	173.282	-1.82189	0.205616	-8.85555	8.32704e-19	4.31247e-18	318	337	61	65	267.41	273.5	76.01	76.21
AGXT	32.8204	-5.23375	0.868684	-5.29681	1.17844e-07	3.51243e-07	77	79	1	1	64.75	64.11	1.25	1.17
AGXT2L1	124.374	6.05358	0.510631	11.348	7.58467e-30	5.43411e-29	1	7	187	220	0.84	5.68	233.02	257.95
AGXT2L2	121.878	-0.60027	0.225169	-2.66561	0.00768492	0.0143485	169	187	82	78	142.11	151.76	102.18	91.46
AHCTF1	117.425	-1.26935	0.244447	-5.19079	2.09407e-07	6.11505e-07	193	210	45	69	162.29	170.43	56.07	80.9
AHCY	1060.45	-2.28756	0.0952224	-24.0195	1.74115e-127	5.16696e-126	2129	2133	294	302	1790.27	1731.08	366.35	354.1
AHCYL1	1634.72	1.28806	0.0724518	17.778	1.04591e-70	1.62543e-69	1146	1153	1830	2012	963.67	935.74	2280.37	2359.1
AHCYL2	219.265	1.37119	0.177853	7.709	1.26809e-14	5.51984e-14	163	132	251	273	137.07	107.13	312.77	320.1
AHDC1	814.676	1.66403	0.0968991	17.1721	4.29959e-66	6.22901e-65	453	493	974	1078	380.93	400.1	1213.7	1263.97
AHI1	122.649	1.16268	0.223815	5.1943	2.05495e-07	6.00543e-07	86	97	137	144	72.32	78.72	170.72	168.84
AHNAK	2690.45	-1.34283	0.0619719	-21.6681	4.10465e-104	9.60377e-103	4586	4760	1223	1295	3856.35	3863.07	1523.98	1518.41
AHNAK2	474.463	0.241173	0.11856	2.03419	0.0419322	0.068821	524	529	393	459	440.63	429.32	489.72	538.18
AHR	127.316	-1.90688	0.244522	-7.79164	6.6143e-15	2.91041e-14	247	240	49	39	207.7	194.78	61.06	45.73
AHRR	201.507	-3.57405	0.250216	-14.231	5.88346e-46	6.08235e-45	454	447	23	28	381.77	362.77	28.66	32.83
AHSA1	735.082	-0.0393404	0.0975423	-0.403316	0.686716	0.769756	868	937	568	633	729.9	760.44	707.79	742.2
AHSA2	367.931	-0.845002	0.137632	-6.13921	8.29306e-10	2.84543e-09	544	602	197	239	457.45	488.56	245.48	280.23
AHSG	3188.33	-8.44564	0.26636	-31.1165	1.43889e-212	8.47384e-211	7533	7866	14	15	6334.47	6383.8	17.45	17.59
AHSP	1.22066	-0.0210806	1.49456	-0.0141017	0.988749	0.990472	1	2	1	1	0.84	1.62	1.25	1.17
AIDA	24.2264	-0.0754114	0.493671	-0.152753	0.878593	0.924242	37	23	19	20	31.11	18.67	23.68	23.45
AIF1	32.9601	-0.401891	0.420969	-0.954496	0.339832	0.443793	48	43	20	27	40.36	34.9	24.92	31.66
AIF1L	674.682	1.32751	0.102735	12.9214	3.40857e-38	2.98517e-37	467	463	785	812	392.7	375.76	978.19	952.08
AIFM1	202.214	-1.26973	0.182456	-6.95758	3.46176e-12	1.35076e-11	336	357	92	104	282.54	289.73	114.64	121.94
AIFM2	154.838	-1.10585	0.207175	-5.3366	9.47074e-08	2.84286e-07	260	252	85	77	218.63	204.52	105.92	90.28
AIFM3	280.72	4.9384	0.25815	19.0048	1.55594e-80	2.75834e-79	24	18	462	437	20.18	14.61	575.7	512.39
AIG1	128.064	1.1616	0.224439	5.17506	2.27834e-07	6.63278e-07	101	90	130	164	84.93	73.04	161.99	192.29
AIM1	62.9046	-2.89041	0.392941	-7.31411	2.59092e-13	1.06746e-12	136	133	16	8	114.36	107.94	19.94	9.38
AIM1L	14.3535	-3.57063	0.866502	-3.89975	9.62921e-05	0.000223866	34	31	2	1	28.59	25.16	2.49	1.17
AIM2	2.36575	-0.541031	1.27776	-0.422137	0.672925	0.760314	4	3	2	1	3.36	2.43	2.49	1.17
AIMP1	118.035	-0.884404	0.230408	-3.8377	0.00012419	0.000286242	187	184	67	70	157.25	149.33	83.49	82.08
AIMP2	105.422	-2.05845	0.270394	-7.60306	2.89216e-14	1.24158e-13	216	196	33	34	181.63	159.07	41.12	39.87
AIP	613.728	0.0680323	0.106664	0.637822	0.52359	0.634458	690	762	485	556	580.22	618.42	604.36	651.92
AIPL1	2.16257	1.02318	1.33049	0.766486	0.443387	0.551754	2	1	4	1	1.68	0.81	4.98	1.17
AIRE	5.68949	1.39727	0.952668	1.4612	0.143961	0.210584	5	2	7	7	4.2	1.62	8.72	8.21
